ablation_name,mean_PR_AUC,std_PR_AUC,mean_LogLoss,std_LogLoss,mean_F1,std_F1,mean_Precision,mean_Recall,delta_PR_AUC_vs_baseline,delta_LogLoss_vs_baseline,delta_F1_vs_baseline,delta_Precision_vs_baseline,delta_Recall_vs_baseline,PR_AUC_drop_vs_baseline,LogLoss_increase_vs_baseline
baseline_full,0.48937303819394157,0.035065793282402315,0.9858425017128193,0.08435939533003346,0.4543554431172387,0.05751240095244994,0.48011330901234295,0.4587586444336429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drop_G_race_control_weather,0.4930039646238944,0.04263374913792474,0.9831625789446313,0.08983074495363552,0.4605722179203727,0.05585390214317834,0.48312044718886443,0.46229615955165204,0.00363092642995283,-0.002679922768187959,0.006216774803133984,0.0030071381765214844,0.003537515118009149,-0.00363092642995283,-0.002679922768187959
drop_G_race_phase,0.4461868488372941,0.0369474635834128,1.0728054513990957,0.07622490117457982,0.41443100843048075,0.05228001516659171,0.4395797316650551,0.4166472025950682,-0.043186189356647475,0.08696294968627638,-0.03992443468675794,-0.04053357734728785,-0.04211144183857468,0.043186189356647475,0.08696294968627638
drop_G_rejoin_window,0.4973623911343479,0.04127989739068001,1.001944267149504,0.10301175691760746,0.45143622296708674,0.05396985514968701,0.48302777018572646,0.4535036337901418,0.007989352940406313,0.016101765436684734,-0.0029192201501519466,0.002914461173383509,-0.00525501064350109,-0.007989352940406313,0.016101765436684734
drop_G_strategy_history,0.48832008299513535,0.05360085923857663,1.0091087246996366,0.09163942468905734,0.4467486818101357,0.05841928171312909,0.47065640591658886,0.45644634083701296,-0.0010529551988062158,0.023266222986817353,-0.007606761307102972,-0.009456903095754088,-0.0023123035966299277,0.0010529551988062158,0.023266222986817353
drop_G_track_context,0.49252013971187614,0.04159303135738365,0.9762250633202448,0.03966904524384493,0.463870107146149,0.022112612092559304,0.49283452488062435,0.4593598168905594,0.0031471015179345696,-0.009617438392574451,0.009514664028910325,0.0127212158682814,0.0006011724569164878,-0.0031471015179345696,-0.009617438392574451
drop_G_traffic_gap_context,0.48422373113788997,0.0361865214255293,1.00205508425296,0.07923329113497767,0.43325374260179894,0.02086559343093312,0.457425449697059,0.4369498062723475,-0.0051493070560516,0.016212582540140796,-0.021101700515439747,-0.022687859315283943,-0.02180883816129542,0.0051493070560516,0.016212582540140796
drop_G_tyre_state,0.42520812933200114,0.0454981456952909,1.0842389328363606,0.06112214432229971,0.3964594031361154,0.047923000658397184,0.4320986292686445,0.39047730597799396,-0.06416490886194043,0.09839643112354135,-0.057896039981123304,-0.04801467974369844,-0.06828133845564893,0.06416490886194043,0.09839643112354135
