model,ablation_name,fold_id,n_test_rows,PR_AUC,LogLoss,F1,Precision,Recall,threshold
tcn_gru,baseline_full,0,19227,0.4622559796759257,0.1858067091898023,0.5280632411067193,0.44533333333333336,0.6485436893203883,0.9400000000000001
tcn_gru,baseline_full,1,19486,0.4173345237679451,0.24248844250948137,0.46235606731620904,0.4237012987012987,0.5087719298245614,0.9400000000000001
tcn_gru,baseline_full,2,19357,0.4363237228046532,0.17422503966425157,0.49678012879484823,0.47038327526132406,0.5263157894736842,0.9500000000000001
tcn_gru,baseline_full,3,19414,0.48876200286868277,0.11617406005355825,0.5053892215568863,0.5301507537688442,0.482837528604119,0.87
tcn_gru,baseline_full,4,19432,0.45941863829866847,0.1583481939894576,0.5033898305084745,0.4900990099009901,0.5174216027874564,0.89
tcn_gru,drop_G_race_phase,0,19227,0.44657303695645884,0.16693550994932896,0.5307167235494881,0.4733637747336377,0.6038834951456311,0.9400000000000001
tcn_gru,drop_G_race_phase,1,19486,0.42119063162300835,0.22331267804701993,0.512214342001576,0.4298941798941799,0.6335282651072125,0.9600000000000001
tcn_gru,drop_G_race_phase,2,19357,0.4135408525402505,0.19065245671189132,0.47619047619047616,0.4655493482309125,0.4873294346978557,0.92
tcn_gru,drop_G_race_phase,3,19414,0.469430457787837,0.11074969934314284,0.5342019543973942,0.5082644628099173,0.562929061784897,0.78
tcn_gru,drop_G_race_phase,4,19432,0.37778546763003,0.202839138947497,0.407436096049574,0.3668061366806137,0.45818815331010454,0.93
tcn_gru,drop_G_strategy_history,0,19227,0.4568772078327601,0.1788894049243623,0.4971381847914963,0.4293785310734463,0.5902912621359223,0.9400000000000001
tcn_gru,drop_G_strategy_history,1,19486,0.3615821599140999,0.26762638805374916,0.4834193072955048,0.3886255924170616,0.6393762183235867,0.93
tcn_gru,drop_G_strategy_history,2,19357,0.43090259089105476,0.18064807369510674,0.46253021756647866,0.3942307692307692,0.5594541910331384,0.88
tcn_gru,drop_G_strategy_history,3,19414,0.4569656404289691,0.11057563913502366,0.521239954075775,0.5230414746543779,0.5194508009153318,0.89
tcn_gru,drop_G_strategy_history,4,19432,0.4000118912298427,0.2356347559100993,0.42451420029895365,0.3717277486910995,0.49477351916376305,0.9500000000000001
tcn_gru,drop_G_tyre_state,0,19227,0.4466316384485031,0.20894794768327118,0.5102195306585919,0.41811414392059554,0.654368932038835,0.9500000000000001
tcn_gru,drop_G_tyre_state,1,19486,0.47983723369152076,0.17346499860357192,0.49198717948717946,0.41768707482993195,0.5984405458089669,0.92
tcn_gru,drop_G_tyre_state,2,19357,0.43583200130095257,0.17235347957950634,0.484472049689441,0.40258064516129033,0.6081871345029239,0.89
tcn_gru,drop_G_tyre_state,3,19414,0.45297930999296626,0.10729896435695241,0.504524886877828,0.4988814317673378,0.5102974828375286,0.77
tcn_gru,drop_G_tyre_state,4,19432,0.4076491861490807,0.1885144113360184,0.45519429024583663,0.4177583697234352,0.5,0.9400000000000001
tcn_gru,drop_G_track_context,0,19227,0.5046039436145177,0.1412493149796476,0.5602189781021898,0.5283993115318416,0.596116504854369,0.9600000000000001
tcn_gru,drop_G_track_context,1,19486,0.45013804494656184,0.20752490101317433,0.48717948717948717,0.4337899543378995,0.5555555555555556,0.89
tcn_gru,drop_G_track_context,2,19357,0.4583887667423142,0.12470201123766486,0.5110470701248799,0.5037878787878788,0.5185185185185185,0.92
tcn_gru,drop_G_track_context,3,19414,0.5505246250770907,0.10286475035536731,0.5682819383259912,0.5477707006369427,0.5903890160183066,0.88
tcn_gru,drop_G_track_context,4,19432,0.4027940916570415,0.18336127364929083,0.46757679180887374,0.45819397993311034,0.47735191637630664,0.92
tcn_gru,drop_G_race_control_weather,0,19227,0.43653266120529477,0.20159397593443312,0.5166531275385865,0.4441340782122905,0.6174757281553398,0.9400000000000001
tcn_gru,drop_G_race_control_weather,1,19486,0.44303591678455606,0.2758034612992114,0.4745484400656814,0.4099290780141844,0.5633528265107213,0.9400000000000001
tcn_gru,drop_G_race_control_weather,2,19357,0.4627919245532811,0.18603162866998113,0.49917081260364843,0.43434343434343436,0.5867446393762183,0.9400000000000001
tcn_gru,drop_G_race_control_weather,3,19414,0.49769220445499884,0.10403965287398474,0.5438401775804661,0.5280172413793104,0.5606407322654462,0.87
tcn_gru,drop_G_race_control_weather,4,19432,0.43378266117128217,0.18409662794854398,0.4771748492678725,0.47189097103918226,0.48257839721254353,0.9500000000000001
tcn_gru,drop_G_traffic_gap_context,0,19227,0.454282197669875,0.2009653765621638,0.48484848484848486,0.3914081145584726,0.6368932038834951,0.92
tcn_gru,drop_G_traffic_gap_context,1,19486,0.4096772463797762,0.243770603321587,0.4707766212970376,0.39945652173913043,0.5730994152046783,0.92
tcn_gru,drop_G_traffic_gap_context,2,19357,0.41902537837464005,0.21243209751296221,0.47542448614834676,0.4389438943894389,0.5185185185185185,0.9500000000000001
tcn_gru,drop_G_traffic_gap_context,3,19414,0.5147091154640564,0.10547318433910152,0.5609756097560976,0.6005221932114883,0.5263157894736842,0.92
tcn_gru,drop_G_traffic_gap_context,4,19432,0.4288049613986371,0.2240009230074612,0.4837662337662338,0.45288753799392095,0.519163763066202,0.9500000000000001
tcn_gru,drop_G_rejoin_window,0,19227,0.41599643654208945,0.17866963925953716,0.48986212489862124,0.4206128133704735,0.5864077669902913,0.93
tcn_gru,drop_G_rejoin_window,1,19486,0.41185198118158506,0.19989040618095455,0.4600164880461665,0.3985714285714286,0.543859649122807,0.9
tcn_gru,drop_G_rejoin_window,2,19357,0.47000339713713124,0.1844326790391098,0.506896551724138,0.45440494590417313,0.5730994152046783,0.9400000000000001
tcn_gru,drop_G_rejoin_window,3,19414,0.4564790078637931,0.11696189072687144,0.5209903121636168,0.491869918699187,0.5537757437070938,0.8300000000000001
tcn_gru,drop_G_rejoin_window,4,19432,0.39149076945683803,0.20224064964697416,0.4271548436308162,0.37991858887381275,0.4878048780487805,0.91
tcn_gru,drop_G_pace_position,0,19227,0.26076996325589974,0.2788254217897751,0.3266986959505834,0.2526539278131635,0.4621359223300971,0.81
tcn_gru,drop_G_pace_position,1,19486,0.3234815429889733,0.250180532533476,0.36149584487534625,0.280343716433942,0.5087719298245614,0.88
tcn_gru,drop_G_pace_position,2,19357,0.25708250619734835,0.364841055169434,0.2822164948453608,0.2107795957651588,0.4269005847953216,0.93
tcn_gru,drop_G_pace_position,3,19414,0.23233187733240704,0.2109499690831916,0.2816281628162816,0.2711864406779661,0.2929061784897025,0.88
tcn_gru,drop_G_pace_position,4,19432,0.24204775538811607,0.27229934266803635,0.24900057110222729,0.18521665250637212,0.3797909407665505,0.86
