mode,model_kind,ablation_name,fold_id,n_test_rows,threshold,PR_AUC,LogLoss,F1,Precision,Recall,TP,FP,FN,TN
base,xgb,drop_G_strategy_history,3,19436,0.32,0.4862707963245644,0.06674369652561946,0.5183098591549296,0.48,0.563265306122449,276,299,214,18647
base,xgb,drop_G_pace,3,19436,0.25,0.20047560338816417,0.09891211042591888,0.2549800796812749,0.2490272373540856,0.2612244897959184,128,386,362,18560
base,xgb,drop_G_traffic_proximity,3,19436,0.33,0.5484799747824104,0.06275195364789288,0.5187376725838264,0.5019083969465649,0.536734693877551,263,261,227,18685
base,xgb,drop_G_undercut_defence,3,19436,0.32,0.5401045248145976,0.06343324457368907,0.5463510848126233,0.5286259541984732,0.5653061224489796,277,247,213,18699
base,xgb,drop_G_undercut_window,3,19436,0.29000000000000004,0.5028704511084193,0.0653923962447926,0.5201465201465202,0.4717607973421927,0.5795918367346938,284,318,206,18628
base,xgb,drop_G_weather,3,19436,0.31,0.5391444641666031,0.06313526660945865,0.5438765670202508,0.5155393053016454,0.5755102040816327,282,265,208,18681
base,xgb,drop_ENGINEERED_ALL,3,19436,0.34,0.4352017531237474,0.07008565635300293,0.5139664804469274,0.4726027397260274,0.563265306122449,276,308,214,18638
base,xgb,drop_COL_fcy_status,3,19436,0.34,0.5331762945405121,0.06376984742711549,0.5264207377866401,0.5146198830409356,0.5387755102040817,264,249,226,18697
base,xgb,drop_COL_track_category,3,19436,0.32,0.5258449179857136,0.06296856984597049,0.541544477028348,0.5196998123827392,0.5653061224489796,277,256,213,18690
base,xgb,drop_COL_tyre_change_pursuer,3,19436,0.35000000000000003,0.494333016442976,0.0656052748510076,0.5337301587301587,0.5193050193050193,0.5489795918367347,269,249,221,18697
base,xgb,drop_COL_close_ahead,3,19436,0.33,0.5363241723545996,0.06286404750585853,0.527363184079602,0.5145631067961165,0.5408163265306123,265,250,225,18696
base,xgb,drop_COL_gap_behind_s,3,19436,0.31,0.5146642396767083,0.06411566896992704,0.5458052073288332,0.5173674588665448,0.5775510204081633,283,264,207,18682
base,xgb,drop_COL_n_cars_within_5s_ahead,3,19436,0.37,0.513095419518883,0.06428644474893405,0.524896265560166,0.5337552742616034,0.5163265306122449,253,221,237,18725
base,xgb,drop_COL_tyre_age_diff_to_ahead,3,19436,0.3,0.5061771974351331,0.06576369429217903,0.5263157894736842,0.4878048780487805,0.5714285714285714,280,294,210,18652
base,xgb,drop_COL_rejoin_gap_ahead_est_s,3,19436,0.36000000000000004,0.5327295380788326,0.06280131270505171,0.5297741273100616,0.5330578512396694,0.5265306122448979,258,226,232,18720
base,xgb,drop_COL_rejoin_gap_behind_est_s,3,19436,0.3,0.5236337589142163,0.06460601473855718,0.5098777046095955,0.47294938917975565,0.5530612244897959,271,302,219,18644
base,xgb,drop_UNDERCUT_PACK,3,19436,0.34,0.4868510607661883,0.06844556137350002,0.5041095890410959,0.456198347107438,0.563265306122449,276,329,214,18617
base,xgb,baseline_full,4,19504,0.32,0.34645643151973277,0.09355585723418995,0.4066390041493776,0.37177541729893776,0.44871794871794873,245,414,301,18544
base,xgb,drop_G_race_phase,4,19504,0.3,0.31383999654930167,0.09908195903218422,0.37695590327169276,0.3081395348837209,0.48534798534798534,265,595,281,18363
base,xgb,drop_G_race_control,4,19504,0.37,0.3330016090275054,0.0960571256928204,0.40476190476190477,0.37777777777777777,0.4358974358974359,238,392,308,18566
base,xgb,drop_G_track,4,19504,0.29000000000000004,0.29726856378558936,0.10050936017641439,0.33140655105973027,0.34959349593495936,0.315018315018315,172,320,374,18638
