race_id,driver_id,lapno,race_progress,position,fcy_status,pit_stops_so_far,tyre_change_pursuer,track_category,y_pit,current_compound,lap_time,interval,tyre_age,gap_behind_s,n_cars_within_5s_ahead,tyre_age_diff_to_ahead,rejoin_gap_ahead_est_s,rejoin_gap_behind_est_s,close_ahead,race_track,is_wet_race,is_raining,minutes_rain,fulfilled_second_compound,gap_behind_s_missing,tyre_age_diff_to_ahead_missing,rejoin_gap_ahead_est_s_missing,rejoin_gap_behind_est_s_missing,tyre_age_missing
1,1,11,0.2,5,0,1,False,3,0,HARD,104.924,3.0219999999999345,4.0,21.117999999999938,4,-10.0,0.5995000000000346,1.7474999999999454,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,12,0.21818181818181817,5,0,1,False,3,0,HARD,105.192,3.6910000000002583,5.0,22.830000000000155,4,-10.0,12.714499999999816,1.112500000000182,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,13,0.23636363636363636,5,0,1,False,3,0,HARD,105.021,3.836999999999989,6.0,25.048000000000002,4,-10.0,12.860499999999774,3.330500000000029,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,14,0.2545454545454545,5,0,1,False,3,0,HARD,104.767,3.5720000000001164,7.0,27.623000000000047,4,-10.0,12.595499999999902,5.905500000000075,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,15,0.2727272727272727,5,0,1,False,3,0,HARD,105.363,3.7590000000000146,8.0,29.789999999999964,4,-10.0,12.782500000000027,8.072499999999991,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,16,0.2909090909090909,4,0,1,True,3,0,HARD,104.884,3.54300000000012,9.0,22.626999999999953,3,-10.0,12.566499999999905,0.90949999999998,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,17,0.3090909090909091,3,0,1,True,3,0,HARD,104.974,1.8390000000003965,10.0,18.016000000000076,2,-10.0,0.4624999999998636,12.204500000000053,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,18,0.32727272727272727,2,0,1,False,3,0,HARD,105.155,6.342000000000553,11.0,15.956000000000131,1,-11.0,2.2324999999998454,5.578500000000076,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,19,0.34545454545454546,2,0,1,False,3,0,HARD,104.263,6.311000000000604,12.0,15.307999999999993,1,-11.0,2.7204999999999018,4.780500000000075,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,20,0.36363636363636365,2,0,1,False,3,0,HARD,103.988,5.9409999999998035,13.0,15.249000000000024,1,-11.0,2.8114999999997963,4.585500000000138,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,21,0.38181818181818183,2,0,1,False,3,0,HARD,104.186,6.144000000000233,14.0,15.460000000000036,1,-11.0,3.179499999999962,4.114499999999907,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,22,0.4,2,3,1,False,3,0,HARD,104.119,6.394999999999527,15.0,15.440999999999804,1,-11.0,6.042875000000095,5.668124999999691,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,23,0.41818181818181815,2,4,1,False,3,0,HARD,104.384,6.898000000000138,16.0,15.146999999999935,1,-11.0,6.545875000000251,5.374124999999822,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,24,0.43636363636363634,2,4,1,False,3,0,HARD,104.524,6.110999999999876,17.0,14.777000000000044,1,-11.0,5.758874999999989,5.004124999999931,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,25,0.45454545454545453,2,4,1,False,3,0,HARD,104.25,5.1340000000000146,18.0,14.68899999999985,1,-11.0,4.781875000000127,4.916124999999738,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,26,0.4727272727272727,2,4,1,False,3,0,HARD,104.437,4.731999999999971,19.0,14.829000000000178,1,-11.0,4.379875000000084,5.0561250000000655,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,27,0.4909090909090909,2,4,1,False,3,0,HARD,105.065,3.09900000000016,20.0,14.588999999999942,1,-11.0,2.746875000000273,4.816124999999829,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,28,0.509090909090909,2,0,1,False,3,0,HARD,104.006,2.8010000000003856,21.0,14.019000000000233,1,-11.0,5.805499999999938,1.3845000000001164,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,29,0.5272727272727272,2,0,1,False,3,0,HARD,103.479,2.8740000000007058,22.0,13.56899999999996,1,-11.0,6.267500000000382,1.013499999999567,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,30,0.5454545454545454,2,1,1,False,3,0,HARD,103.245,2.8519999999998618,23.0,13.481999999999971,1,-11.0,0.634375000000091,1.115624999999909,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,31,0.5636363636363636,2,2,1,False,3,0,HARD,103.3,2.6589999999996508,24.0,13.708000000000084,1,-11.0,0.40837499999997817,1.2506250000001273,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,32,0.5818181818181818,2,0,1,False,3,0,HARD,103.46,2.9169999999994616,25.0,13.222999999999956,1,-11.0,6.785499999999956,0.7224999999998545,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,33,0.6,2,0,1,False,3,0,HARD,103.463,1.7669999999998254,26.0,12.853000000000065,1,-11.0,6.979500000000371,0.23449999999957072,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,1,34,0.6181818181818182,1,0,1,False,3,0,HARD,103.183,0.0,27.0,13.027000000000044,0,,6.794499999999971,0.37649999999985084,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,35,0.6363636363636364,1,0,1,False,3,0,HARD,103.805,0.0,28.0,14.559000000000196,0,,5.6965000000000146,0.6705000000001746,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,36,0.6545454545454545,1,0,1,False,3,0,HARD,103.199,0.0,29.0,14.858000000000175,0,,4.077500000000327,1.8114999999997963,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,37,0.6727272727272727,1,0,1,False,3,0,HARD,103.137,0.0,30.0,14.369000000000142,0,,4.018500000000131,1.619499999999789,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,38,0.6909090909090909,1,0,1,False,3,0,HARD,103.597,0.0,31.0,13.540000000000418,0,,1.2494999999998981,2.612500000000182,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,39,0.7090909090909091,1,0,1,False,3,0,HARD,103.41,0.0,32.0,12.987999999999829,0,,8.729500000000371,0.8154999999997017,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,40,0.7272727272727273,1,0,1,False,3,0,HARD,102.976,0.0,33.0,12.960000000000491,0,,8.757499999999709,1.380500000000211,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,41,0.7454545454545455,1,0,1,False,3,0,HARD,103.646,0.0,34.0,12.380999999999858,0,,9.336500000000342,0.1734999999998763,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,42,0.7636363636363637,1,0,1,False,3,0,HARD,102.87,0.0,35.0,12.271999999999935,0,,0.2684999999992215,0.0005000000001018634,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,43,0.7818181818181819,1,0,1,False,3,0,HARD,102.677,0.0,36.0,12.695000000000618,0,,0.33949999999913416,19.827500000000327,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,44,0.8,1,0,1,False,3,0,HARD,103.129,0.0,37.0,12.304000000000087,0,,0.8034999999999854,18.65350000000035,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,45,0.8181818181818182,1,0,1,False,3,0,HARD,103.071,0.0,38.0,11.813000000000102,0,,1.5434999999997672,17.823500000000422,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,46,0.8363636363636363,1,0,1,False,3,0,HARD,102.388,0.0,39.0,12.175000000000182,0,,1.650499999999738,19.490499999999884,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,47,0.8545454545454545,1,0,1,False,3,0,HARD,103.611,0.0,40.0,12.296000000000276,0,,1.6234999999996944,19.810500000000502,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,48,0.8727272727272727,1,0,1,False,3,0,HARD,102.785,0.0,41.0,12.279000000000451,0,,0.4124999999994543,21.563500000000204,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,49,0.8909090909090909,1,0,1,False,3,0,HARD,103.451,0.0,42.0,11.614999999999782,0,,0.6684999999997672,21.214500000000044,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,50,0.9090909090909091,1,0,1,False,3,0,HARD,102.093,0.0,43.0,11.530000000000655,0,,0.5744999999997162,22.771500000000742,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,51,0.9272727272727272,1,0,1,False,3,0,HARD,101.37,0.0,44.0,11.610000000000582,0,,0.03549999999904685,24.214500000000953,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,1,52,0.9454545454545454,1,0,1,False,3,0,HARD,101.896,0.0,45.0,11.947000000000116,0,,9.770499999999629,0.8964999999998327,0,Abu Dhabi Grand Prix,0,1,1.1407833333333333,1,0,1,0,0,0
1,1,53,0.9636363636363636,1,0,1,False,3,0,HARD,101.357,0.0,46.0,12.07799999999952,0,,9.639500000000226,1.8924999999999272,0,Abu Dhabi Grand Prix,0,1,2.8300666666666667,1,0,1,0,0,0
1,1,54,0.9818181818181818,1,0,1,False,3,0,HARD,101.786,0.0,47.0,11.15899999999965,0,,10.558500000000095,2.7145000000000437,0,Abu Dhabi Grand Prix,0,1,4.5265,1,0,1,0,0,0
1,1,55,1.0,1,0,1,False,3,0,HARD,102.696,0.0,48.0,9.759000000000015,0,,11.95849999999973,3.7614999999996144,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,1,0,0,0
1,2,1,0.01818181818181818,3,0,0,False,3,0,MEDIUM,144.248,1.33600000000024,4.0,3.0740000000000123,1,0.0,2.369499999999988,,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,1,0
1,2,2,0.03636363636363636,3,0,0,False,3,0,MEDIUM,,0.68100000000004,5.0,,0,0.0,,,0,Abu Dhabi Grand Prix,0,0,0.0,0,1,0,1,1,0
1,2,3,0.05454545454545454,3,0,0,False,3,0,MEDIUM,,1.93100000000004,6.0,,0,0.0,,,0,Abu Dhabi Grand Prix,0,0,0.0,0,1,0,1,1,0
1,2,4,0.07272727272727272,3,0,0,False,3,0,MEDIUM,,1.2650000000003274,7.0,,0,0.0,,,0,Abu Dhabi Grand Prix,0,0,0.0,0,1,0,1,1,0
1,2,5,0.09090909090909091,3,0,0,False,3,0,MEDIUM,104.87,1.3589999999999236,8.0,4.134999999999991,1,0.0,7.336500000000001,1.538499999999999,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,0,0
1,2,6,0.10909090909090909,3,0,0,False,3,0,MEDIUM,105.497,1.22400000000016,9.0,4.972999999999956,1,0.0,4.986499999999978,4.659500000000037,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,0,0
1,2,7,0.12727272727272726,3,0,0,False,3,0,MEDIUM,129.512,1.8769999999999527,10.0,6.998999999999967,1,0.0,2.108500000000049,2.2134999999999536,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,0,0
1,2,8,0.14545454545454545,2,0,0,False,3,0,MEDIUM,135.199,2.074000000000069,11.0,7.567000000000007,1,0.0,3.0615000000000236,0.9845000000000255,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,0,0
1,2,9,0.16363636363636364,2,0,0,False,3,0,MEDIUM,104.412,1.375,12.0,7.015999999999963,1,0.0,1.3065000000000282,3.607499999999959,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,0,0
1,2,10,0.18181818181818182,2,0,0,False,3,0,MEDIUM,105.055,1.4489999999996144,13.0,6.553999999999974,1,0.0,0.52049999999997,0.6565000000000509,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,0,0
1,2,11,0.2,2,0,0,False,3,0,MEDIUM,105.372,1.787000000000262,14.0,5.851999999999975,1,0.0,0.6265000000000782,1.7204999999999018,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,0,0
1,2,12,0.21818181818181817,2,0,0,False,3,0,MEDIUM,105.257,1.9160000000001673,15.0,5.196999999999889,1,0.0,12.806499999999915,1.0205000000000837,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,0,0
1,2,13,0.23636363636363636,2,0,0,False,3,0,MEDIUM,105.338,2.400000000000091,16.0,4.976000000000113,1,0.0,13.26949999999988,2.9214999999999236,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,0,0
1,2,14,0.2545454545454545,2,0,0,False,3,0,MEDIUM,104.921,2.742000000000189,17.0,4.848999999999933,1,0.0,13.158500000000004,5.342499999999973,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,0,0
1,2,15,0.2727272727272727,3,0,0,False,3,1,MEDIUM,106.00499999999965,0.22800000000006548,18.0,6.63799999999992,1,-1.0,15.079500000000053,5.775499999999965,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,0,0
1,2,16,0.2909090909090909,5,0,1,False,3,0,HARD,125.214,15.523999999999887,1.0,9.707000000000107,0,-8.0,0.5364999999999327,4.153500000000122,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,17,0.3090909090909091,5,0,1,False,3,0,HARD,103.602,3.131000000000313,2.0,12.666999999999916,1,1.0,3.458499999999958,3.5914999999999964,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,18,0.32727272727272727,4,0,1,True,3,0,HARD,103.385,3.4210000000002765,3.0,7.810999999999922,1,1.0,1.1525000000001455,0.9514999999998963,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,19,0.34545454545454546,4,0,1,False,3,0,HARD,103.775,3.5809999999992215,4.0,7.500999999999976,1,1.0,3.8955000000000837,0.8064999999999145,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,20,0.36363636363636365,4,0,1,False,3,0,HARD,103.897,3.548999999999978,5.0,7.3969999999999345,1,1.0,1.7274999999999636,2.8374999999998636,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,21,0.38181818181818183,4,0,1,False,3,0,HARD,103.818,2.969999999999345,6.0,7.293999999999869,1,1.0,14.423500000000104,0.6424999999999272,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,22,0.4,4,3,1,False,3,0,HARD,103.704,2.574000000000524,7.0,7.248999999999796,1,1.0,2.5238750000003165,14.736124999999447,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,23,0.41818181818181815,4,4,1,False,3,0,HARD,103.848,2.3320000000003347,8.0,7.269999999999982,1,1.0,2.502875000000131,16.88012499999968,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,24,0.43636363636363634,4,4,1,False,3,0,HARD,103.918,2.0960000000004584,9.0,7.373000000000047,1,1.0,2.3998750000000655,19.200124999999844,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,25,0.45454545454545453,4,4,1,False,3,0,HARD,103.949,1.8829999999998108,10.0,7.137000000000171,1,1.0,2.635874999999942,21.55212500000016,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,26,0.4727272727272727,4,4,1,False,3,0,HARD,104.513,1.8189999999995052,11.0,7.015000000000327,1,1.0,2.7578749999997854,25.477124999999887,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,27,0.4909090909090909,4,4,1,False,3,0,HARD,104.762,1.7560000000003129,12.0,6.983000000000175,1,1.0,2.789874999999938,26.408124999999927,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,28,0.509090909090909,4,0,1,False,3,0,HARD,103.465,1.785000000000764,13.0,7.190000000000055,1,1.0,14.527500000000146,15.12249999999949,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,29,0.5272727272727272,4,0,1,False,3,0,HARD,103.017,1.7730000000001382,14.0,7.280999999999949,1,1.0,14.436500000000251,16.05049999999983,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,30,0.5454545454545454,4,1,1,False,3,0,HARD,103.027,1.6419999999998254,15.0,7.253999999999905,1,1.0,6.862375000000156,24.292625000000044,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,31,0.5636363636363636,4,2,1,False,3,0,HARD,103.435,1.5509999999994761,16.0,7.269999999999982,1,1.0,6.84637500000008,24.675624999999854,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,32,0.5818181818181818,4,0,1,False,3,0,HARD,103.025,1.6010000000005675,17.0,7.507999999999811,1,1.0,14.20950000000039,17.809499999999844,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,33,0.6,4,0,1,False,3,0,HARD,103.269,1.7769999999991342,18.0,7.213999999999942,1,1.0,14.503500000000258,18.08050000000003,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,34,0.6181818181818182,3,0,1,False,3,0,HARD,103.368,1.7879999999995562,19.0,7.170999999999822,1,1.0,10.047500000000582,18.564499999999498,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,35,0.6363636363636364,2,0,1,False,3,0,HARD,103.441,7.456000000000131,20.0,1.461999999999989,0,-8.0,12.239500000000135,18.930499999999938,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,36,0.6545454545454545,2,0,1,False,3,0,HARD,103.498,7.755000000000109,21.0,2.781999999999698,0,-8.0,12.513500000000477,19.699499999999716,1,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,37,0.6727272727272727,2,0,1,False,3,0,HARD,102.648,7.266000000000531,22.0,3.3299999999999272,0,-8.0,11.692500000000564,23.149499999999534,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,38,0.6909090909090909,2,0,1,False,3,0,HARD,102.768,6.437000000000808,23.0,10.8149999999996,0,-8.0,10.9025000000006,42.56649999999945,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,39,0.7090909090909091,2,0,1,False,3,0,HARD,102.858,5.884999999999309,24.0,10.657000000000153,0,-8.0,10.57950000000028,44.02549999999974,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,40,0.7272727272727273,2,0,1,False,3,0,HARD,102.948,5.856999999999971,25.0,10.13799999999992,0,-8.0,9.634500000000571,44.35449999999946,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,41,0.7454545454545455,2,0,1,False,3,0,HARD,103.067,5.278000000000247,26.0,9.832000000000335,0,-8.0,11.885499999999865,9.729500000000371,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,42,0.7636363636363637,2,0,1,False,3,0,HARD,102.761,5.1690000000007785,27.0,9.445999999999913,0,-8.0,12.271499999999833,7.921500000000378,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,43,0.7818181818181819,2,0,1,False,3,0,HARD,103.1,5.5919999999996435,28.0,8.682999999999993,0,-8.0,13.034499999999753,7.132499999999709,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,44,0.8,2,0,1,False,3,0,HARD,102.738,5.201000000000022,29.0,8.609999999999673,0,-8.0,13.107500000000073,6.349500000000262,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,45,0.8181818181818182,2,0,1,False,3,0,HARD,102.58,4.710000000000036,30.0,8.360999999999876,0,-8.0,13.356499999999869,6.01050000000032,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,46,0.8363636363636363,2,0,1,False,3,0,HARD,102.75,5.072000000000116,31.0,7.891999999999825,0,-8.0,13.82549999999992,7.315499999999702,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,47,0.8545454545454545,2,0,1,False,3,0,HARD,103.732,5.193000000000211,32.0,7.7979999999997744,0,-8.0,13.919499999999971,7.5145000000002256,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,48,0.8727272727272727,2,0,1,False,3,0,HARD,102.768,5.176000000000386,33.0,9.02599999999984,0,-8.0,12.691499999999905,9.284499999999753,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,49,0.8909090909090909,2,0,1,False,3,0,HARD,102.787,4.512000000000626,34.0,9.434000000000196,0,-8.0,12.283499999999549,9.599500000000262,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,50,0.9090909090909091,2,0,1,False,3,0,HARD,102.008,4.427000000000589,35.0,9.612999999999374,0,-8.0,12.104500000000371,11.241500000000087,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,51,0.9272727272727272,2,0,1,False,3,0,HARD,101.45,4.506999999999607,36.0,10.072000000000116,0,-8.0,11.645499999999629,12.604500000000371,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,2,52,0.9454545454545454,2,0,1,False,3,0,HARD,102.233,4.844000000000051,37.0,10.711999999999534,0,-8.0,11.005500000000211,13.173499999999876,0,Abu Dhabi Grand Prix,0,1,1.3399,1,0,0,0,0,0
1,2,53,0.9636363636363636,2,0,1,False,3,0,HARD,101.488,4.975000000000364,38.0,11.532000000000153,0,-8.0,10.085499999999229,16.42450000000008,0,Abu Dhabi Grand Prix,0,1,3.0313666666666665,1,0,0,0,0,0
1,2,54,0.9818181818181818,2,0,1,False,3,0,HARD,100.867,4.055999999999585,39.0,13.273000000000138,0,-8.0,7.92949999999928,20.284500000000662,0,Abu Dhabi Grand Prix,0,1,4.712483333333333,1,0,0,0,0,0
1,2,55,1.0,2,0,1,False,3,0,HARD,101.296,2.655999999999949,40.0,15.719999999999345,0,-8.0,5.9044999999996435,23.553499999999985,0,Abu Dhabi Grand Prix,0,0,0.0,1,0,0,0,0,0
1,3,1,0.01818181818181818,9,0,0,False,3,0,SOFT,152.833,2.438999999999851,4.0,1.1030000000000086,2,0.0,10.954499999999996,,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,1,0
1,3,2,0.03636363636363636,9,0,0,False,3,0,SOFT,,0.7329999999997199,5.0,,0,0.0,,,1,Abu Dhabi Grand Prix,0,0,0.0,0,1,0,1,1,0
1,3,3,0.05454545454545454,9,0,0,False,3,0,SOFT,,0.7770000000000437,6.0,,0,0.0,,,0,Abu Dhabi Grand Prix,0,0,0.0,0,1,0,1,1,0
1,3,4,0.07272727272727272,9,0,0,False,3,0,SOFT,,0.4130000000000109,7.0,,0,0.0,,,0,Abu Dhabi Grand Prix,0,0,0.0,0,1,0,1,1,0
1,3,5,0.09090909090909091,9,0,0,False,3,0,SOFT,107.363,0.4750000000003638,8.0,1.7939999999999827,1,0.0,9.539499999999975,,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,1,0
1,3,6,0.10909090909090909,7,0,0,False,3,0,SOFT,106.601,1.0429999999996653,9.0,3.089999999999975,2,0.0,7.5224999999999795,,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,1,0
1,3,7,0.12727272727272726,6,0,0,False,3,0,SOFT,131.879,1.343000000000302,10.0,-1.5629999999999882,1,-1.0,3.767500000000041,,0,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,1,0
1,3,8,0.14545454545454545,4,0,0,True,3,0,SOFT,132.348,1.5620000000003529,11.0,-11.849000000000046,1,-1.0,6.362500000000068,,1,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,1,0
1,3,9,0.16363636363636364,4,0,0,False,3,0,SOFT,104.367,2.0679999999997563,12.0,-11.321000000000026,1,-1.0,3.7194999999999254,,1,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,1,0
1,3,10,0.18181818181818182,4,0,0,False,3,0,SOFT,104.045,1.5199999999999818,13.0,-10.222000000000094,1,-1.0,4.21550000000002,0.4855000000000018,1,Abu Dhabi Grand Prix,0,0,0.0,0,0,0,0,0,0
