race_id,model_a,model_b,n_valid,pearson,spearman,disagree_rate,total_disagree,a_not_b,b_not_a
109,lstm,tcn,439,0.7774202173056142,0.7159372455796458,0.04783599088838269,21,2,19
109,lstm,tcn_gru,439,0.7093216028791663,0.6144120709072187,0.04100227790432802,18,3,15
109,tcn,tcn_gru,439,0.6938190017021835,0.7870238882096465,0.06150341685649203,27,16,11
110,gru,lstm,520,0.9304494743898724,0.9256960440511413,0.09615384615384616,50,29,21
110,gru,tcn,520,0.8965048933613162,0.8941309807984609,0.08653846153846154,45,25,20
110,gru,tcn_gru,520,0.8753770484688317,0.8778028025251571,0.09615384615384616,50,38,12
110,lstm,tcn,520,0.9072079517097524,0.9138476558999562,0.09038461538461538,47,22,25
110,lstm,tcn_gru,520,0.8677607308549522,0.8740490335222563,0.11538461538461539,60,39,21
110,tcn,tcn_gru,520,0.9149465663227038,0.9194719086068535,0.07884615384615384,41,31,10
111,gru,lstm,699,0.9546283065442516,0.822738735003575,0.011444921316165951,8,2,6
111,gru,tcn,699,0.8759971623384547,0.39415869814605625,0.01430615164520744,10,10,0
111,gru,tcn_gru,699,0.8920065544413384,0.4490392977043984,0.015736766809728183,11,8,3
111,lstm,tcn,699,0.8713307270267949,0.46331292525372486,0.020028612303290415,14,14,0
111,lstm,tcn_gru,699,0.9070419725745275,0.43046096493616687,0.01859799713876967,13,11,2
111,tcn,tcn_gru,699,0.9021354240952352,0.35290494519683985,0.012875536480686695,9,2,7
112,gru,lstm,720,0.9019983614485048,0.7893095537092729,0.058333333333333334,42,16,26
112,gru,tcn,720,0.8357069733557236,0.518397669234187,0.07361111111111111,53,28,25
112,gru,tcn_gru,720,0.8478809888667777,0.6238922142982528,0.06944444444444445,50,25,25
112,lstm,tcn,720,0.8289201218770571,0.6441874566373263,0.0763888888888889,55,34,21
112,lstm,tcn_gru,720,0.8193786736463512,0.7005393207420024,0.07777777777777778,56,33,23
112,tcn,tcn_gru,720,0.8361455770166807,0.757175811167331,0.07083333333333333,51,24,27
113,gru,lstm,699,0.9278664108374495,0.6986535937837633,0.008583690987124463,6,5,1
113,gru,tcn,699,0.9179106111757188,0.5477835068752097,0.00715307582260372,5,5,0
113,gru,tcn_gru,699,0.8403056874232305,0.37123658908082824,0.01430615164520744,10,5,5
113,lstm,tcn,699,0.9390403168868816,0.7212417013486899,0.004291845493562232,3,2,1
113,lstm,tcn_gru,699,0.8420582665120835,0.623262610699924,0.01430615164520744,10,3,7
113,tcn,tcn_gru,699,0.8339019815138068,0.6589471539073714,0.015736766809728183,11,3,8
114,gru,lstm,509,0.9371121319927841,0.5985177413322584,0.005893909626719057,3,0,3
114,gru,tcn,509,0.9231215684139407,0.4758234138449094,0.0019646365422396855,1,1,0
114,gru,tcn_gru,509,0.9175304562985339,0.18812327616565558,0.0019646365422396855,1,1,0
114,lstm,tcn,509,0.8742595487852782,0.6835008749411929,0.007858546168958742,4,4,0
114,lstm,tcn_gru,509,0.869658044852327,0.47162633504742346,0.007858546168958742,4,4,0
114,tcn,tcn_gru,509,0.988218892144067,0.4262786289585061,0.0,0,0,0
115,gru,lstm,530,0.8641079976543924,0.8477662185300338,0.03018867924528302,16,12,4
115,gru,tcn,530,0.8243467939267792,0.7899297316762011,0.045283018867924525,24,9,15
115,gru,tcn_gru,530,0.7630516754884589,0.6870586466753277,0.0660377358490566,35,10,25
115,lstm,tcn,530,0.9090317006662065,0.7897520004336481,0.03018867924528302,16,1,15
115,lstm,tcn_gru,530,0.796480887722778,0.7608354899871015,0.05849056603773585,31,4,27
115,tcn,tcn_gru,530,0.793410072836284,0.7675600986509152,0.062264150943396226,33,12,21
116,gru,lstm,500,0.8252532085090345,0.7383079452317809,0.046,23,20,3
116,gru,tcn,500,0.7211546661721966,0.7657739430957724,0.076,38,19,19
116,gru,tcn_gru,500,0.6184390458656824,0.47991628766515065,0.086,43,23,20
116,lstm,tcn,500,0.825705748932346,0.7537436549746199,0.046,23,3,20
116,lstm,tcn_gru,500,0.7043347319759862,0.6349039156156624,0.052,26,6,20
116,tcn,tcn_gru,500,0.7527476825047499,0.6445174900699603,0.05,25,14,11
117,gru,lstm,710,0.8739552087464234,0.7447749825801319,0.02535211267605634,18,11,7
117,gru,tcn,710,0.7540599147465149,0.6538234315643733,0.036619718309859155,26,5,21
117,gru,tcn_gru,710,0.7994419353039937,0.4311014528249523,0.02676056338028169,19,13,6
117,lstm,tcn,710,0.7153783228062854,0.721051004149671,0.04225352112676056,30,5,25
117,lstm,tcn_gru,710,0.7489286747301215,0.5725693050065702,0.029577464788732393,21,12,9
117,tcn,tcn_gru,710,0.6068491328468328,0.613612081396151,0.054929577464788736,39,31,8
118,gru,lstm,570,0.9004272793094901,0.8757731512027789,0.02631578947368421,15,7,8
118,gru,tcn,570,0.6508982591266501,0.5926485332040841,0.042105263157894736,24,24,0
118,gru,tcn_gru,570,0.6215454044338026,0.44890915897588257,0.043859649122807015,25,25,0
118,lstm,tcn,570,0.6252497735896879,0.4547408660278393,0.043859649122807015,25,25,0
118,lstm,tcn_gru,570,0.5859630863100505,0.33362714663876925,0.0456140350877193,26,26,0
118,tcn,tcn_gru,570,0.9594058455509089,0.6881513137443037,0.0017543859649122807,1,1,0
119,gru,lstm,778,0.9254015281949873,0.6724525386873464,0.02956298200514139,23,8,15
119,gru,tcn,778,0.7695245703847778,0.40770538544363666,0.02956298200514139,23,17,6
119,gru,tcn_gru,778,0.7750822257381265,0.5085620214270419,0.02956298200514139,23,17,6
119,lstm,tcn,778,0.7929635090110458,0.3863811657634732,0.030848329048843187,24,21,3
119,lstm,tcn_gru,778,0.815712731992407,0.5022127595824677,0.02570694087403599,20,19,1
119,tcn,tcn_gru,778,0.8611351168188596,0.4896221290814584,0.017994858611825194,14,7,7
120,gru,lstm,512,0.9129603327690157,0.8074970352536592,0.037109375,19,12,7
120,gru,tcn,512,0.7601231749410713,0.6643978668131515,0.056640625,29,23,6
120,gru,tcn_gru,512,0.8476873778047429,0.5041853349126241,0.041015625,21,7,14
120,lstm,tcn,512,0.6861652215102101,0.7233257766276422,0.078125,40,26,14
120,lstm,tcn_gru,512,0.7844172008337515,0.5970608420308762,0.06640625,34,11,23
120,tcn,tcn_gru,512,0.8232568526431423,0.6678473795790846,0.05078125,26,1,25
121,gru,lstm,500,0.8769798781665205,0.8102727130908524,0.042,21,4,17
121,gru,tcn,500,0.6643452140472624,0.850136488545954,0.068,34,31,3
121,gru,tcn_gru,500,0.5722502106707799,0.7561081444325776,0.096,48,39,9
121,lstm,tcn,500,0.6015678267602285,0.7370529322117287,0.098,49,45,4
121,lstm,tcn_gru,500,0.5338386248552507,0.665126756507026,0.122,61,52,9
121,tcn,tcn_gru,500,0.6177029852704891,0.7958452953811814,0.048,24,13,11
122,gru,lstm,620,0.9040804352691681,0.7967624366113537,0.014516129032258065,9,3,6
122,gru,tcn,620,0.8471262961252776,0.7147597393132085,0.017741935483870968,11,8,3
122,gru,tcn_gru,620,0.8658898418200859,0.5191902667666636,0.017741935483870968,11,10,1
122,lstm,tcn,620,0.858945386240579,0.6615756360012013,0.016129032258064516,10,9,1
122,lstm,tcn_gru,620,0.8880713035918647,0.5823386637322158,0.01935483870967742,12,12,0
122,tcn,tcn_gru,620,0.9023393428695539,0.6335470981135276,0.012903225806451613,8,6,2
123,gru,lstm,660,0.9803459502207994,0.747457638791641,0.0030303030303030303,2,1,1
123,gru,tcn,660,0.9658946032349565,0.41071427453398035,0.0030303030303030303,2,1,1
123,gru,tcn_gru,660,0.9680919177359602,0.23137706510303788,0.0030303030303030303,2,1,1
123,lstm,tcn,660,0.9757335713484037,0.6726922947690214,0.0030303030303030303,2,1,1
123,lstm,tcn_gru,660,0.9740222830080113,0.48620680947385103,0.0030303030303030303,2,1,1
123,tcn,tcn_gru,660,0.9789632418576976,0.5873058394616066,0.0030303030303030303,2,1,1
124,gru,lstm,709,0.9635864501315582,0.8019715717433392,0.011283497884344146,8,6,2
124,gru,tcn,709,0.9255584498894274,0.44388217377704586,0.012693935119887164,9,8,1
124,gru,tcn_gru,709,0.9295693098027742,0.4027435680998087,0.011283497884344146,8,6,2
124,lstm,tcn,709,0.9566540882093784,0.6301531096298714,0.007052186177715092,5,4,1
124,lstm,tcn_gru,709,0.92906218201426,0.5580216686629202,0.011283497884344146,8,4,4
124,tcn,tcn_gru,709,0.9421325146864522,0.6248193855826984,0.007052186177715092,5,1,4
125,gru,lstm,559,0.8652233536523308,0.9148535073328771,0.06440071556350627,36,22,14
125,gru,tcn,559,0.7170373341001189,0.8679742737882271,0.08765652951699464,49,23,26
125,gru,tcn_gru,559,0.775936609461037,0.7571408648865512,0.08228980322003578,46,17,29
125,lstm,tcn,559,0.7236909304451138,0.852885130623315,0.09481216457960644,53,21,32
125,lstm,tcn_gru,559,0.8291746111825873,0.766106636549247,0.07871198568872988,44,12,32
125,tcn,tcn_gru,559,0.8242554673949444,0.8288533671879508,0.0626118067978533,35,13,22
126,gru,lstm,580,0.822402170978362,0.8125907750556068,0.07241379310344828,42,8,34
126,gru,tcn,580,0.6054119768886674,0.7295060637660267,0.05,29,23,6
126,gru,tcn_gru,580,0.5888082598089772,0.6058111411418152,0.05344827586206897,31,22,9
126,lstm,tcn,580,0.5359130006382933,0.788547835898073,0.08793103448275862,51,47,4
126,lstm,tcn_gru,580,0.4958336523328582,0.6905181869928475,0.09827586206896552,57,48,9
126,tcn,tcn_gru,580,0.6577949543248194,0.6911207350138706,0.03103448275862069,18,7,11
127,gru,lstm,579,0.9684977831239439,0.792371593037051,0.008635578583765112,5,4,1
127,gru,tcn,579,0.7813352019075732,0.5487800248897551,0.03626943005181347,21,21,0
127,gru,tcn_gru,579,0.9236736786143699,0.47688832314394825,0.02072538860103627,12,11,1
127,lstm,tcn,579,0.7894460082257988,0.6734415310228603,0.031088082901554404,18,18,0
127,lstm,tcn_gru,579,0.9354679084185372,0.5226907889978134,0.012089810017271158,7,7,0
127,tcn,tcn_gru,579,0.8628509857424502,0.47035541160520383,0.018998272884283247,11,0,11
128,gru,lstm,709,0.9872431675753139,0.7493442258100249,0.0,0,0,0
128,gru,tcn,709,0.847773230972875,0.38360997184849427,0.015514809590973202,11,6,5
128,gru,tcn_gru,709,0.9449718131079284,0.3987879128660226,0.00846262341325811,6,4,2
128,lstm,tcn,709,0.8551055858086763,0.5855511159760552,0.015514809590973202,11,6,5
128,lstm,tcn_gru,709,0.9392773359618889,0.5249922138073354,0.00846262341325811,6,4,2
128,tcn,tcn_gru,709,0.8290932620682927,0.5410985046806381,0.018335684062059238,13,7,6
129,gru,lstm,509,0.8735356949488673,0.8458126124388157,0.023575638506876228,12,5,7
129,gru,tcn,509,0.7724235558880743,0.7114473065187897,0.03536345776031434,18,5,13
129,gru,tcn_gru,509,0.7194963103688211,0.6048559008709374,0.0275049115913556,14,5,9
129,lstm,tcn,509,0.8562087334893163,0.7644528182388158,0.023575638506876228,12,3,9
129,lstm,tcn_gru,509,0.7975527913907814,0.7408351388758714,0.03143418467583497,16,7,9
129,tcn,tcn_gru,509,0.7117404128481731,0.7922332703327144,0.03929273084479371,20,12,8
130,gru,lstm,570,0.8074497780790155,0.7508466841760217,0.04912280701754386,28,27,1
130,gru,tcn,570,0.676389905154696,0.679809158506101,0.05964912280701754,34,31,3
130,gru,tcn_gru,570,0.6860008579872757,0.3074321882379318,0.054385964912280704,31,29,2
130,lstm,tcn,570,0.8620035725236418,0.7434906815575562,0.014035087719298246,8,5,3
130,lstm,tcn_gru,570,0.9096422968430332,0.5725669564355303,0.008771929824561403,5,3,2
130,tcn,tcn_gru,570,0.8803553985221213,0.5657547341432908,0.012280701754385965,7,3,4
131,gru,lstm,439,0.943600679979333,0.7953118573004989,0.004555808656036446,2,1,1
131,gru,tcn,439,0.9031240606418094,0.5537835054763315,0.011389521640091117,5,2,3
131,gru,tcn_gru,439,0.9101798110059954,0.4731645566029439,0.002277904328018223,1,1,0
131,lstm,tcn,439,0.9240012137350382,0.675091272193965,0.011389521640091117,5,2,3
131,lstm,tcn_gru,439,0.929366722476711,0.6187826402698309,0.002277904328018223,1,1,0
131,tcn,tcn_gru,439,0.9113896092911331,0.6946286278392246,0.009111617312072893,4,3,1
132,gru,lstm,519,0.8165508770983988,0.7848542724265269,0.10789980732177264,56,36,20
132,gru,tcn,519,0.6991504673689131,0.7543461615715952,0.1579961464354528,82,33,49
132,gru,tcn_gru,519,0.6703112376877779,0.7305462230317723,0.15606936416184972,81,33,48
132,lstm,tcn,519,0.7357261656678183,0.7631055243772008,0.13872832369942195,72,20,52
132,lstm,tcn_gru,519,0.7258046009135629,0.7437746677631072,0.1599229287090559,83,26,57
132,tcn,tcn_gru,519,0.7702651779769312,0.8033144718115818,0.1329479768786127,69,35,34
133,gru,lstm,700,0.8843287953848533,0.823601319302984,0.05142857142857143,36,23,13
133,gru,tcn,700,0.7494790972894478,0.6074167148446076,0.05714285714285714,40,40,0
133,gru,tcn_gru,700,0.7527297453328146,0.5710867981363227,0.06142857142857143,43,42,1
133,lstm,tcn,700,0.7495018724553275,0.6397530723823635,0.05142857142857143,36,33,3
133,lstm,tcn_gru,700,0.7772079967143187,0.5531232162864472,0.05,35,33,2
133,tcn,tcn_gru,700,0.9163372891981937,0.43981100836065845,0.015714285714285715,11,6,5
134,gru,lstm,560,0.9318974149154693,0.7965713493073276,0.019642857142857142,11,7,4
134,gru,tcn,560,0.8196566177851292,0.6011458445794972,0.02857142857142857,16,9,7
134,gru,tcn_gru,560,0.7955865751696765,0.4942328533299806,0.0375,21,12,9
134,lstm,tcn,560,0.8289735223076544,0.6854709585899736,0.033928571428571426,19,9,10
134,lstm,tcn_gru,560,0.8179752506188416,0.6502695662750383,0.03214285714285714,18,9,9
134,tcn,tcn_gru,560,0.8183874373929847,0.6979349651716273,0.030357142857142857,17,9,8
135,gru,lstm,718,0.9753534312044153,0.7333543693845768,0.001392757660167131,1,1,0
135,gru,tcn,718,0.9503733910793312,0.47217991678807714,0.001392757660167131,1,0,1
135,gru,tcn_gru,718,0.8650701889675856,0.28235984199197817,0.006963788300835654,5,2,3
135,lstm,tcn,718,0.9421821047261927,0.5234171499374163,0.002785515320334262,2,0,2
135,lstm,tcn_gru,718,0.8831297636067157,0.2627107100050715,0.008356545961002786,6,2,4
135,tcn,tcn_gru,718,0.864272768173012,0.48741342698601586,0.008356545961002786,6,3,3
136,gru,lstm,629,0.9511825695839828,0.7583178907645,0.003179650238473768,2,2,0
136,gru,tcn,629,0.87355741677752,0.3516149238142494,0.0047694753577106515,3,2,1
136,gru,tcn_gru,629,0.9284190822065014,0.2290523783967021,0.003179650238473768,2,1,1
136,lstm,tcn,629,0.9106363702577263,0.5650898128230463,0.0047694753577106515,3,1,2
136,lstm,tcn_gru,629,0.9322734455979591,0.3574970838740041,0.003179650238473768,2,0,2
136,tcn,tcn_gru,629,0.8640090883341724,0.4291882633583645,0.00794912559618442,5,2,3
137,gru,lstm,700,0.9369310882436481,0.7478163366514159,0.007142857142857143,5,5,0
137,gru,tcn,700,0.8183907722882464,0.6671578046952281,0.018571428571428572,13,11,2
137,gru,tcn_gru,700,0.8152535352417278,0.47021840569353934,0.02,14,7,7
137,lstm,tcn,700,0.855579255977279,0.7519223042146149,0.011428571428571429,8,6,2
137,lstm,tcn_gru,700,0.8283114384623577,0.6534320507359637,0.015714285714285715,11,3,8
137,tcn,tcn_gru,700,0.8217309514750486,0.6847148201177087,0.018571428571428572,13,2,11
138,gru,lstm,530,0.9454812644425719,0.6199172642930075,0.007547169811320755,4,2,2
138,gru,tcn,530,0.9159447624334874,0.4455463915822293,0.009433962264150943,5,4,1
138,gru,tcn_gru,530,0.9126636068509858,0.22433991079987323,0.009433962264150943,5,4,1
138,lstm,tcn,530,0.9318301200901311,0.5680253031254705,0.005660377358490566,3,3,0
138,lstm,tcn_gru,530,0.9250186998414515,0.5233348829401987,0.005660377358490566,3,3,0
138,tcn,tcn_gru,530,0.9832040560866819,0.5195787487438411,0.0,0,0,0
139,gru,lstm,529,0.8851428719394769,0.7552549066655426,0.026465028355387523,14,10,4
139,gru,tcn,529,0.7940798138009423,0.6862939232896789,0.04158790170132325,22,13,9
139,gru,tcn_gru,529,0.8030172344641439,0.613408823405435,0.03969754253308128,21,12,9
139,lstm,tcn,529,0.8027982653580776,0.6812705288790462,0.03780718336483932,20,9,11
139,lstm,tcn_gru,529,0.8093893373141543,0.6618546271647531,0.043478260869565216,23,10,13
139,tcn,tcn_gru,529,0.8671385504139296,0.7876798354122961,0.03213610586011342,17,8,9
140,gru,lstm,499,0.8883300494630751,0.6576250331989278,0.014028056112224449,7,6,1
140,gru,tcn,499,0.8671983027205263,0.60965806311418,0.014028056112224449,7,7,0
140,gru,tcn_gru,499,0.8654882562489766,0.3892293502667986,0.014028056112224449,7,5,2
140,lstm,tcn,499,0.92227999482525,0.5901184537750198,0.008016032064128256,4,3,1
140,lstm,tcn_gru,499,0.898990568003348,0.652054277229157,0.012024048096192385,6,2,4
140,tcn,tcn_gru,499,0.9458697093588966,0.6191955960112997,0.008016032064128256,4,0,4
141,gru,lstm,707,0.8754101552045329,0.8119611898084912,0.005657708628005658,4,3,1
141,gru,tcn,707,0.8361186163505113,0.6726482644217479,0.007072135785007072,5,3,2
141,gru,tcn_gru,707,0.8519849286015932,0.4531263444681243,0.004243281471004243,3,2,1
141,lstm,tcn,707,0.8810317411584914,0.7082744837598948,0.004243281471004243,3,1,2
141,lstm,tcn_gru,707,0.9491885727198627,0.5298486440019209,0.0014144271570014145,1,0,1
141,tcn,tcn_gru,707,0.878710447975846,0.6129000075994815,0.005657708628005658,4,2,2
142,gru,lstm,570,0.8985316829287332,0.8345967597055669,0.015789473684210527,9,4,5
142,gru,tcn,570,0.7936972149461484,0.7127329448617311,0.02280701754385965,13,11,2
142,gru,tcn_gru,570,0.8052809531344625,0.6016697658754195,0.021052631578947368,12,12,0
142,lstm,tcn,570,0.8190207281537324,0.6512631536829018,0.02456140350877193,14,12,2
142,lstm,tcn_gru,570,0.8251730951636517,0.5144588577405675,0.02280701754385965,13,13,0
142,tcn,tcn_gru,570,0.926552486947698,0.6734962654791021,0.008771929824561403,5,4,1
144,gru,lstm,456,0.9056326320241515,0.8660916303551338,0.03289473684210526,15,10,5
144,gru,tcn,456,0.8394156041699254,0.7645815430682412,0.02850877192982456,13,10,3
144,gru,tcn_gru,456,0.7956295714313852,0.612072598597993,0.046052631578947366,21,13,8
144,lstm,tcn,456,0.8566715856164258,0.7786116106627452,0.03508771929824561,16,9,7
144,lstm,tcn_gru,456,0.8460669234476992,0.6696394242634023,0.04824561403508772,22,11,11
144,tcn,tcn_gru,456,0.8886584063566458,0.6215718981007476,0.021929824561403508,10,4,6
145,gru,lstm,500,0.8874919056596287,0.843384109536438,0.066,33,11,22
145,gru,tcn,500,0.694139891359488,0.8445601142404568,0.12,60,53,7
145,gru,tcn_gru,500,0.7287435046079991,0.8361728486913947,0.132,66,47,19
145,lstm,tcn,500,0.6342523935177189,0.7319612638450553,0.154,77,67,10
145,lstm,tcn_gru,500,0.7086295853028524,0.7788567794271177,0.15,75,57,18
145,tcn,tcn_gru,500,0.7051015949441131,0.8709241236964947,0.084,42,12,30
146,gru,lstm,617,0.8820483733443403,0.7788259128009879,0.006482982171799027,4,4,0
146,gru,tcn,617,0.8344274806215753,0.6516204371141692,0.006482982171799027,4,4,0
146,gru,tcn_gru,617,0.824172729490318,0.412300449310632,0.006482982171799027,4,4,0
146,lstm,tcn,617,0.9761383542676108,0.48399333028766617,0.0,0,0,0
146,lstm,tcn_gru,617,0.9667093493445756,0.4554784721356637,0.0,0,0,0
146,tcn,tcn_gru,617,0.9955409529541172,0.6077322857716149,0.0,0,0,0
147,gru,lstm,660,0.9647885327992637,0.6831253264835528,0.0030303030303030303,2,1,1
147,gru,tcn,660,0.8605254390404036,0.293510858297738,0.013636363636363636,9,6,3
147,gru,tcn_gru,660,0.9091586906238112,0.20020853207568512,0.00909090909090909,6,4,2
147,lstm,tcn,660,0.8611406099257131,0.6261587544340719,0.013636363636363636,9,6,3
147,lstm,tcn_gru,660,0.9104504384290557,0.4004901505533968,0.00909090909090909,6,4,2
147,tcn,tcn_gru,660,0.8577189957228611,0.4837845649950361,0.013636363636363636,9,4,5
148,gru,lstm,690,0.8119765158214052,0.7672377420224163,0.06086956521739131,42,25,17
148,gru,tcn,690,0.8009410680718733,0.6588474611190202,0.059420289855072465,41,21,20
148,gru,tcn_gru,690,0.7864591631802569,0.5437378250796762,0.05652173913043478,39,29,10
148,lstm,tcn,690,0.7584388588960139,0.6027453552088226,0.06231884057971015,43,18,25
148,lstm,tcn_gru,690,0.7808508706904156,0.5707346946565828,0.04492753623188406,31,21,10
148,tcn,tcn_gru,690,0.7865912814612072,0.7003192156691561,0.05217391304347826,36,27,9
149,gru,lstm,560,0.8927594978144979,0.8848588484019402,0.10892857142857143,61,61,0
149,gru,tcn,560,0.8287832640741362,0.8610114235969231,0.1,56,33,23
149,gru,tcn_gru,560,0.8183235984561089,0.7753339000261026,0.11071428571428571,62,29,33
149,lstm,tcn,560,0.8377276573759955,0.8579042708317676,0.11964285714285715,67,8,59
149,lstm,tcn_gru,560,0.8033360531541682,0.7477249153035748,0.13035714285714287,73,4,69
149,tcn,tcn_gru,560,0.8654701843411468,0.8297569735326236,0.08928571428571429,50,18,32
150,gru,lstm,580,0.795226985896802,0.8289747673406304,0.039655172413793106,23,3,20
150,gru,tcn,580,0.7124609299130776,0.7547114580178564,0.020689655172413793,12,9,3
150,gru,tcn_gru,580,0.7154253961719841,0.5053872295122449,0.022413793103448276,13,9,4
150,lstm,tcn,580,0.6080615992461844,0.7865468374923441,0.05,29,26,3
150,lstm,tcn_gru,580,0.6139924031042838,0.6228022941968235,0.05172413793103448,30,26,4
150,tcn,tcn_gru,580,0.8699823130190278,0.6520227465725391,0.008620689655172414,5,2,3
151,gru,lstm,570,0.8177786921289998,0.8013493748097588,0.14736842105263157,84,22,62
151,gru,tcn,570,0.7520303611712535,0.590733444126199,0.08947368421052632,51,45,6
151,gru,tcn_gru,570,0.6973235916295318,0.5738705518362711,0.11228070175438597,64,49,15
151,lstm,tcn,570,0.6510636334778406,0.5846154618739006,0.18070175438596492,103,91,12
151,lstm,tcn_gru,570,0.6896995704014277,0.6167366668281205,0.1649122807017544,94,84,10
151,tcn,tcn_gru,570,0.830544187269077,0.7205602842405601,0.05789473684210526,33,14,19
152,gru,lstm,696,0.9515219719609553,0.6923289271417676,0.007183908045977011,5,3,2
152,gru,tcn,696,0.9383759772739627,0.52083412377603,0.01293103448275862,9,2,7
152,gru,tcn_gru,696,0.9633091706655015,0.4493817818648658,0.007183908045977011,5,0,5
152,lstm,tcn,696,0.9112030858021846,0.7477197700603679,0.014367816091954023,10,2,8
152,lstm,tcn_gru,696,0.9068384674837475,0.5587677208947729,0.011494252873563218,8,1,7
152,tcn,tcn_gru,696,0.929666136310998,0.6802232127126677,0.011494252873563218,8,4,4
153,gru,lstm,510,0.7868374896523946,0.7598618444605822,0.023529411764705882,12,12,0
153,gru,tcn,510,0.7960945685075863,0.6901884644376362,0.011764705882352941,6,4,2
153,gru,tcn_gru,510,0.6775045416657233,0.5298915820062181,0.027450980392156862,14,7,7
153,lstm,tcn,510,0.7804745296758636,0.6938758386795254,0.027450980392156862,14,2,12
153,lstm,tcn_gru,510,0.7566978290253183,0.5733281648639218,0.027450980392156862,14,1,13
153,tcn,tcn_gru,510,0.7123378662629493,0.6309007226433917,0.027450980392156862,14,6,8
154,gru,lstm,570,0.8177875865649088,0.7757696035415703,0.04035087719298246,23,20,3
154,gru,tcn,570,0.7528893935612404,0.6173502988216096,0.043859649122807015,25,16,9
154,gru,tcn_gru,570,0.7841275006824142,0.46557668690885473,0.0456140350877193,26,16,10
154,lstm,tcn,570,0.8091538438935253,0.6961305383810775,0.028070175438596492,16,3,13
154,lstm,tcn_gru,570,0.9020542726889549,0.6395000810778282,0.02280701754385965,13,1,12
154,tcn,tcn_gru,570,0.8587665089178603,0.709275870509394,0.02280701754385965,13,6,7
155,gru,lstm,352,0.8896166084998952,0.8628984330117472,0.05113636363636364,18,8,10
155,gru,tcn,352,0.7832815944881824,0.7047958336910176,0.08238636363636363,29,15,14
155,gru,tcn_gru,352,0.6565451797983153,0.6561419380116262,0.12215909090909091,43,15,28
155,lstm,tcn,352,0.7679771817407763,0.7137115324084161,0.07670454545454546,27,15,12
155,lstm,tcn_gru,352,0.7040833264398032,0.7005118740246218,0.09375,33,11,22
155,tcn,tcn_gru,352,0.6776562546543496,0.6773685867170285,0.09659090909090909,34,10,24
156,gru,lstm,520,0.7826255581738022,0.7785228495667512,0.21923076923076923,114,74,40
156,gru,tcn,520,0.6314987138018078,0.7277182693267811,0.25769230769230766,134,109,25
156,gru,tcn_gru,520,0.6530127630521065,0.7023631744200236,0.2423076923076923,126,77,49
156,lstm,tcn,520,0.6641195979922004,0.7327340195557162,0.22692307692307692,118,84,34
156,lstm,tcn_gru,520,0.620845192874766,0.6428886713566019,0.23461538461538461,122,58,64
156,tcn,tcn_gru,520,0.7309154266663257,0.7935441556878764,0.18076923076923077,94,19,75
157,gru,lstm,698,0.9783867513435639,0.8247861439022784,0.0057306590257879654,4,1,3
157,gru,tcn,698,0.9591119082539054,0.5672507838983377,0.0057306590257879654,4,4,0
157,gru,tcn_gru,698,0.9768521118943724,0.5611579734474866,0.004297994269340974,3,1,2
157,lstm,tcn,698,0.9393641648154477,0.614821065596428,0.011461318051575931,8,7,1
157,lstm,tcn_gru,698,0.9766770566621406,0.5321030406375503,0.004297994269340974,3,2,1
157,tcn,tcn_gru,698,0.9455615063804444,0.6325395966604226,0.01002865329512894,7,1,6
158,gru,lstm,560,0.7309927752360358,0.6120882537435206,0.019642857142857142,11,10,1
158,gru,tcn,560,0.6689096458192606,0.6284899778743829,0.019642857142857142,11,10,1
158,gru,tcn_gru,560,0.7105080937924098,0.20366118149975881,0.017857142857142856,10,10,0
158,lstm,tcn,560,0.9177237485092898,0.49693965405319723,0.0035714285714285713,2,1,1
158,lstm,tcn_gru,560,0.9614184443726913,0.47973743083182213,0.0017857142857142857,1,1,0
158,tcn,tcn_gru,560,0.9493477907850981,0.47441669137975573,0.0017857142857142857,1,1,0
159,gru,lstm,720,0.937279304442812,0.8517881657436324,0.03888888888888889,28,17,11
159,gru,tcn,720,0.8015310309276917,0.6547724822000042,0.0625,45,37,8
159,gru,tcn_gru,720,0.8085282689656799,0.654027013940999,0.07222222222222222,52,36,16
159,lstm,tcn,720,0.7711638942733907,0.6533871271613821,0.07083333333333333,51,37,14
159,lstm,tcn_gru,720,0.7987148592690443,0.6849198204471845,0.075,54,34,20
159,tcn,tcn_gru,720,0.8429654700522343,0.7476214910393989,0.04861111111111111,35,13,22
160,gru,lstm,630,0.9277597361050016,0.8193215762340402,0.03492063492063492,22,15,7
160,gru,tcn,630,0.7995117020596406,0.4515416960462174,0.044444444444444446,28,26,2
160,gru,tcn_gru,630,0.8403259613098792,0.5363698021291012,0.04285714285714286,27,20,7
160,lstm,tcn,630,0.8449649057663309,0.6113043992600253,0.02857142857142857,18,17,1
160,lstm,tcn_gru,630,0.8822124271961146,0.6440934055551377,0.023809523809523808,15,10,5
160,tcn,tcn_gru,630,0.9046513560181656,0.5773840028151579,0.020634920634920634,13,1,12
161,gru,lstm,699,0.9328664601140285,0.7568702379927584,0.005722460658082976,4,4,0
161,gru,tcn,699,0.8593576059926967,0.6859524014483002,0.011444921316165951,8,5,3
161,gru,tcn_gru,699,0.7836550657427175,0.462656763038479,0.015736766809728183,11,8,3
161,lstm,tcn,699,0.8970813672226458,0.7789713625160087,0.005722460658082976,4,1,3
161,lstm,tcn_gru,699,0.8612041885906432,0.6424757430795528,0.010014306151645207,7,4,3
