fold,n_valid,accuracy,precision_macro,recall_macro,f1_macro,logloss
0,533,0.5834896810506567,0.5070206608498833,0.40707479397093904,0.41837528713784167,1.096166768979391
1,540,0.412962962962963,0.34258886946386946,0.3384679077204203,0.3225751542239721,1.1778695375537012
2,531,0.5291902071563088,0.3372616934381442,0.3724228675136116,0.3497652182485466,1.015758893715074
3,533,0.551594746716698,0.48463934426229505,0.4048971980400552,0.424046461660916,1.1424752366861914
4,540,0.6240740740740741,0.5195854184370378,0.525623073769782,0.49822424362421297,0.995805952120482
5,534,0.5917602996254682,0.47530941648708647,0.40157130906605304,0.40397386674739894,0.916512979907247
6,535,0.5588785046728972,0.5171793879767174,0.6006138721848838,0.5054309382378194,0.9692938012748175
7,534,0.548689138576779,0.3883730677792948,0.3573202321681023,0.36304094324954655,1.0705942306633316
