feature,mean_abs_shap,class,rank,group
row_id_ce9bdc7fdb8ab88b7df9bdeb417fb474992cd06f,0.0,MEDIUM,1719,OTHER
row_id_ce9ff7eabeb46e59934a81073ea219acc5fbdb77,0.0,MEDIUM,1720,OTHER
row_id_cebf2483184c76d0b8801608bfe41aca1bb944bc,0.0,MEDIUM,1721,OTHER
row_id_cec1c12c1baa701489373eeb62a0193af12d7b01,0.0,MEDIUM,1722,OTHER
row_id_cee5ac97639954384af1e81079ab582755219a53,0.0,MEDIUM,1723,OTHER
row_id_cee5b7da08bab86766b976ed94ce38254585ff34,0.0,MEDIUM,1724,OTHER
row_id_ceeed9417a41120da90cb6140e6073ef9d6f134a,0.0,MEDIUM,1725,OTHER
row_id_cf2d74a24a56f9b0fb88fbc4609a1c7d58304b1e,0.0,MEDIUM,1726,OTHER
row_id_cf3716dfb3ee6c2909b125946c7a28d27b02edb0,0.0,MEDIUM,1727,OTHER
row_id_cc92ca32d179bb4289ab0be90576f13f0aeddad1,0.0,MEDIUM,1728,OTHER
row_id_cf49c19aae77cdc7c29c522874b3a94e0162ff66,0.0,MEDIUM,1729,OTHER
row_id_cf71f8ca67ef089842c6e6d7d31bacd21e9b65e4,0.0,MEDIUM,1730,OTHER
row_id_cf79883920d43da00618e1a11bfde8df5e2004cb,0.0,MEDIUM,1731,OTHER
row_id_cf81c9253266affcee6f67ff62ab26f52ae1470e,0.0,MEDIUM,1732,OTHER
row_id_cf869b4571a5c960596d1bd76c67ea93f7d840d6,0.0,MEDIUM,1733,OTHER
row_id_cfb8cb669ef1c736c19bf3fc1e83481dcca26cde,0.0,MEDIUM,1734,OTHER
row_id_cfc4245d7815ab34c1c33414b40b463f7ab414dc,0.0,MEDIUM,1735,OTHER
row_id_cfdcf6a8cfe307d7229a86b4f9d9b6934be2ca7b,0.0,MEDIUM,1736,OTHER
row_id_d0049a3ec48d5824be1378c377911d0cb45d4967,0.0,MEDIUM,1737,OTHER
row_id_d0190418145e042b8fb65d996bb8a4dde79e8a9b,0.0,MEDIUM,1738,OTHER
row_id_d056c96338a92ed20686f71abff6347b276af29b,0.0,MEDIUM,1739,OTHER
row_id_d06441c354c4122d9207957dc61d1edb7651908a,0.0,MEDIUM,1740,OTHER
row_id_d079e1501679521265f747bfd55ef1bf33bd023d,0.0,MEDIUM,1741,OTHER
row_id_d07c1c5b009b7494bb596422fa55775a3a974425,0.0,MEDIUM,1742,OTHER
row_id_ce1fa9977f7519ad0154d1e3cdce5b7417bcbbfd,0.0,MEDIUM,1743,OTHER
row_id_ce1499b4e1e312833d8736bfd57ff9090e7927e3,0.0,MEDIUM,1744,OTHER
row_id_ce059fd6ac9af28266b69965dd03dc77e9c52777,0.0,MEDIUM,1745,OTHER
row_id_cde47ea8a044964e8d98e5dc123bbeb84d04e097,0.0,MEDIUM,1746,OTHER
row_id_cc948058fa3a54a22c5e9a13ebbf9ca91e320a9f,0.0,MEDIUM,1747,OTHER
row_id_cc9af7d21fd2fea72ed537379e9fbbfac6f88e67,0.0,MEDIUM,1748,OTHER
row_id_cca0c04cddb916b05fa0f738d1eb96e42d6ec059,0.0,MEDIUM,1749,OTHER
row_id_ccb1d3c30e4fd566a42c5f8129f2d8022a80883c,0.0,MEDIUM,1750,OTHER
row_id_ccb48f883bc2f25d1c53027b4a43298cbd67b0ec,0.0,MEDIUM,1751,OTHER
row_id_ccca5b84c8b854945fb03adba4eea6907787cba8,0.0,MEDIUM,1752,OTHER
row_id_cccf041d7897dec0b0de44217cc052b708c99083,0.0,MEDIUM,1753,OTHER
row_id_ccd83994ef68d257a41b701b128469d08e3c40a6,0.0,MEDIUM,1754,OTHER
row_id_ccec9d0736a2e92a24f9cf39359c69d45e2425e2,0.0,MEDIUM,1755,OTHER
row_id_cd07f48a5862a4af0d709db8447d0636caa23d36,0.0,MEDIUM,1756,OTHER
row_id_cd0ae66a51665317fdd3ca2a2350d0fac57372f7,0.0,MEDIUM,1757,OTHER
row_id_cd2f0585f5ec2123f53055c0699fd07964a2f09d,0.0,MEDIUM,1758,OTHER
row_id_cd372107670f9411a82befb62d27f712f8448a92,0.0,MEDIUM,1759,OTHER
row_id_cd39f9fda5972e1d59a7c9ea5c126449f0bfebb9,0.0,MEDIUM,1760,OTHER
row_id_cd3cf505e7c383124c14c34c714870f405576d7c,0.0,MEDIUM,1761,OTHER
row_id_cd3f1ed4b324f87bc5623e02413164e6c0a76070,0.0,MEDIUM,1762,OTHER
row_id_cd56268bd354e3189dbfd3612199d097f0b18912,0.0,MEDIUM,1763,OTHER
row_id_cd6a86ba076197ccb545810e04f6357ba9ee92c5,0.0,MEDIUM,1764,OTHER
row_id_cd798de655462c934b6b4b0002fb06208fb35aa8,0.0,MEDIUM,1765,OTHER
row_id_cd7b8c277f07d80063315403fc377aa3bfe10454,0.0,MEDIUM,1766,OTHER
row_id_cd7fd2e0c27ebaab507a6bc56b4758c12e87af2d,0.0,MEDIUM,1767,OTHER
row_id_cd8ae7d3b82c4809f73ce72811dcfdd8a4b1031b,0.0,MEDIUM,1768,OTHER
row_id_cd8e6a269da3efe4bde5f038d540a40e2a5d0c08,0.0,MEDIUM,1769,OTHER
row_id_cd974695134c91541bd6c44203908788d36755e9,0.0,MEDIUM,1770,OTHER
row_id_cd9aeef71c757e52af1bf1acb64e187a1819758a,0.0,MEDIUM,1771,OTHER
row_id_cdb7010bf9a8a0a2183ec53d99d4fb91ffa1e5e0,0.0,MEDIUM,1772,OTHER
row_id_cdc837997740c2da62680b7760dcc2ab5249bea7,0.0,MEDIUM,1773,OTHER
row_id_cdca522fe62fa493f6f6f17df993e284b2c3eaf7,0.0,MEDIUM,1774,OTHER
row_id_cdcc07fdec903da1d5feb218a0338314707a8d14,0.0,MEDIUM,1775,OTHER
row_id_c80c777bab388d824e0ea8bb61c9ccdd755cfba3,0.0,MEDIUM,1776,OTHER
row_id_c7cb944db383357a1422d2dc432a31cceef7c60b,0.0,MEDIUM,1777,OTHER
row_id_d0a0a1dcee3fb24bdbdaf1de11b9246786ff098f,0.0,MEDIUM,1778,OTHER
row_id_c21ac2e2390659d1e5d5324197c93863d8ca60fb,0.0,MEDIUM,1779,OTHER
row_id_c12f7f029ee3ccd593697c05521652f27d9255cf,0.0,MEDIUM,1780,OTHER
row_id_c1305ba31d29d7f8a8e7471cd70e7ab399578690,0.0,MEDIUM,1781,OTHER
row_id_c14698661b2f78f2b78075e5e464665585ee07c2,0.0,MEDIUM,1782,OTHER
row_id_c1798ceca44d7d96beed87ffe4982e561dd1fb02,0.0,MEDIUM,1783,OTHER
row_id_c18aa150c662fcc8d383f7b163f59acef11916c0,0.0,MEDIUM,1784,OTHER
row_id_c18bd24e2d7e5c9c7766ea09c6645d00e4946a94,0.0,MEDIUM,1785,OTHER
row_id_c18d6ef228dbb062e2014801d1aee50fde65d343,0.0,MEDIUM,1786,OTHER
row_id_c19af7f939034f314526b63379b3034aeeec02bd,0.0,MEDIUM,1787,OTHER
row_id_c19d3e301e3bc357e9d2e517fc6aa9fd3a5b3aa5,0.0,MEDIUM,1788,OTHER
row_id_c1a52c1007b56ef104ad66d2eecb6948cb4bad79,0.0,MEDIUM,1789,OTHER
row_id_c1b94eec873c22709f16b8bc8cccfa15af690018,0.0,MEDIUM,1790,OTHER
row_id_c1dbc8ff33215ce74cb2de765a0f9f54ed76bca9,0.0,MEDIUM,1791,OTHER
row_id_c20e52b6f5baf048a4e09ca72d3774c81aa31eab,0.0,MEDIUM,1792,OTHER
row_id_c21137d1b8fbb32c264ca9f868fe831aef44456c,0.0,MEDIUM,1793,OTHER
row_id_c21c86d36e7051bd2e8ca0ea5a3328f5cba2325c,0.0,MEDIUM,1794,OTHER
row_id_c31d5752fdc7843bf57f51747dce7e186ac0113a,0.0,MEDIUM,1795,OTHER
row_id_c232296d15f04a2bfc40edc0cf3880194f371a9d,0.0,MEDIUM,1796,OTHER
row_id_c23fe018caa10d648ca6d2d21d88a88a32494ebe,0.0,MEDIUM,1797,OTHER
row_id_c241109c32904282e4f1543cba6f134feb80de85,0.0,MEDIUM,1798,OTHER
row_id_c242514d35fd391b691151a3a1862826f63fff64,0.0,MEDIUM,1799,OTHER
row_id_c24cc8c9ae6b3c5eea569265065f6b28d509e13c,0.0,MEDIUM,1800,OTHER
row_id_c25706213fdb84bdc33cd5607f66e41b683759f6,0.0,MEDIUM,1801,OTHER
row_id_c2581a002e7f117ebbb4de4d3056569f5ea83509,0.0,MEDIUM,1802,OTHER
row_id_c26c45a6e0b5d1d5139d8c3b7857b15395514095,0.0,MEDIUM,1803,OTHER
row_id_c27feaee54b3bf9d42ed3d3c21f455372223b3a9,0.0,MEDIUM,1804,OTHER
row_id_c280c770065105fa5347a57a75ff61cfbc0ad22d,0.0,MEDIUM,1805,OTHER
row_id_c2c2692efa3d71d8576687cb3bef9809cbb85ce9,0.0,MEDIUM,1806,OTHER
row_id_c2c4b43fdad0b7491ca22aab07f4c7094c6e0bdf,0.0,MEDIUM,1807,OTHER
row_id_c2d39beccaae41615ee30c2c987247827cd6d9b5,0.0,MEDIUM,1808,OTHER
row_id_c2fd1958208f8c1acbb63db2529755167dd62aac,0.0,MEDIUM,1809,OTHER
row_id_c11f4f8f44b927054021bc69c502a00843a22eaf,0.0,MEDIUM,1810,OTHER
row_id_c119a95263e1e4422a79ecdbb9f8a7d781fe6b71,0.0,MEDIUM,1811,OTHER
row_id_c0ec8df00b71f6cee81503855319e0a5b55f2362,0.0,MEDIUM,1812,OTHER
row_id_c0e4a3fefd35ede1b6f87831bdc749fb89664281,0.0,MEDIUM,1813,OTHER
row_id_bf53519880d18271a47f20dc9a00b9354d85bb21,0.0,MEDIUM,1814,OTHER
row_id_bf674453169f7aadccdefb27669a8d45bf04bcc4,0.0,MEDIUM,1815,OTHER
row_id_bf6b1d0e843d6d3f381f9816090758fef5fd94bc,0.0,MEDIUM,1816,OTHER
row_id_bf70f30c997c972d8424501ca2771d952ccf0b88,0.0,MEDIUM,1817,OTHER
row_id_bf7727e8da31ebb5e10b2d90410bba1d8ac1ba48,0.0,MEDIUM,1818,OTHER
row_id_bf90917c121143c5473a47ecb35d6ca82e8c5e71,0.0,MEDIUM,1819,OTHER
row_id_bf951c6c876022a11fba257b724963c4738a86f1,0.0,MEDIUM,1820,OTHER
row_id_bfc784e4d428764d77589c26f9281c6b5f72ff8c,0.0,MEDIUM,1821,OTHER
row_id_bfe9dafe3b6ab90e5c4398148c0fa6a1a534bbaf,0.0,MEDIUM,1822,OTHER
row_id_bff0966e08855fbd36e75125366af369d10c5998,0.0,MEDIUM,1823,OTHER
row_id_bffa7973134a3488cc33928a532a0404f6d62c71,0.0,MEDIUM,1824,OTHER
row_id_bffa962555e01ca429799956e119634967258c56,0.0,MEDIUM,1825,OTHER
row_id_c000a498250d36c0f39957892172e13622b68ddf,0.0,MEDIUM,1826,OTHER
row_id_c00643a0ada0c2b033c24556c2ea7acd590db3aa,0.0,MEDIUM,1827,OTHER
row_id_7f9981651a3f87db4dbc111af5932e340f4c1d12,0.0,MEDIUM,1828,OTHER
row_id_c02969965481afdf539ad064c27c8979f3385c6b,0.0,MEDIUM,1829,OTHER
row_id_c02ae0741859e12af6485579aeb9f6557510d5ea,0.0,MEDIUM,1830,OTHER
row_id_c04a95c938ac50306b77b4568e52123e52162162,0.0,MEDIUM,1831,OTHER
row_id_c058a0bf43415427af96f0c1e39ff8317efe4b53,0.0,MEDIUM,1832,OTHER
row_id_c05ffb53612931772dd1e30a230a69db2ca2ac3c,0.0,MEDIUM,1833,OTHER
row_id_c061ac1770bd92be9d01422a5356371afb6113a7,0.0,MEDIUM,1834,OTHER
row_id_c06a69979a6fe0fdf6f5533184f5516184e1bbde,0.0,MEDIUM,1835,OTHER
row_id_c086ccbe0282bab46cf0eed0ececb0b1ac14c17f,0.0,MEDIUM,1836,OTHER
row_id_c0932ec096a3963e615fb460c8e8ee1fd7ef8c65,0.0,MEDIUM,1837,OTHER
row_id_c0a85f9f62d609fbd22838b30e50bef61f909d96,0.0,MEDIUM,1838,OTHER
row_id_c0a87da98b32105a49aaf315f3773313c14788be,0.0,MEDIUM,1839,OTHER
row_id_c0b7bbeef3f32606c0bb491e4b11d59dc80ebf68,0.0,MEDIUM,1840,OTHER
row_id_c0c1285ba66bf5b5031e2eaa14970423ec700a67,0.0,MEDIUM,1841,OTHER
row_id_c0df0b99b7dcd5a719f8abf2a3d9c33de4f7e8b0,0.0,MEDIUM,1842,OTHER
row_id_c315405530df8b0b34ee1097054b387e29d89bb6,0.0,MEDIUM,1843,OTHER
row_id_c3282a92ca4a7ca718f422dfba86f18e96ada40c,0.0,MEDIUM,1844,OTHER
row_id_c7c362cacade565f7f387b374adf5ae01746a24e,0.0,MEDIUM,1845,OTHER
row_id_c6de1872df4efbe3b66474b7a4b16c6be5a66ce1,0.0,MEDIUM,1846,OTHER
row_id_c644790e92f6a3ffbda55d5640c32f6c0016caa5,0.0,MEDIUM,1847,OTHER
row_id_c656b5f1c3bee930fed622cc9e2292cbc73d72a1,0.0,MEDIUM,1848,OTHER
row_id_c659b8f899368e53043ea29d2b28192f954188ef,0.0,MEDIUM,1849,OTHER
row_id_c65e90dabad6c2b34babf73c0af1f60e4c94983a,0.0,MEDIUM,1850,OTHER
row_id_c6708330232ae1822f11c1cb96e26515dcd7026b,0.0,MEDIUM,1851,OTHER
row_id_c67b8dd5b7b80ffe3996cbbf960a45de2f584d94,0.0,MEDIUM,1852,OTHER
row_id_c681acc7eef9cb1ebfe0ba0d1752fc175a386bff,0.0,MEDIUM,1853,OTHER
row_id_c69c95553dc3d3c4d621d65997ad81f87784448e,0.0,MEDIUM,1854,OTHER
row_id_c6a690181b1ba130a674f14351fba673a9867e29,0.0,MEDIUM,1855,OTHER
row_id_c6a7153a5531913eac9e0987dfcd200d8015cd1c,0.0,MEDIUM,1856,OTHER
row_id_c6bec0e9674610c5d894febbd760afcde6c93292,0.0,MEDIUM,1857,OTHER
row_id_c6ce40001966391dfce32a7afce2a9058a753eee,0.0,MEDIUM,1858,OTHER
row_id_c6d91554df640aeaf34ed8ed8193f4a9fd81e9c1,0.0,MEDIUM,1859,OTHER
row_id_c6dc53cbd6494d50b25cae69a4c0112dfebc854e,0.0,MEDIUM,1860,OTHER
row_id_c6edd9a608602cd1ad25440586f6318e3622b770,0.0,MEDIUM,1861,OTHER
row_id_c3346328c8b92549ae18ebe08dddecfc2884058b,0.0,MEDIUM,1862,OTHER
row_id_c6efc49431635df0a6cfaf401aae058f886ca99f,0.0,MEDIUM,1863,OTHER
row_id_c700c315c221e76e7a124a271241ddfaac4fd8f4,0.0,MEDIUM,1864,OTHER
row_id_c70fc6fbe31c683d4069eb95f75c0afb1b66da47,0.0,MEDIUM,1865,OTHER
row_id_c7119bfcbd02517a89ef84644ff8b2e7767f70a7,0.0,MEDIUM,1866,OTHER
row_id_c7124271ee060f1e467fd944d62486e4d65d103f,0.0,MEDIUM,1867,OTHER
row_id_c72839a48f37f9d5361bba7b492d1b756c854d04,0.0,MEDIUM,1868,OTHER
row_id_c74127dc8e7c93218cdff6a7d69f66090a4f506a,0.0,MEDIUM,1869,OTHER
row_id_c74a2f9bc53aae39c73628d9ea09857bc76e2202,0.0,MEDIUM,1870,OTHER
row_id_c762281e47af7ae5c2b177c6b38b2b545b353260,0.0,MEDIUM,1871,OTHER
row_id_c76b571c0dcec611e1484c73ccb1c054a13a4a24,0.0,MEDIUM,1872,OTHER
row_id_c76c1fd11bd18fcebce39249021c4dadc5db2932,0.0,MEDIUM,1873,OTHER
row_id_c78b67cb9e1711fe9d5fa19bc3ea0727c0e73e8d,0.0,MEDIUM,1874,OTHER
row_id_c7a8664b1d9bde68d3fb455a64f1d41142510885,0.0,MEDIUM,1875,OTHER
row_id_c7ac0bcb38fcab7676a78c433fed0bb9517ad841,0.0,MEDIUM,1876,OTHER
row_id_c633423a31344ad839dab962e212f01212cf6120,0.0,MEDIUM,1877,OTHER
row_id_c62f65cb93e172a6e6fe874cb3fce81291dfd9ee,0.0,MEDIUM,1878,OTHER
row_id_c61fd07359793d2d82f245d93edbed5fcf490abe,0.0,MEDIUM,1879,OTHER
row_id_c61efc922242b91caff12eff985f3ff47b33e996,0.0,MEDIUM,1880,OTHER
row_id_c354cde2205db92a69243edffa6bbf34d7dcab99,0.0,MEDIUM,1881,OTHER
row_id_c35c5c8bcbcadd0e9155e9aa48f4fcd924f7d386,0.0,MEDIUM,1882,OTHER
row_id_c36f470e65c6aa05b7b58ac972e3f7e81bae0a3e,0.0,MEDIUM,1883,OTHER
row_id_c3712799d23f6210f75f9600c34d509ee4985b8f,0.0,MEDIUM,1884,OTHER
row_id_c37568e3dd0a42fab577dd8cb070be99e95589cc,0.0,MEDIUM,1885,OTHER
row_id_c38ad8a6b9fcc6f6e0776e027be595fff3c8f6b0,0.0,MEDIUM,1886,OTHER
row_id_c3effc46119099bf05b81b59f0d04aa3f22a1bec,0.0,MEDIUM,1887,OTHER
row_id_c402685132b5a935d20c2ad12a6f325a8dbbe997,0.0,MEDIUM,1888,OTHER
row_id_c417d3388fe93c36a1b84f71ec7b2425cf42d405,0.0,MEDIUM,1889,OTHER
row_id_c41ad2f09655bdd2a61106276edcb31d187aa566,0.0,MEDIUM,1890,OTHER
row_id_c421591042408b680c8d9d1a8a0ae91d6dee5c92,0.0,MEDIUM,1891,OTHER
row_id_c448807f5c99d63e4b1fa751b214045f5b205a39,0.0,MEDIUM,1892,OTHER
row_id_c45e42985f4b841edd935889be4fa37404041448,0.0,MEDIUM,1893,OTHER
row_id_c46db8a1a58829574d3545493f13cedcc25d0d66,0.0,MEDIUM,1894,OTHER
row_id_c475e65f3a32e7195baaf66699975930e71d3e32,0.0,MEDIUM,1895,OTHER
row_id_c48a41f112300e7ac6888cdbdf4117fad6c492d6,0.0,MEDIUM,1896,OTHER
row_id_c4919f43444ffdc3a5a4fff5ba10bca03bab6775,0.0,MEDIUM,1897,OTHER
row_id_c4c312950ef19cfe8568538fee3c97be2b841c09,0.0,MEDIUM,1898,OTHER
row_id_c4ee167dbe27ca56dfd50f6a490d9b1b632be7e6,0.0,MEDIUM,1899,OTHER
row_id_c5108264b580189d9847e002fc6cbe3be61790a9,0.0,MEDIUM,1900,OTHER
row_id_c512d4bf851981c9798142f350b228cc815d841b,0.0,MEDIUM,1901,OTHER
row_id_c516c6a8cd8073c7d4259e95822d94314f3b8f17,0.0,MEDIUM,1902,OTHER
row_id_c53aabfc9c549774608c38083ad1efa8884d9c56,0.0,MEDIUM,1903,OTHER
row_id_c547116a1c28942d0de95778ac5c9752daabfc9b,0.0,MEDIUM,1904,OTHER
row_id_c5775f9ed937e28cf8ad659e9b145636977ff3ca,0.0,MEDIUM,1905,OTHER
row_id_c5978aeecf0d797ec8b20569fd158d644a65100a,0.0,MEDIUM,1906,OTHER
row_id_c5a8f8b41e0226c903918ec992e2970b339616f0,0.0,MEDIUM,1907,OTHER
row_id_c5cc956338a18c07eeb924759f952b3503ee4918,0.0,MEDIUM,1908,OTHER
row_id_c5f8b462989378321062bb2bca24df9d27494cea,0.0,MEDIUM,1909,OTHER
row_id_d0947a5e0959e1dce7c61f1f7238297171a8c05e,0.0,MEDIUM,1910,OTHER
row_id_d0b431a80ead772579668056786e90455a586a60,0.0,MEDIUM,1911,OTHER
row_id_dff4377657c39302d2c69556eb70134372ac0bd9,0.0,MEDIUM,1912,OTHER
row_id_db16e65f88c8ba6e60b2fee42f05620867a8d5fd,0.0,MEDIUM,1913,OTHER
row_id_da710d9ee040f5acb9de7107f6e65cd9853519e6,0.0,MEDIUM,1914,OTHER
row_id_da824e3e4f431d340e261e491de6feeadd868a7b,0.0,MEDIUM,1915,OTHER
row_id_da9198e9b9dc3092181f18f237d0e218f7d998e5,0.0,MEDIUM,1916,OTHER
row_id_da962e13d404594cad22878d19d3eab3baa6b7d3,0.0,MEDIUM,1917,OTHER
row_id_daa00649c4d09bb498e9277677bdbfd99771b2e9,0.0,MEDIUM,1918,OTHER
row_id_daa4c44eeeed8c4209d8495e5f4333104bacfef7,0.0,MEDIUM,1919,OTHER
row_id_daa505aff248bf78cd2d327e88e9906bd861d7c4,0.0,MEDIUM,1920,OTHER
row_id_daafc59be43bd8ae4ad41f83e1e4a2019299895f,0.0,MEDIUM,1921,OTHER
row_id_dabc26af51fc6c39130ee5b2abf7af0fadc04c4b,0.0,MEDIUM,1922,OTHER
row_id_dac3ceb0087218597264a94f5992de528eae3a00,0.0,MEDIUM,1923,OTHER
row_id_daeadd1274f76dd303867a94c6f26355d8f1a54d,0.0,MEDIUM,1924,OTHER
row_id_dafacbead00d9f67111bfb1f4e6c37680a154043,0.0,MEDIUM,1925,OTHER
row_id_db07feccbf65c1c10b10ed29e41ada74c66b9d74,0.0,MEDIUM,1926,OTHER
row_id_db15d7d5e1c1195d27367a574192150289a83422,0.0,MEDIUM,1927,OTHER
row_id_db249753d0b6eadf2b4f1ab9b34752943e7b33da,0.0,MEDIUM,1928,OTHER
row_id_dc17b4308fff77b9f05dcaa9037a9d96455dee17,0.0,MEDIUM,1929,OTHER
row_id_db3984404bba0b120b2fb3e88675484abbf95808,0.0,MEDIUM,1930,OTHER
row_id_db3ab969a12eadee1d04c2f99a52fea52ef7c301,0.0,MEDIUM,1931,OTHER
row_id_db3c2979b8f1eab262f9a10063117f5a14f45a59,0.0,MEDIUM,1932,OTHER
row_id_db3f04f4d0a70e032e41cf829206a76d53274513,0.0,MEDIUM,1933,OTHER
row_id_db4772c1378a11f7918f0706762afe8d62bfca34,0.0,MEDIUM,1934,OTHER
row_id_db6e8d685c5d3c08ad097fffbae43e12639e59dc,0.0,MEDIUM,1935,OTHER
row_id_db7331ee85d299c65080f2c5225ba5ed0f1fd93a,0.0,MEDIUM,1936,OTHER
row_id_db7d06104162df57ca7c2f47a06f698a66c1bfe9,0.0,MEDIUM,1937,OTHER
row_id_db84a2db45573cb533826713ebf1fb7089c4ca56,0.0,MEDIUM,1938,OTHER
row_id_db9d8ee124bad56ffafbdeb7a42d956a4d0ad01b,0.0,MEDIUM,1939,OTHER
row_id_dba12bcece662de806a67e8c7510e843d609d68b,0.0,MEDIUM,1940,OTHER
row_id_dbdd75ab5db7a0885b7b81c7e96ed11bcac12ae9,0.0,MEDIUM,1941,OTHER
row_id_dbed3f468f21a8cf5c880bee29015430ffd3cae0,0.0,MEDIUM,1942,OTHER
row_id_dc0a168a80a52910cecb086c6b1ecd476edb6388,0.0,MEDIUM,1943,OTHER
row_id_da5f86557ff28833f1f545c4083d34ab0c03608f,0.0,MEDIUM,1944,OTHER
row_id_da47e3c65c4b9235ee1addd89f793cabd843217f,0.0,MEDIUM,1945,OTHER
row_id_da4217bd5cff593fbc69e9fa883e53f77efb954e,0.0,MEDIUM,1946,OTHER
row_id_da164b872059b4f920f531a991213faff4c38ad4,0.0,MEDIUM,1947,OTHER
row_id_d8456248a448b15725e0ce9cd7f8abab0a68e77a,0.0,MEDIUM,1948,OTHER
row_id_d84b9ade198989213301c47627ecccbc53757f15,0.0,MEDIUM,1949,OTHER
row_id_d877b3880e93798e51e36510c4132ccab4b62ba1,0.0,MEDIUM,1950,OTHER
row_id_d87d9dfb3161618e58f48a80538bf3bec58c3d85,0.0,MEDIUM,1951,OTHER
row_id_d88323e66bf1e567d6b64eca7d47ecbaf44e0f86,0.0,MEDIUM,1952,OTHER
row_id_d885b33bcef6f98303074772003b3f1e50452a3b,0.0,MEDIUM,1953,OTHER
row_id_d89989d63bf916affd41d50062bb47dfad85a1e4,0.0,MEDIUM,1954,OTHER
row_id_d8b3406e72bc5ebb5d17490caa75a721da29917e,0.0,MEDIUM,1955,OTHER
row_id_d8bf04f814e04954a3a6e45864844b2e74533444,0.0,MEDIUM,1956,OTHER
row_id_d8c838dcb51cdfb438b1b6e53420637fa683eff6,0.0,MEDIUM,1957,OTHER
row_id_d8d591d0ac51d6b7ff2864f8b07310c024c5a954,0.0,MEDIUM,1958,OTHER
row_id_d8d71f43ed482d863266023bcb3e2a8e0eb101ea,0.0,MEDIUM,1959,OTHER
row_id_d8e9edcdd9de25cb4ca23c64e204761e4e00c6b2,0.0,MEDIUM,1960,OTHER
row_id_d913d9fdceaf23ec6a5e7d7441b8b6357ae3f0bc,0.0,MEDIUM,1961,OTHER
row_id_d9195ec08a3da16dc24c3e12d65245a7d17a22ab,0.0,MEDIUM,1962,OTHER
row_id_d91f41b9b0c21298a597b5085bae2c999ef35543,0.0,MEDIUM,1963,OTHER
row_id_d9286b489cca5f662d7c047998c834bf05642f36,0.0,MEDIUM,1964,OTHER
row_id_d954a488c58b7245c92b3a9e0c3f51562e753290,0.0,MEDIUM,1965,OTHER
row_id_d955c6a2650649210e67bd38fbe19f27a3efeba5,0.0,MEDIUM,1966,OTHER
row_id_d959d1792bbb79314ddb41a56ca331881072435e,0.0,MEDIUM,1967,OTHER
row_id_d9737ac60178a175c87b9cbf6798bf4ccdad9e89,0.0,MEDIUM,1968,OTHER
row_id_d97cfb65184b6a1a8271b236273d1e29394be024,0.0,MEDIUM,1969,OTHER
row_id_d9937a25f0ccd9bd4e1a2ca5d5ca804bf0c5dd46,0.0,MEDIUM,1970,OTHER
row_id_d9a7c94a008905afd94479493a2f0404e3803c0a,0.0,MEDIUM,1971,OTHER
row_id_d9b205ede9bb01dbca418c41bbe92133e9c33659,0.0,MEDIUM,1972,OTHER
row_id_d9c5395e0c98079168589ba1343c946ca2bfef6e,0.0,MEDIUM,1973,OTHER
row_id_d9de34c6e7d91034c468f3b9d398b73bb69cf865,0.0,MEDIUM,1974,OTHER
row_id_d9efeae1c9c2148db8386ce57006a80f5a4fe3ea,0.0,MEDIUM,1975,OTHER
row_id_da035434979bace814e0a3b1a3a71560a4dc6175,0.0,MEDIUM,1976,OTHER
row_id_dc0d140365edb568c070eae36c830440c58481fa,0.0,MEDIUM,1977,OTHER
row_id_dc27b32439dcc9903461506387ff1340bfd006cc,0.0,MEDIUM,1978,OTHER
row_id_d826294407667cd718635ec540a26e9e0a5409a4,0.0,MEDIUM,1979,OTHER
row_id_df6de57b1c95db6a5ce5214fe530e5875ecb2f83,0.0,MEDIUM,1980,OTHER
row_id_de5bb5928287aa855ce80c3e43904859a2b1f42b,0.0,MEDIUM,1981,OTHER
row_id_de660c12a20480ec76a574f312b7f1ed714cb0d4,0.0,MEDIUM,1982,OTHER
row_id_de66a57ed24e2c2711c870e1a0aa92d201359e5f,0.0,MEDIUM,1983,OTHER
row_id_de6cc4747688029c6bad60b001f31c3f4dc64ec2,0.0,MEDIUM,1984,OTHER
row_id_de7ae0b884ffc4f45e8c8486db625c1910ed715d,0.0,MEDIUM,1985,OTHER
row_id_de7ebf97767a4a061846026d05e5132e294064f1,0.0,MEDIUM,1986,OTHER
row_id_de95fe9d5c5af4ec561d60bb4c29b49cb321ec4b,0.0,MEDIUM,1987,OTHER
row_id_de9db2c7c28d9d110597cbaa73384c155366166f,0.0,MEDIUM,1988,OTHER
row_id_dea5a88698dc2209c00c814cb3d1135dc5a05b3f,0.0,MEDIUM,1989,OTHER
row_id_deca859995cd1dcd1b6e281d90601a60d66967ef,0.0,MEDIUM,1990,OTHER
row_id_dece10963a3155632b260738b16ea78ba8ec6ef5,0.0,MEDIUM,1991,OTHER
row_id_def130974eb063e0848bf5bc61190adceefd2fd9,0.0,MEDIUM,1992,OTHER
row_id_def90cb28329311fd9ba36f1a107c2e4aed9c4c0,0.0,MEDIUM,1993,OTHER
row_id_df5c9ebf2a47dd98b0ec5d06c5793e78abd34ab0,0.0,MEDIUM,1994,OTHER
row_id_df73424ac512379d8278c8aefb62c15e02e5c490,0.0,MEDIUM,1995,OTHER
row_id_dc28e3d02dd527d8c486c40a962636d7ce4deb4c,0.0,MEDIUM,1996,OTHER
