slice_col,slice_value,ablation_name,fold_id,threshold_used,PR_AUC,LogLoss,F1,Precision,Recall,TP,FP,FN,TN,n_rows,n_pos,pos_rate
slice_tyre_age_bin,6_15,stream_p_svm,0,0.32,0.10779654095607424,0.07609957743092233,0.14814814814814814,0.15841584158415842,0.1391304347826087,16,85,99,7275,7475,115,0.015384615384615385
slice_tyre_age_bin,nan,stream_p_svm,0,0.32,0.09109311740890688,0.06346458668689557,0.0,0.0,0.0,0,5,2,182,189,2,0.010582010582010581
slice_tyre_age_bin,0_5,stream_p_svm,1,0.32,0.03207797514546039,0.08694372560298916,0.04081632653061224,0.03333333333333333,0.05263157894736842,2,58,36,3187,3283,38,0.011574779165397502
slice_tyre_age_bin,16_plus,stream_p_svm,1,0.32,0.3812840382873228,0.24139162518003307,0.4146100691016782,0.32710280373831774,0.5660377358490566,210,432,161,7897,8700,371,0.04264367816091954
slice_tyre_age_bin,6_15,stream_p_svm,1,0.32,0.1880977303216601,0.08520741417476625,0.2100456621004566,0.27380952380952384,0.17037037037037037,23,61,112,7253,7449,135,0.018123238018525976
slice_tyre_age_bin,nan,stream_p_svm,1,0.32,0.8125,0.3442163886939691,0.34782608695652173,0.21052631578947367,1.0,4,15,0,90,109,4,0.03669724770642202
slice_tyre_age_bin,0_5,stream_p_svm,2,0.32,0.03681082799703123,0.12334492144285272,0.0425531914893617,0.05,0.037037037037037035,2,38,52,3405,3497,54,0.015441807263368601
slice_tyre_age_bin,16_plus,stream_p_svm,2,0.32,0.2895430185356457,0.47220940547423434,0.40560593569661996,0.29963459196102316,0.6275510204081632,246,575,146,7071,8038,392,0.04876835033590445
slice_tyre_age_bin,6_15,stream_p_svm,2,0.32,0.07082266539856842,0.23495480921229733,0.13191489361702127,0.08333333333333333,0.3163265306122449,31,341,67,7253,7692,98,0.012740509620384815
slice_tyre_age_bin,nan,stream_p_svm,2,0.32,,,0.0,0.0,0.0,0,1,0,32,33,0,0.0
slice_tyre_age_bin,0_5,stream_p_svm,3,0.34,0.1470734004915954,0.2324563971711201,0.2935153583617747,0.225130890052356,0.4215686274509804,43,148,59,3510,3760,102,0.027127659574468086
slice_tyre_age_bin,16_plus,stream_p_svm,3,0.34,0.2901303915675052,0.20929272201109395,0.32860520094562645,0.28542094455852157,0.3871866295264624,139,348,220,7147,7854,359,0.0457091927680163
slice_tyre_age_bin,6_15,stream_p_svm,3,0.34,0.09602459672486215,0.13033454308350703,0.13942307692307693,0.10545454545454545,0.20567375886524822,29,246,112,7127,7514,141,0.018764972052169284
slice_tyre_age_bin,nan,stream_p_svm,3,0.34,,,0.0,0.0,0.0,0,0,0,271,271,0,0.0
slice_tyre_age_bin,0_5,stream_p_svm,4,0.24000000000000002,0.05138497433485919,0.16521711408361822,0.0821917808219178,0.05325443786982249,0.18,9,160,41,3159,3369,50,0.014841199168892847
slice_tyre_age_bin,16_plus,stream_p_svm,4,0.24000000000000002,0.38564169240302226,0.25975333255822736,0.462729912875121,0.3799682034976153,0.5915841584158416,239,390,165,7732,8526,404,0.04738447102979123
slice_tyre_age_bin,6_15,stream_p_svm,4,0.24000000000000002,0.07196775178955295,0.1007105986247157,0.10843373493975904,0.0759493670886076,0.18947368421052632,18,219,77,7158,7472,95,0.012714132762312634
slice_tyre_age_bin,nan,stream_p_svm,4,0.24000000000000002,0.25567422055474337,1.0966497007045417,0.3684210526315789,0.3888888888888889,0.35,7,11,13,64,95,20,0.21052631578947367
slice_tyre_age_bin,0_5,stream_p_xgb,0,0.29000000000000004,0.255827011778498,0.04245286557691696,0.35,0.32558139534883723,0.3783783783783784,14,29,23,3322,3388,37,0.010920897284533649
slice_tyre_age_bin,16_plus,stream_p_xgb,0,0.29000000000000004,0.5668761165764069,0.10358948662683463,0.5733333333333334,0.5375,0.6142857142857143,215,185,135,7875,8410,350,0.041617122473246136
slice_tyre_age_bin,6_15,stream_p_xgb,0,0.29000000000000004,0.5180469279357026,0.04410851674807263,0.4945054945054945,0.6716417910447762,0.391304347826087,45,22,70,7338,7475,115,0.015384615384615385
slice_tyre_age_bin,nan,stream_p_xgb,0,0.29000000000000004,0.07738095238095238,0.055488320751399645,0.0,0.0,0.0,0,0,2,187,189,2,0.010582010582010581
slice_tyre_age_bin,0_5,stream_p_xgb,1,0.28,0.14060880654504987,0.051664386357601844,0.0,0.0,0.0,0,2,38,3243,3283,38,0.011574779165397502
slice_tyre_age_bin,16_plus,stream_p_xgb,1,0.28,0.4210496315632114,0.12910596897290008,0.4657258064516129,0.3719806763285024,0.6226415094339622,231,390,140,7939,8700,371,0.04264367816091954
slice_tyre_age_bin,6_15,stream_p_xgb,1,0.28,0.26497279189134426,0.062181548479607524,0.24545454545454545,0.3176470588235294,0.2,27,58,108,7256,7449,135,0.018123238018525976
slice_tyre_age_bin,nan,stream_p_xgb,1,0.28,0.8269230769230769,0.05255906048519817,0.8571428571428571,1.0,0.75,3,0,1,105,109,4,0.03669724770642202
slice_tyre_age_bin,0_5,stream_p_xgb,2,0.29000000000000004,0.053191234978176835,0.0933634095113025,0.03125,0.1,0.018518518518518517,1,9,53,3434,3497,54,0.015441807263368601
slice_tyre_age_bin,16_plus,stream_p_xgb,2,0.29000000000000004,0.4476723646865544,0.14216970763978484,0.4872665534804754,0.3651399491094148,0.7321428571428571,287,499,105,7147,8038,392,0.04876835033590445
slice_tyre_age_bin,6_15,stream_p_xgb,2,0.29000000000000004,0.2562604534634634,0.060644120069343416,0.28184281842818426,0.1918819188191882,0.5306122448979592,52,219,46,7375,7692,98,0.012740509620384815
slice_tyre_age_bin,nan,stream_p_xgb,2,0.29000000000000004,,,0.0,0.0,0.0,0,2,0,31,33,0,0.0
slice_tyre_age_bin,0_5,stream_p_xgb,3,0.28,0.14300999989108765,0.11435560528295499,0.18487394957983194,0.16176470588235295,0.21568627450980393,22,114,80,3544,3760,102,0.027127659574468086
slice_tyre_age_bin,16_plus,stream_p_xgb,3,0.28,0.5090962258965779,0.11037968012018315,0.5138055222088835,0.45147679324894513,0.596100278551532,214,260,145,7235,7854,359,0.0457091927680163
slice_tyre_age_bin,6_15,stream_p_xgb,3,0.28,0.12830332145035656,0.0879842435805472,0.2107843137254902,0.16104868913857678,0.3049645390070922,43,224,98,7149,7514,141,0.018764972052169284
slice_tyre_age_bin,nan,stream_p_xgb,3,0.28,,,0.0,0.0,0.0,0,0,0,271,271,0,0.0
slice_tyre_age_bin,0_5,stream_p_xgb,4,0.33,0.17037064568928711,0.06056527484213754,0.11594202898550725,0.21052631578947367,0.08,4,15,46,3304,3369,50,0.014841199168892847
slice_tyre_age_bin,16_plus,stream_p_xgb,4,0.33,0.4630286178076173,0.12195628726897131,0.5025380710659898,0.515625,0.4900990099009901,198,186,206,7936,8526,404,0.04738447102979123
slice_tyre_age_bin,6_15,stream_p_xgb,4,0.33,0.1911545896889051,0.05000554806371498,0.17834394904458598,0.22580645161290322,0.14736842105263157,14,48,81,7329,7472,95,0.012714132762312634
slice_tyre_age_bin,nan,stream_p_xgb,4,0.33,0.4564724981846287,0.6277279366886042,0.07692307692307693,0.16666666666666666,0.05,1,5,19,70,95,20,0.21052631578947367
slice_tyre_age_bin,0_5,stream_tcn_proba,0,0.78,0.10763552319114361,0.113974628147748,0.175,0.16279069767441862,0.1891891891891892,7,36,30,3315,3388,37,0.010920897284533649
slice_tyre_age_bin,16_plus,stream_tcn_proba,0,0.78,0.7638716514568695,0.10958797565189975,0.7214611872146118,0.7719869706840391,0.6771428571428572,237,70,113,7990,8410,350,0.041617122473246136
slice_tyre_age_bin,6_15,stream_tcn_proba,0,0.78,0.6187064753292918,0.06873402199615236,0.5989304812834224,0.7777777777777778,0.48695652173913045,56,16,59,7344,7475,115,0.015384615384615385
slice_tyre_age_bin,nan,stream_tcn_proba,0,0.78,0.1736111111111111,0.09032104388657533,0.0,0.0,0.0,0,1,2,186,189,2,0.010582010582010581
slice_tyre_age_bin,0_5,stream_tcn_proba,1,0.77,0.053668857172420883,0.16172670273470038,0.0,0.0,0.0,0,15,38,3230,3283,38,0.011574779165397502
slice_tyre_age_bin,16_plus,stream_tcn_proba,1,0.77,0.6480390858985063,0.1846092337823891,0.7060439560439561,0.7198879551820728,0.692722371967655,257,100,114,8229,8700,371,0.04264367816091954
slice_tyre_age_bin,6_15,stream_tcn_proba,1,0.77,0.47318443479265265,0.09583695041918448,0.46601941747572817,0.676056338028169,0.35555555555555557,48,23,87,7291,7449,135,0.018123238018525976
slice_tyre_age_bin,nan,stream_tcn_proba,1,0.77,0.6659663865546218,0.3960276022061209,0.0,0.0,0.0,0,0,4,105,109,4,0.03669724770642202
slice_tyre_age_bin,0_5,stream_tcn_proba,2,0.77,0.03973110584945657,0.15592165078082226,0.03508771929824561,0.3333333333333333,0.018518518518518517,1,2,53,3441,3497,54,0.015441807263368601
slice_tyre_age_bin,16_plus,stream_tcn_proba,2,0.77,0.7482435899932806,0.11105546595247917,0.6870451237263464,0.8,0.6020408163265306,236,59,156,7587,8038,392,0.04876835033590445
slice_tyre_age_bin,6_15,stream_tcn_proba,2,0.77,0.4186191735128978,0.07971048737463404,0.4975124378109453,0.4854368932038835,0.5102040816326531,50,53,48,7541,7692,98,0.012740509620384815
slice_tyre_age_bin,nan,stream_tcn_proba,2,0.77,,,0.0,0.0,0.0,0,2,0,31,33,0,0.0
slice_tyre_age_bin,0_5,stream_tcn_proba,3,0.77,0.13472041564729192,0.22123654176476154,0.1076923076923077,0.25,0.06862745098039216,7,21,95,3637,3760,102,0.027127659574468086
slice_tyre_age_bin,16_plus,stream_tcn_proba,3,0.77,0.7304371642273159,0.1983129391937427,0.7327327327327328,0.7947882736156352,0.6796657381615598,244,63,115,7432,7854,359,0.0457091927680163
slice_tyre_age_bin,6_15,stream_tcn_proba,3,0.77,0.3858246284814155,0.11689665012602883,0.37185929648241206,0.6379310344827587,0.2624113475177305,37,21,104,7352,7514,141,0.018764972052169284
slice_tyre_age_bin,nan,stream_tcn_proba,3,0.77,,,0.0,0.0,0.0,0,0,0,271,271,0,0.0
slice_tyre_age_bin,0_5,stream_tcn_proba,4,0.77,0.14392957530737846,0.16251302884523677,0.0,0.0,0.0,0,8,50,3311,3369,50,0.014841199168892847
slice_tyre_age_bin,16_plus,stream_tcn_proba,4,0.77,0.7187005923082701,0.20183256863572224,0.7535211267605634,0.7165178571428571,0.7945544554455446,321,127,83,7995,8526,404,0.04738447102979123
slice_tyre_age_bin,6_15,stream_tcn_proba,4,0.77,0.30472924559115383,0.11591568457901351,0.36809815950920244,0.4411764705882353,0.3157894736842105,30,38,65,7339,7472,95,0.012714132762312634
slice_tyre_age_bin,nan,stream_tcn_proba,4,0.77,0.6987840314271363,0.523060571579023,0.3333333333333333,1.0,0.2,4,0,16,75,95,20,0.21052631578947367
slice_pitstops,0,stream_p_ann,0,0.5700000000000001,0.1049627411464955,0.44209266652890766,0.12482468443197756,0.08010801080108011,0.28253968253968254,89,1022,226,5142,6479,315,0.04861861398363945
slice_pitstops,1_plus,stream_p_ann,0,0.5700000000000001,0.02009523913227044,0.27488763004094996,0.020752269779507133,0.013745704467353952,0.042328042328042326,8,574,181,12220,12983,189,0.014557498266964492
slice_pitstops,0,stream_p_ann,1,0.5700000000000001,0.1095352041625492,0.3353054061111495,0.13615023474178403,0.26605504587155965,0.0914826498422713,29,80,288,5444,5841,317,0.05427152884780003
slice_pitstops,1_plus,stream_p_ann,1,0.5700000000000001,0.054923290573904035,0.22005541812449989,0.07407407407407407,0.12903225806451613,0.05194805194805195,12,81,219,13388,13700,231,0.01686131386861314
slice_pitstops,0,stream_p_ann,2,0.5,0.10864784356416023,0.6616971767884231,0.15528882220555137,0.08816013628620102,0.6509433962264151,207,2141,111,3669,6128,318,0.05189295039164491
slice_pitstops,1_plus,stream_p_ann,2,0.5,0.04613358676684614,0.40017403811482494,0.09168241965973535,0.051322751322751325,0.42920353982300885,97,1793,129,11113,13132,226,0.01720986902223576
slice_pitstops,0,stream_p_ann,3,0.5700000000000001,0.08037989788596567,0.305910023590941,0.08538587848932677,0.08754208754208755,0.08333333333333333,26,271,286,5696,6279,312,0.049689440993788817
slice_pitstops,1_plus,stream_p_ann,3,0.5700000000000001,0.07229560495951035,0.201810688967331,0.11136890951276102,0.1702127659574468,0.08275862068965517,24,117,266,12713,13120,290,0.022103658536585365
slice_pitstops,0,stream_p_ann,4,0.5700000000000001,0.0747968946279976,0.29339200471170845,0.09025270758122744,0.09505703422053231,0.0859106529209622,25,238,266,5245,5774,291,0.05039833737443713
slice_pitstops,1_plus,stream_p_ann,4,0.5700000000000001,0.11989287852982997,0.17573477486048927,0.13895781637717122,0.224,0.10071942446043165,28,97,250,13313,13688,278,0.020309760374050263
slice_pitstops,0,stream_p_rf,0,0.13,0.32635683148340716,0.14712587352450507,0.3097872340425532,0.2116279069767442,0.5777777777777777,182,678,133,5486,6479,315,0.04861861398363945
slice_pitstops,1_plus,stream_p_rf,0,0.13,0.16014344310924,0.06419010849470297,0.20527859237536658,0.23026315789473684,0.18518518518518517,35,117,154,12677,12983,189,0.014557498266964492
slice_pitstops,0,stream_p_rf,1,0.17,0.4396054894367469,0.15083134734781062,0.4086687306501548,0.4012158054711246,0.416403785488959,132,197,185,5327,5841,317,0.05427152884780003
slice_pitstops,1_plus,stream_p_rf,1,0.17,0.12817610508392988,0.06831394979496275,0.16570327552986513,0.14930555555555555,0.18614718614718614,43,245,188,13224,13700,231,0.01686131386861314
slice_pitstops,0,stream_p_rf,2,0.12,0.3426280756957083,0.15860560382607325,0.3111111111111111,0.20348837209302326,0.660377358490566,210,822,108,4988,6128,318,0.05189295039164491
slice_pitstops,1_plus,stream_p_rf,2,0.12,0.16774361040047234,0.07568763267115096,0.2413793103448276,0.23529411764705882,0.24778761061946902,56,182,170,12724,13132,226,0.01720986902223576
slice_pitstops,0,stream_p_rf,3,0.16,0.2260482006029232,0.1576230593977657,0.284434490481523,0.21858864027538727,0.40705128205128205,127,454,185,5513,6279,312,0.049689440993788817
slice_pitstops,1_plus,stream_p_rf,3,0.16,0.12625968981948132,0.08561500070462583,0.1265377855887522,0.12903225806451613,0.12413793103448276,36,243,254,12587,13120,290,0.022103658536585365
slice_pitstops,0,stream_p_rf,4,0.17,0.3806646307257248,0.1429818204224735,0.4229607250755287,0.37735849056603776,0.48109965635738833,140,231,151,5252,5774,291,0.05039833737443713
slice_pitstops,1_plus,stream_p_rf,4,0.17,0.09028051836194255,0.09622693773006623,0.09147609147609148,0.10837438423645321,0.07913669064748201,22,181,256,13229,13688,278,0.020309760374050263
slice_pitstops,0,stream_p_svm,0,0.32,0.3262538770431178,0.23813800344408537,0.33451957295373663,0.26704545454545453,0.44761904761904764,141,387,174,5777,6479,315,0.04861861398363945
slice_pitstops,1_plus,stream_p_svm,0,0.32,0.0903057435578307,0.11509873329625273,0.2033195020746888,0.16723549488054607,0.25925925925925924,49,244,140,12550,12983,189,0.014557498266964492
slice_pitstops,0,stream_p_svm,1,0.32,0.39066057818235894,0.24568508820267557,0.3806734992679356,0.3551912568306011,0.41009463722397477,130,236,187,5288,5841,317,0.05427152884780003
slice_pitstops,1_plus,stream_p_svm,1,0.32,0.22404071141845613,0.11844718281639048,0.3253731343283582,0.24829157175398633,0.47186147186147187,109,330,122,13139,13700,231,0.01686131386861314
slice_pitstops,0,stream_p_svm,2,0.32,0.2711284376546036,0.6770371955831735,0.3444639718804921,0.23902439024390243,0.6163522012578616,196,624,122,5186,6128,318,0.05189295039164491
slice_pitstops,1_plus,stream_p_svm,2,0.32,0.12857835900074496,0.1436685616215501,0.259375,0.20048309178743962,0.3672566371681416,83,331,143,12575,13132,226,0.01720986902223576
slice_pitstops,0,stream_p_svm,3,0.34,0.28704636142578377,0.23259253853913087,0.35014005602240894,0.31094527363184077,0.40064102564102566,125,277,187,5690,6279,312,0.049689440993788817
slice_pitstops,1_plus,stream_p_svm,3,0.34,0.13305769915469554,0.15536747489509023,0.20451843043995244,0.1560798548094374,0.296551724137931,86,465,204,12365,13120,290,0.022103658536585365
slice_pitstops,0,stream_p_svm,4,0.24000000000000002,0.4103681053057934,0.29697389910593736,0.5,0.41647597254004576,0.6254295532646048,182,255,109,5228,5774,291,0.05039833737443713
slice_pitstops,1_plus,stream_p_svm,4,0.24000000000000002,0.1384727405822097,0.13977479484163366,0.203579418344519,0.14772727272727273,0.3273381294964029,91,525,187,12885,13688,278,0.020309760374050263
slice_pitstops,0,stream_p_xgb,0,0.29000000000000004,0.5800648877521413,0.11164379593197835,0.5982658959537572,0.5490716180371353,0.6571428571428571,207,170,108,5994,6479,315,0.04861861398363945
slice_pitstops,1_plus,stream_p_xgb,0,0.29000000000000004,0.38747177308113634,0.04866950570568001,0.4161490683229814,0.5037593984962406,0.3544973544973545,67,66,122,12728,12983,189,0.014557498266964492
slice_pitstops,0,stream_p_xgb,1,0.28,0.5449993121566402,0.12795553208086935,0.5235772357723577,0.540268456375839,0.5078864353312302,161,137,156,5387,5841,317,0.05427152884780003
slice_pitstops,1_plus,stream_p_xgb,1,0.28,0.21839705419531144,0.07404139706637683,0.3105590062111801,0.24213075060532688,0.4329004329004329,100,313,131,13156,13700,231,0.01686131386861314
slice_pitstops,0,stream_p_xgb,2,0.29000000000000004,0.40913885795469546,0.18574312482685984,0.4319695528068506,0.3096862210095498,0.7138364779874213,227,506,91,5304,6128,318,0.05189295039164491
slice_pitstops,1_plus,stream_p_xgb,2,0.29000000000000004,0.3404851870458914,0.06098419515495607,0.40213523131672596,0.33630952380952384,0.5,113,223,113,12683,13132,226,0.01720986902223576
slice_pitstops,0,stream_p_xgb,3,0.28,0.45226272710467125,0.13280862231436047,0.4853168469860896,0.46865671641791046,0.5032051282051282,157,178,155,5789,6279,312,0.049689440993788817
slice_pitstops,1_plus,stream_p_xgb,3,0.28,0.2527488154339837,0.08577932010810103,0.2932692307692308,0.22509225092250923,0.4206896551724138,122,420,168,12410,13120,290,0.022103658536585365
slice_pitstops,0,stream_p_xgb,4,0.33,0.5358710183529812,0.11267785393254964,0.5867620751341681,0.6119402985074627,0.563573883161512,164,104,127,5379,5774,291,0.05039833737443713
slice_pitstops,1_plus,stream_p_xgb,4,0.33,0.24713018363140266,0.07499396527683848,0.2203742203742204,0.26108374384236455,0.1906474820143885,53,150,225,13260,13688,278,0.020309760374050263
slice_pitstops,0,stream_tcn_proba,0,0.78,0.7853168805294437,0.14303355051691147,0.7433333333333333,0.7824561403508772,0.707936507936508,223,62,92,6102,6479,315,0.04861861398363945
slice_pitstops,1_plus,stream_tcn_proba,0,0.78,0.46570546534339446,0.0702398546802572,0.4709480122324159,0.5579710144927537,0.4074074074074074,77,61,112,12733,12983,189,0.014557498266964492
slice_pitstops,0,stream_tcn_proba,1,0.77,0.7593182012990484,0.17687908711931516,0.7205623901581723,0.8134920634920635,0.6466876971608833,205,47,112,5477,5841,317,0.05427152884780003
slice_pitstops,1_plus,stream_tcn_proba,1,0.77,0.35637273773104944,0.1358361170389678,0.47393364928909953,0.5235602094240838,0.4329004329004329,100,91,131,13378,13700,231,0.01686131386861314
slice_pitstops,0,stream_tcn_proba,2,0.77,0.7559460469877164,0.15561661127174217,0.7029702970297029,0.7395833333333334,0.6698113207547169,213,75,105,5735,6128,318,0.05189295039164491
slice_pitstops,1_plus,stream_tcn_proba,2,0.77,0.41077008993578035,0.08464529905432647,0.4340175953079179,0.6434782608695652,0.3274336283185841,74,41,152,12865,13132,226,0.01720986902223576
slice_pitstops,0,stream_tcn_proba,3,0.77,0.6836405722903532,0.2312195644374824,0.6736111111111112,0.7348484848484849,0.6217948717948718,194,70,118,5897,6279,312,0.049689440993788817
slice_pitstops,1_plus,stream_tcn_proba,3,0.77,0.4405687997786289,0.14134834510730462,0.4486873508353222,0.7286821705426356,0.32413793103448274,94,35,196,12795,13120,290,0.022103658536585365
slice_pitstops,0,stream_tcn_proba,4,0.77,0.7019383924130114,0.2062815103090035,0.7252032520325203,0.6882716049382716,0.7663230240549829,223,101,68,5382,5774,291,0.05039833737443713
slice_pitstops,1_plus,stream_tcn_proba,4,0.77,0.544401816338438,0.14560740672983494,0.5477178423236515,0.6470588235294118,0.4748201438848921,132,72,146,13338,13688,278,0.020309760374050263
slice_undercut_pressure,NO_PRESSURE,stream_p_ann,0,0.5700000000000001,0.05358847189776602,0.3299250083798007,0.08306112925804947,0.05351773902585689,0.18541666666666667,89,1574,391,17132,19186,480,0.02501824246846659
slice_undercut_pressure,PRESSURE,stream_p_ann,0,0.5700000000000001,0.27873020493649886,0.37406984234633783,0.2962962962962963,0.26666666666666666,0.3333333333333333,8,22,16,230,276,24,0.08695652173913043
slice_undercut_pressure,NO_PRESSURE,stream_p_ann,1,0.5700000000000001,0.07356439737932385,0.25289829137908393,0.11126564673157163,0.20512820512820512,0.07633587786259542,40,155,484,18613,19292,524,0.027161517727555463
slice_undercut_pressure,PRESSURE,stream_p_ann,1,0.5700000000000001,0.14647279114732592,0.378972964319619,0.06451612903225806,0.14285714285714285,0.041666666666666664,1,6,23,219,249,24,0.0963855421686747
slice_undercut_pressure,NO_PRESSURE,stream_p_ann,2,0.5,0.07784498353311084,0.48230460097033157,0.12307032590051457,0.06918997107039537,0.5562015503875969,287,3861,229,14616,18993,516,0.027167903964618545
slice_undercut_pressure,PRESSURE,stream_p_ann,2,0.5,0.23652700864053444,0.5601291447709021,0.288135593220339,0.18888888888888888,0.6071428571428571,17,73,11,166,267,28,0.10486891385767791
slice_undercut_pressure,NO_PRESSURE,stream_p_ann,3,0.5700000000000001,0.07068388500128935,0.23314943630921636,0.092,0.10772833723653395,0.08027923211169284,46,381,527,18167,19121,573,0.02996705193243031
slice_undercut_pressure,PRESSURE,stream_p_ann,3,0.5700000000000001,0.24563263083738285,0.3975356320517099,0.2,0.36363636363636365,0.13793103448275862,4,7,25,242,278,29,0.10431654676258993
slice_undercut_pressure,NO_PRESSURE,stream_p_ann,4,0.5700000000000001,0.08350840294445366,0.20921094545563435,0.1121898597626753,0.13577023498694518,0.09558823529411764,52,331,492,18315,19190,544,0.028348097967691506
slice_undercut_pressure,PRESSURE,stream_p_ann,4,0.5700000000000001,0.24717999266071872,0.3115624639785253,0.06666666666666667,0.2,0.04,1,4,24,243,272,25,0.09191176470588236
slice_undercut_pressure,NO_PRESSURE,stream_p_rf,0,0.13,0.2534549432509101,0.09005291334265211,0.2756232686980609,0.20643153526970953,0.41458333333333336,199,765,281,17941,19186,480,0.02501824246846659
slice_undercut_pressure,PRESSURE,stream_p_rf,0,0.13,0.5036778341699967,0.21323738318794702,0.5,0.375,0.75,18,30,6,222,276,24,0.08695652173913043
slice_undercut_pressure,NO_PRESSURE,stream_p_rf,1,0.17,0.28749386418025147,0.09111366793591186,0.29233511586452765,0.27424749163879597,0.31297709923664124,164,434,360,18334,19292,524,0.027161517727555463
slice_undercut_pressure,PRESSURE,stream_p_rf,1,0.17,0.5421298219961226,0.2375185953009616,0.5116279069767442,0.5789473684210527,0.4583333333333333,11,8,13,217,249,24,0.0963855421686747
slice_undercut_pressure,NO_PRESSURE,stream_p_rf,2,0.12,0.2620911797768952,0.09982272704026805,0.2867012089810017,0.20393120393120392,0.48255813953488375,249,972,267,17505,18993,516,0.027167903964618545
slice_undercut_pressure,PRESSURE,stream_p_rf,2,0.12,0.4801584271753826,0.2619178944116856,0.44155844155844154,0.3469387755102041,0.6071428571428571,17,32,11,207,267,28,0.10486891385767791
slice_undercut_pressure,NO_PRESSURE,stream_p_rf,3,0.16,0.1718462189713263,0.10648526435088106,0.21760916249105225,0.18446601941747573,0.26527050610820246,152,672,421,17876,19121,573,0.02996705193243031
slice_undercut_pressure,PRESSURE,stream_p_rf,3,0.16,0.35899342020074376,0.27654409910095407,0.3384615384615385,0.3055555555555556,0.3793103448275862,11,25,18,224,278,29,0.10431654676258993
slice_undercut_pressure,NO_PRESSURE,stream_p_rf,4,0.17,0.22168188783021847,0.10845500089637296,0.26912442396313363,0.2698706099815157,0.26838235294117646,146,395,398,18251,19190,544,0.028348097967691506
slice_undercut_pressure,PRESSURE,stream_p_rf,4,0.17,0.5039122499239593,0.22602899840849874,0.5517241379310345,0.48484848484848486,0.64,16,17,9,230,272,25,0.09191176470588236
slice_undercut_pressure,NO_PRESSURE,stream_p_svm,0,0.32,0.19964331941051827,0.1542847720448692,0.27602523659305994,0.22208121827411167,0.3645833333333333,175,613,305,18093,19186,480,0.02501824246846659
slice_undercut_pressure,PRESSURE,stream_p_svm,0,0.32,0.5424993172230278,0.27940341393702256,0.5263157894736842,0.45454545454545453,0.625,15,18,9,234,276,24,0.08695652173913043
slice_undercut_pressure,NO_PRESSURE,stream_p_svm,1,0.32,0.2981843423953857,0.1538105878016267,0.3474250576479631,0.2908622908622909,0.4312977099236641,226,551,298,18217,19292,524,0.027161517727555463
slice_undercut_pressure,PRESSURE,stream_p_svm,1,0.32,0.5990054509711712,0.36328973858391783,0.5,0.4642857142857143,0.5416666666666666,13,15,11,210,249,24,0.0963855421686747
slice_undercut_pressure,NO_PRESSURE,stream_p_svm,2,0.32,0.1951248112352988,0.31167548045255006,0.3058139534883721,0.21843853820598005,0.5096899224806202,263,941,253,17536,18993,516,0.027167903964618545
slice_undercut_pressure,PRESSURE,stream_p_svm,2,0.32,0.5219579952878225,0.43403402813707914,0.5517241379310345,0.5333333333333333,0.5714285714285714,16,14,12,225,267,28,0.10486891385767791
slice_undercut_pressure,NO_PRESSURE,stream_p_svm,3,0.34,0.18940755807469165,0.1772662715589745,0.26344086021505375,0.21420765027322405,0.34205933682373474,196,719,377,17829,19121,573,0.02996705193243031
slice_undercut_pressure,PRESSURE,stream_p_svm,3,0.34,0.4300066264489009,0.39338648068933324,0.44776119402985076,0.39473684210526316,0.5172413793103449,15,23,14,226,278,29,0.10431654676258993
slice_undercut_pressure,NO_PRESSURE,stream_p_svm,4,0.24000000000000002,0.2448373653740199,0.18221162214709832,0.3262135922330097,0.2517482517482518,0.4632352941176471,252,749,292,17897,19190,544,0.028348097967691506
slice_undercut_pressure,PRESSURE,stream_p_svm,4,0.24000000000000002,0.595579985483865,0.482807559658626,0.5454545454545454,0.40384615384615385,0.84,21,31,4,216,272,25,0.09191176470588236
slice_undercut_pressure,NO_PRESSURE,stream_p_xgb,0,0.29000000000000004,0.5025772543741808,0.06823507160167587,0.5336091003102379,0.5297741273100616,0.5375,258,229,222,18477,19186,480,0.02501824246846659
slice_undercut_pressure,PRESSURE,stream_p_xgb,0,0.29000000000000004,0.7318493510504038,0.16687776329847118,0.6808510638297872,0.6956521739130435,0.6666666666666666,16,7,8,245,276,24,0.08695652173913043
slice_undercut_pressure,NO_PRESSURE,stream_p_xgb,1,0.28,0.3601653195238866,0.08812873748289324,0.4108463434675431,0.36075036075036077,0.4770992366412214,250,443,274,18325,19292,524,0.027161517727555463
slice_undercut_pressure,PRESSURE,stream_p_xgb,1,0.28,0.586336722847109,0.24729236615961425,0.5238095238095238,0.6111111111111112,0.4583333333333333,11,7,13,218,249,24,0.0963855421686747
slice_undercut_pressure,NO_PRESSURE,stream_p_xgb,2,0.29000000000000004,0.3583872284870989,0.09905443367615067,0.4144609425435765,0.3107454017424976,0.622093023255814,321,712,195,17765,18993,516,0.027167903964618545
slice_undercut_pressure,PRESSURE,stream_p_xgb,2,0.29000000000000004,0.6628150373748092,0.2162451719204135,0.59375,0.5277777777777778,0.6785714285714286,19,17,9,222,267,28,0.10486891385767791
slice_undercut_pressure,NO_PRESSURE,stream_p_xgb,3,0.28,0.3337648997473181,0.09871137170319773,0.3734087694483734,0.31391200951248516,0.4607329842931937,264,577,309,17971,19121,573,0.02996705193243031
