model,ablation_name,fold_id,n_test_rows,PR_AUC,LogLoss,F1,Precision,Recall,threshold
tcn_gru,baseline_full,0,19227,0.38494726181241534,0.177824070384203,0.43552519214346713,0.38871951219512196,0.49514563106796117,0.91
tcn_gru,baseline_full,1,19486,0.37177261657509447,0.23885649890201924,0.4520222045995242,0.3810160427807487,0.5555555555555556,0.91
tcn_gru,baseline_full,2,19357,0.33264085009604377,0.27481999298686866,0.384419983065199,0.3398203592814371,0.442495126705653,0.9400000000000001
tcn_gru,baseline_full,3,19414,0.3802608084295445,0.20854866498559133,0.42902208201892744,0.3968871595330739,0.4668192219679634,0.9400000000000001
tcn_gru,baseline_full,4,19432,0.3387869644644534,0.18015815752740114,0.3937621832358674,0.4469026548672566,0.3519163763066202,0.92
tcn_gru,drop_G_race_phase,0,19227,0.39213302089800256,0.18244441264128394,0.44587155963302755,0.4226086956521739,0.47184466019417476,0.9
tcn_gru,drop_G_race_phase,1,19486,0.36794713355000974,0.26776861170786126,0.4438943894389439,0.38483547925608014,0.5243664717348928,0.97
tcn_gru,drop_G_race_phase,2,19357,0.33280670467687823,0.25349056861837616,0.3986655546288574,0.34839650145772594,0.46588693957115007,0.9500000000000001
tcn_gru,drop_G_race_phase,3,19414,0.3747737172746289,0.26390298548983304,0.4332281808622503,0.40077821011673154,0.47139588100686497,0.9400000000000001
tcn_gru,drop_G_race_phase,4,19432,0.3135129664505347,0.22577852033326384,0.37874396135265703,0.42516268980477223,0.34146341463414637,0.9600000000000001
tcn_gru,drop_G_strategy_history,0,19227,0.37961301517221563,0.19456065275175963,0.4492890995260663,0.4388888888888889,0.4601941747572815,0.9500000000000001
tcn_gru,drop_G_strategy_history,1,19486,0.3932506798374184,0.1944288449841921,0.46441281138790036,0.42716857610474634,0.5087719298245614,0.9
tcn_gru,drop_G_strategy_history,2,19357,0.3435503693468974,0.17284519936201545,0.3976311336717428,0.351270553064275,0.4580896686159844,0.87
tcn_gru,drop_G_strategy_history,3,19414,0.3609904899257337,0.14606313409524646,0.4270109235352532,0.37719298245614036,0.4919908466819222,0.81
tcn_gru,drop_G_strategy_history,4,19432,0.3093594735486514,0.21809759460913516,0.3877551020408163,0.4146825396825397,0.3641114982578397,0.93
tcn_gru,drop_G_tyre_state,0,19227,0.3631517153688044,0.18210438640314217,0.41570026761819806,0.3844884488448845,0.4524271844660194,0.91
