fold,n_valid,accuracy,precision,recall,f1,roc_auc,pr_auc,logloss
0,12092,0.9690704598081377,0.1111111111111111,0.0027247956403269754,0.005319148936170213,0.851715807881573,0.1629414800797108,0.11126870931951124
1,12283,0.9725637059350322,0.075,0.009900990099009901,0.01749271137026239,0.8222576681708237,0.09570473315652785,0.10430544552798955
2,11958,0.9698946312092324,0.75,0.008287292817679558,0.01639344262295082,0.8549335453833387,0.2072609990930886,0.11008282123548845
3,12232,0.9690974493132767,0.22580645161290322,0.019390581717451522,0.03571428571428571,0.7986883933027973,0.12150657264996739,0.11756118831869815
4,12284,0.9720774991859329,1.0,0.017191977077363897,0.03380281690140845,0.824482902253491,0.2414101169283662,0.10520344916209198
5,11957,0.9738228652672075,1.0,0.006349206349206349,0.012618296529968454,0.8299242207333601,0.13089116232661882,0.10303931073724906
6,11957,0.9677176549301665,0.4,0.005194805194805195,0.010256410256410256,0.783458729310786,0.13014191193171515,0.12479042159837807
7,12361,0.9738694280398026,1.0,0.006153846153846154,0.012232415902140673,0.8609479254544059,0.17609984897779998,0.09949492874596932
