race_id,driver_id,lapno,race_progress,position,fcy_status,pit_stops_so_far,tyre_change_pursuer,track_category,y_pit,current_compound,lap_time,interval,tyre_age,close_ahead,race_track,rained_yet,is_raining,minutes_rain,fulfilled_second_compound
1,4,56,0.9655172413793104,3,0,2,False,3,0,HARD,93.125,1.764,19,0,Melbourne,,,,1
1,4,57,0.9827586206896551,3,0,2,False,3,0,HARD,94.698,2.252,20,0,Melbourne,,,,1
1,5,0,0.0,5,0,2,False,3,0,MEDIUM,,,2,0,Melbourne,,,,0
1,5,1,0.017241379310344827,6,0,0,False,3,0,MEDIUM,108.266,1.28,3,1,Melbourne,,,,0
1,5,2,0.034482758620689655,6,0,0,False,3,0,MEDIUM,98.611,0.462,4,1,Melbourne,,,,0
1,5,3,0.05172413793103448,5,0,0,False,3,0,MEDIUM,97.81,2.486,5,1,Melbourne,,,,0
1,5,4,0.06896551724137931,5,0,0,False,3,0,MEDIUM,95.719,1.327,6,1,Melbourne,,,,0
1,5,5,0.08620689655172414,5,0,0,False,3,0,MEDIUM,96.205,1.18,7,0,Melbourne,,,,0
1,5,6,0.10344827586206896,5,0,0,False,3,0,MEDIUM,95.634,0.751,8,0,Melbourne,,,,0
1,5,7,0.1206896551724138,5,0,0,False,3,0,MEDIUM,96.292,0.425,9,0,Melbourne,,,,0
1,5,8,0.13793103448275862,5,0,0,False,3,0,MEDIUM,96.46,0.579,10,0,Melbourne,,,,0
1,5,9,0.15517241379310345,5,0,0,False,3,0,MEDIUM,96.405,0.333,11,1,Melbourne,,,,0
1,5,10,0.1724137931034483,5,0,0,False,3,0,MEDIUM,96.992,0.597,12,1,Melbourne,,,,0
1,5,11,0.1896551724137931,5,3,0,False,3,0,MEDIUM,97.667,1.387,13,0,Melbourne,,,,0
1,5,12,0.20689655172413793,5,4,0,False,3,1,MEDIUM,139.525,4.515,14,0,Melbourne,,,,0
1,5,13,0.22413793103448276,5,4,1,False,3,0,MEDIUM,128.277,2.176,1,0,Melbourne,,,,0
1,5,14,0.2413793103448276,5,4,1,False,3,0,MEDIUM,140.389,1.526,2,1,Melbourne,,,,0
1,5,15,0.25862068965517243,5,0,1,False,3,0,MEDIUM,132.487,0.316,3,1,Melbourne,,,,0
1,5,16,0.27586206896551724,5,0,1,False,3,0,MEDIUM,96.473,0.327,4,1,Melbourne,,,,0
1,5,17,0.29310344827586204,5,0,1,False,3,0,MEDIUM,95.451,0.835,5,1,Melbourne,,,,0
1,5,18,0.3103448275862069,5,0,1,False,3,0,MEDIUM,94.952,0.442,6,1,Melbourne,,,,0
1,5,19,0.3275862068965517,5,0,1,False,3,0,MEDIUM,95.453,0.507,7,1,Melbourne,,,,0
1,5,20,0.3448275862068966,5,0,1,False,3,0,MEDIUM,95.143,0.747,8,1,Melbourne,,,,0
1,5,21,0.3620689655172414,5,0,1,False,3,0,MEDIUM,94.612,0.671,9,1,Melbourne,,,,0
1,5,22,0.3793103448275862,5,0,1,False,3,0,MEDIUM,95.05,0.56,10,1,Melbourne,,,,0
1,5,23,0.39655172413793105,5,0,1,False,3,0,MEDIUM,95.3,0.651,11,1,Melbourne,,,,0
1,5,24,0.41379310344827586,5,0,1,False,3,0,MEDIUM,95.292,0.486,12,1,Melbourne,,,,0
1,5,25,0.43103448275862066,5,0,1,False,3,0,MEDIUM,96.059,0.79,13,1,Melbourne,,,,0
1,5,26,0.4482758620689655,5,0,1,False,3,0,MEDIUM,95.797,0.828,14,1,Melbourne,,,,0
1,5,27,0.46551724137931033,5,0,1,False,3,0,MEDIUM,95.783,0.664,15,1,Melbourne,,,,0
1,5,28,0.4827586206896552,5,0,1,False,3,0,MEDIUM,95.647,0.771,16,1,Melbourne,,,,0
1,5,29,0.5,5,0,1,False,3,0,MEDIUM,96.275,1.145,17,1,Melbourne,,,,0
1,5,30,0.5172413793103449,5,0,1,False,3,0,MEDIUM,95.831,1.005,18,1,Melbourne,,,,0
1,5,31,0.5344827586206896,5,0,1,False,3,0,MEDIUM,95.374,0.386,19,1,Melbourne,,,,0
1,5,32,0.5517241379310345,5,0,1,False,3,0,MEDIUM,96.19,0.499,20,1,Melbourne,,,,0
1,5,33,0.5689655172413793,4,0,1,False,3,0,MEDIUM,95.949,8.396,21,0,Melbourne,,,,0
1,5,34,0.5862068965517241,4,0,1,False,3,0,MEDIUM,94.077,7.569,22,0,Melbourne,,,,0
1,5,35,0.603448275862069,7,0,1,False,3,1,MEDIUM,112.828,7.735,23,0,Melbourne,,,,0
1,5,36,0.6206896551724138,5,0,2,False,3,0,HARD,99.972,2.289,1,0,Melbourne,,,,1
1,5,37,0.6379310344827587,5,0,2,False,3,0,HARD,94.374,2.506,2,1,Melbourne,,,,1
1,5,38,0.6551724137931034,5,0,2,False,3,0,HARD,94.57,3.04,3,0,Melbourne,,,,1
1,5,39,0.6724137931034483,5,0,2,False,3,0,HARD,93.994,3.069,4,0,Melbourne,,,,1
1,5,40,0.6896551724137931,5,0,2,False,3,0,HARD,93.951,2.938,5,0,Melbourne,,,,1
1,5,41,0.7068965517241379,5,0,2,False,3,0,HARD,94.092,3.112,6,0,Melbourne,,,,1
1,5,42,0.7241379310344828,5,0,2,False,3,0,HARD,94.528,3.843,7,0,Melbourne,,,,1
1,5,43,0.7413793103448276,5,0,2,False,3,0,HARD,94.353,4.627,8,0,Melbourne,,,,1
1,5,44,0.7586206896551724,5,0,2,False,3,0,HARD,93.446,4.715,9,0,Melbourne,,,,1
1,5,45,0.7758620689655172,5,0,2,False,3,0,HARD,94.019,4.78,10,0,Melbourne,,,,1
1,5,46,0.7931034482758621,5,0,2,False,3,0,HARD,93.82,4.825,11,0,Melbourne,,,,1
1,5,47,0.8103448275862069,5,0,2,False,3,0,HARD,93.812,5.098,12,0,Melbourne,,,,1
1,5,48,0.8275862068965517,5,0,2,False,3,0,HARD,92.987,4.759,13,0,Melbourne,,,,1
1,5,49,0.8448275862068966,5,0,2,False,3,0,HARD,93.52,4.906,14,0,Melbourne,,,,1
1,5,50,0.8620689655172413,5,0,2,False,3,0,HARD,93.468,4.934,15,0,Melbourne,,,,1
1,5,51,0.8793103448275862,5,0,2,False,3,0,HARD,93.844,5.229,16,0,Melbourne,,,,1
1,5,52,0.896551724137931,5,0,2,False,3,0,HARD,93.661,5.339,17,0,Melbourne,,,,1
1,5,53,0.9137931034482759,5,0,2,False,3,0,HARD,93.078,4.964,18,0,Melbourne,,,,1
1,5,54,0.9310344827586207,5,0,2,False,3,0,HARD,93.233,4.529,19,0,Melbourne,,,,1
1,5,55,0.9482758620689655,5,0,2,False,3,0,HARD,93.347,4.184,20,0,Melbourne,,,,1
1,5,56,0.9655172413793104,5,0,2,False,3,0,HARD,92.616,3.409,21,0,Melbourne,,,,1
1,5,57,0.9827586206896551,5,0,2,False,3,0,HARD,95.034,5.257,22,0,Melbourne,,,,1
1,6,0,0.0,6,0,2,False,3,0,MEDIUM,,,2,0,Melbourne,,,,0
1,6,1,0.017241379310344827,7,0,0,False,3,0,MEDIUM,108.805,0.539,3,1,Melbourne,,,,0
1,6,2,0.034482758620689655,7,0,0,False,3,0,MEDIUM,98.579,0.507,4,1,Melbourne,,,,0
1,6,3,0.05172413793103448,7,0,0,False,3,0,MEDIUM,99.424,1.02,5,1,Melbourne,,,,0
1,6,4,0.06896551724137931,7,0,0,False,3,0,MEDIUM,96.855,0.862,6,1,Melbourne,,,,0
1,6,5,0.08620689655172414,8,0,0,False,3,0,MEDIUM,97.592,1.635,7,1,Melbourne,,,,0
1,6,6,0.10344827586206896,8,0,0,False,3,0,MEDIUM,96.357,3.067,8,1,Melbourne,,,,0
1,6,7,0.1206896551724138,8,0,0,False,3,0,MEDIUM,96.263,3.37,9,1,Melbourne,,,,0
1,6,8,0.13793103448275862,8,0,0,False,3,0,MEDIUM,95.798,1.383,10,1,Melbourne,,,,0
1,6,9,0.15517241379310345,8,0,0,False,3,0,MEDIUM,96.093,0.828,11,1,Melbourne,,,,0
1,6,10,0.1724137931034483,7,0,0,False,3,0,MEDIUM,96.359,0.743,12,1,Melbourne,,,,0
1,6,11,0.1896551724137931,7,3,0,False,3,0,MEDIUM,97.041,0.531,13,1,Melbourne,,,,0
1,6,12,0.20689655172413793,7,4,0,False,3,1,MEDIUM,143.494,0.03,14,1,Melbourne,,,,0
1,6,13,0.22413793103448276,7,4,1,False,3,0,MEDIUM,123.534,1.671,1,0,Melbourne,,,,0
1,6,14,0.2413793103448276,7,4,1,False,3,0,MEDIUM,139.749,0.84,2,0,Melbourne,,,,0
1,6,15,0.25862068965517243,7,0,1,False,3,0,MEDIUM,132.012,0.45,3,1,Melbourne,,,,0
1,6,16,0.27586206896551724,7,0,1,False,3,0,MEDIUM,96.656,0.922,4,1,Melbourne,,,,0
1,6,17,0.29310344827586204,7,0,1,False,3,0,MEDIUM,95.525,1.045,5,1,Melbourne,,,,0
1,6,18,0.3103448275862069,7,0,1,False,3,0,MEDIUM,95.413,1.277,6,1,Melbourne,,,,0
1,6,19,0.3275862068965517,7,0,1,False,3,0,MEDIUM,95.054,1.137,7,1,Melbourne,,,,0
1,6,20,0.3448275862068966,7,0,1,False,3,0,MEDIUM,95.074,0.87,8,1,Melbourne,,,,0
1,6,21,0.3620689655172414,7,0,1,False,3,0,MEDIUM,94.857,0.862,9,1,Melbourne,,,,0
1,6,22,0.3793103448275862,7,0,1,False,3,0,MEDIUM,94.754,0.709,10,1,Melbourne,,,,0
1,6,23,0.39655172413793105,7,0,1,False,3,0,MEDIUM,95.461,0.757,11,1,Melbourne,,,,0
1,6,24,0.41379310344827586,7,0,1,False,3,0,MEDIUM,95.383,0.755,12,1,Melbourne,,,,0
1,6,25,0.43103448275862066,7,0,1,False,3,0,MEDIUM,95.677,0.669,13,1,Melbourne,,,,0
1,6,26,0.4482758620689655,7,0,1,False,3,0,MEDIUM,96.25,1.063,14,0,Melbourne,,,,0
