fold,n_valid,accuracy,precision,recall,f1,roc_auc,pr_auc,logloss
0,19462,0.973795087863529,0.4732142857142857,0.10515873015873016,0.17207792207792208,0.902488290741271,0.3067932622442079,0.08441078776992593
1,19541,0.973133411800829,0.592,0.13503649635036497,0.2199108469539376,0.9209998996941248,0.3044483580440805,0.08656460870179422
2,19260,0.9656801661474559,0.3081967213114754,0.17279411764705882,0.22143698468786807,0.887047728901349,0.2148595907271746,0.10271632022418306
3,19399,0.9699469044796124,0.7209302325581395,0.05149501661129568,0.09612403100775194,0.8863491152277958,0.32072659467804543,0.10163456943772367
4,19462,0.9708663035659233,0.5135135135135135,0.06678383128295255,0.1181959564541213,0.8728532908060443,0.29230750901504143,0.09928863793060992
