fold,n_valid,accuracy,precision_macro,recall_macro,f1_macro,logloss
0,854,0.585480093676815,0.39807274982059876,0.38627592777133124,0.37494489051768004,0.919348426775143
1,854,0.607728337236534,0.4295440674550469,0.40850873295886736,0.4133038774652021,0.9092522335238539
2,858,0.5431235431235432,0.3923313850130079,0.3527592655882129,0.3626932445228908,1.0197212912543654
3,860,0.6023255813953489,0.4324352299239245,0.4493918246915358,0.43458297464988355,0.9534022250708274
4,854,0.639344262295082,0.5963772970622285,0.5753421848029746,0.5678025141457358,0.8556943902885351
