number,value,datetime_start,datetime_complete,duration,params_colsample_bynode,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
22,1.4752621412439826,2026-02-26 10:30:33.512231,2026-02-26 10:30:34.190147,0 days 00:00:00.677916,0.7208889696810122,0.42349034083321246,0.003907035323986749,0.13435048371575364,5,9,6,3521,0.43811211521475035,0.7263933365825801,0.7007696599630043,COMPLETE
23,1.3789867681055237,2026-02-26 10:30:34.218861,2026-02-26 10:30:34.781295,0 days 00:00:00.562434,0.7001695086539517,0.6726510922828237,0.5028158673430752,0.20163783077066613,7,8,4,2817,0.1844745858293252,0.1322886703717382,0.6315536357344026,PRUNED
24,1.4300426903821664,2026-02-26 10:30:34.808332,2026-02-26 10:30:35.462992,0 days 00:00:00.654660,0.6235622205633345,0.7521060457555294,0.01544129113557836,0.18951697747697188,4,7,8,4425,0.0025803783051645715,3.7198941686836196,0.7737014117604041,COMPLETE
25,1.265045056158576,2026-02-26 10:30:35.493237,2026-02-26 10:30:36.059630,0 days 00:00:00.566393,0.5849723158073615,0.7661981102981441,0.01908345056897743,0.12630752837326412,4,7,9,4406,0.0021978975985776157,0.47457808583286293,0.7869761114504635,PRUNED
26,1.3253773132372613,2026-02-26 10:30:36.085187,2026-02-26 10:30:36.730682,0 days 00:00:00.645495,0.7554378125322863,0.8574452817544924,0.14981530744963015,0.1826437903832286,3,6,2,5284,0.003674628070634474,5.282427095081417,0.7818188261601787,PRUNED
27,1.289044550963479,2026-02-26 10:30:36.754317,2026-02-26 10:30:37.340508,0 days 00:00:00.586191,0.6291430289617619,0.7203102715372958,0.03903753686722125,0.15601547529505347,2,7,4,4727,0.010396844974425194,9.86249395889305,0.8389042065105683,PRUNED
28,1.2962990623417299,2026-02-26 10:30:37.364924,2026-02-26 10:30:38.218372,0 days 00:00:00.853448,0.833039676093771,0.7727688827083856,0.020371310587542105,0.05937452194704538,1,8,8,5631,0.0010515605902381823,1.5555387652754873,0.8722849256902541,PRUNED
29,1.2938286158740846,2026-02-26 10:30:38.242565,2026-02-26 10:30:38.903773,0 days 00:00:00.661208,0.7863716560575621,0.9337922853291007,0.05162032954325828,0.20386967031685704,7,8,9,4002,0.034410435136985267,0.07953213985462491,0.7042256138489096,PRUNED
30,1.3257228024234828,2026-02-26 10:30:38.927574,2026-02-26 10:30:39.577930,0 days 00:00:00.650356,0.949505708295669,0.8232590104150003,0.010421167639525896,0.1927798123533577,5,7,8,4852,0.002831185473695894,0.18467261911894137,0.7658781983016548,PRUNED
31,1.434722607340486,2026-02-26 10:30:39.601490,2026-02-26 10:30:40.192417,0 days 00:00:00.590927,0.6784597648255047,0.4702108436067257,0.003925818699534383,0.2469422076405499,6,9,8,3202,0.7401294177445195,3.0096361338449817,0.6458230359485808,COMPLETE
32,1.4380370606984552,2026-02-26 10:30:40.221616,2026-02-26 10:30:40.752984,0 days 00:00:00.531368,0.7324846575587126,0.46065502617682524,0.0023169436095525314,0.24956398793111212,5,9,10,2982,4.935066335447134,1.9060406253699949,0.6507090183735171,COMPLETE
33,1.2900327412943495,2026-02-26 10:30:40.781279,2026-02-26 10:30:41.357411,0 days 00:00:00.576132,0.6294032759171017,0.5648779131652664,0.014713870511565466,0.15543697644606225,8,10,8,2551,0.010879230654381879,0.3694810344223633,0.6737777300850628,PRUNED
34,1.2788090198187176,2026-02-26 10:30:41.388868,2026-02-26 10:30:41.818339,0 days 00:00:00.429471,0.559057300200795,0.6948796504220902,0.005703001684298562,0.20694473080733236,6,5,6,2406,0.7648226846537608,0.9977832459820094,0.7070063916051883,PRUNED
35,1.2585335028021025,2026-02-26 10:30:41.859767,2026-02-26 10:30:42.798823,0 days 00:00:00.939056,0.6918863347442601,0.7335172607789177,0.13114941453587872,0.036876448829210706,4,8,10,1707,0.0017038504442763891,4.560291621478695,0.6897551936745813,PRUNED
36,1.3240148338663449,2026-02-26 10:30:42.823982,2026-02-26 10:30:43.433509,0 days 00:00:00.609527,0.606433176105078,0.6066475921943538,0.22399992126854004,0.21317787378668845,7,9,1,5714,0.14398056247934338,6.7731570632387035,0.6568096477208566,PRUNED
37,1.2972185882064706,2026-02-26 10:30:43.460766,2026-02-26 10:30:43.789709,0 days 00:00:00.328943,0.6668881295435852,0.7821504349984598,5.709828547620313,0.1620414513718229,9,5,7,3338,0.004340353727436267,2.8985233057281805,0.7177957736028768,PRUNED
38,1.2723180878779177,2026-02-26 10:30:43.816376,2026-02-26 10:30:44.406238,0 days 00:00:00.589862,0.7503800898830996,0.8417503625739059,0.057423482133281335,0.10609813583730594,3,6,12,3780,0.023933288416170723,0.0338612441250434,0.6349446502363327,PRUNED
39,1.2671508169221903,2026-02-26 10:30:44.430264,2026-02-26 10:30:45.034132,0 days 00:00:00.603868,0.8162856286978646,0.5286022674032342,0.0011249507534995744,0.14396733210518037,6,8,9,4214,0.07214439423427575,0.23678071607911666,0.8101534076146533,PRUNED
40,1.3829612922454015,2026-02-26 10:30:45.058909,2026-02-26 10:30:45.917618,0 days 00:00:00.858709,0.5933906579474496,0.8922097349826245,0.030760562977530662,0.17176766422574674,4,10,3,656,0.009161649752229125,0.013155978354524178,0.8322518033879251,PRUNED
41,1.4365581999661436,2026-02-26 10:30:45.939719,2026-02-26 10:30:46.421200,0 days 00:00:00.481481,0.7176376251831728,0.4346273480765725,0.002194140256500076,0.24870102346196865,5,9,11,2949,5.157299228210223,1.8700048361552566,0.6473898673451278,COMPLETE
42,1.4473222382809305,2026-02-26 10:30:46.450152,2026-02-26 10:30:46.950867,0 days 00:00:00.500715,0.6467862448470988,0.46679668166565513,0.0025233991924397915,0.22073619154680646,5,9,11,1976,4.591618287042977,1.1452043430832783,0.675340847804414,COMPLETE
43,1.4488504188803608,2026-02-26 10:30:46.977657,2026-02-26 10:30:47.526694,0 days 00:00:00.549037,0.7070066577053904,0.5491056822986606,0.0064687325232452965,0.19265715522245763,5,8,11,2854,1.0570157500329909,0.5611729461677453,0.6312863606679596,COMPLETE
44,1.274051773134251,2026-02-26 10:30:47.555938,2026-02-26 10:30:48.157750,0 days 00:00:00.601812,0.7828288824025794,0.4873315908024605,0.0014687301581267683,0.22491375045790543,8,9,4,3345,2.1622128936249,7.064393239651715,0.6594054432656586,PRUNED
45,1.2639867952343773,2026-02-26 10:30:48.182322,2026-02-26 10:30:48.616780,0 days 00:00:00.434458,0.6717341655783762,0.4479668188046604,0.0028042716813371747,0.24933224812693122,6,10,11,5497,9.439531292584244,3.926130495109713,0.9317874729767939,PRUNED
46,1.2771503585062889,2026-02-26 10:30:48.642039,2026-02-26 10:30:49.121282,0 days 00:00:00.479243,0.5649605632256954,0.74832915166367,0.014845137886046193,0.22026490922645567,0,8,7,2442,3.592996400176789,2.2698335587463294,0.7310866533364405,PRUNED
47,1.2658230997259923,2026-02-26 10:30:49.144834,2026-02-26 10:30:49.697229,0 days 00:00:00.552395,0.761982673009093,0.625743854716112,0.008250489684828301,0.12143838382785167,3,7,10,5129,0.001474738404850673,0.837022464396942,0.6112973452626226,PRUNED
48,1.3439786287800777,2026-02-26 10:30:49.720735,2026-02-26 10:30:50.075020,0 days 00:00:00.354285,0.735108529470057,0.704938468543174,2.572214566096164,0.18837713515420698,7,9,2,3122,0.2147107601226063,1.4073960883179764,0.8799440277197816,PRUNED
49,1.4652071681413297,2026-02-26 10:30:50.099980,2026-02-26 10:30:50.551341,0 days 00:00:00.451361,0.5084416146429471,0.4998038672604251,0.003922079566234863,0.16816686086575158,4,4,5,4508,1.4268278520262836,0.0015323092480055778,0.6172939029239481,COMPLETE
50,1.2467532235110257,2026-02-26 10:30:50.578684,2026-02-26 10:30:51.323998,0 days 00:00:00.745314,0.855384839818619,0.4340404532159588,0.06740543248269312,0.04671377959627994,9,10,9,2109,0.0037203284763789642,2.630821249174383,0.6879246755780514,PRUNED
51,1.4400342442251444,2026-02-26 10:30:51.348507,2026-02-26 10:30:51.878666,0 days 00:00:00.530159,0.7308111072330226,0.45788052679844715,0.0017512636529786634,0.24594231484350865,5,9,10,3041,5.2820192277077345,1.9490971761863223,0.6496885926560036,COMPLETE
52,1.4460579428026983,2026-02-26 10:30:51.907664,2026-02-26 10:30:52.403368,0 days 00:00:00.495704,0.6811074962337395,0.47921266107921384,0.0023454331028573455,0.22718577656982344,5,9,12,2855,2.755812746974285,4.898934997467605,0.6523007187144775,COMPLETE
53,1.2660546919509608,2026-02-26 10:30:52.430356,2026-02-26 10:30:52.979996,0 days 00:00:00.549640,0.6493143623494342,0.7950851322305833,0.001017067127799443,0.22986138480722698,4,8,8,3699,0.7265384804221641,1.6114340814764885,0.6183226280929138,PRUNED
54,1.4525885535160614,2026-02-26 10:30:53.003716,2026-02-26 10:30:53.494701,0 days 00:00:00.490985,0.7051181676734298,0.5117912139223142,0.004462861392574662,0.21374613632822717,6,9,10,3427,7.618576098960526,2.9920556773351974,0.6427832609763536,COMPLETE
55,1.282910941671129,2026-02-26 10:30:53.523055,2026-02-26 10:30:53.917765,0 days 00:00:00.394710,0.74156838356632,0.41129268891879023,0.10025332664602403,0.24917259916766793,5,9,8,4007,4.775413622344384,0.08738464546201251,0.6686647979165261,PRUNED
56,1.4651692760113675,2026-02-26 10:30:53.943313,2026-02-26 10:30:54.499983,0 days 00:00:00.556670,0.7188994903496446,0.44619212120934304,0.002985241348413189,0.19850324540382408,6,10,11,2748,6.0423693604149875,9.945885370569876,0.9896482441455315,COMPLETE
57,1.2507402157362821,2026-02-26 10:30:54.529089,2026-02-26 10:30:55.171256,0 days 00:00:00.642167,0.6162393673387195,0.5328992613633361,0.0018270681321664534,0.1446585219299879,3,8,1,3114,2.4234971880490512,0.47314798568234795,0.7462459102946987,PRUNED
58,1.2858070782496573,2026-02-26 10:30:55.196053,2026-02-26 10:30:55.724200,0 days 00:00:00.528147,0.6866206527633943,0.6788232629752643,0.7957789033889855,0.07653520271114118,2,7,6,5917,0.005926943066255081,7.053485158079359,0.6275909603986098,PRUNED
59,1.241102661101575,2026-02-26 10:30:55.749537,2026-02-26 10:30:56.315344,0 days 00:00:00.565807,0.6527644903377237,0.8374118129457617,0.256497640457902,0.177446616679793,0,9,10,3892,1.6488276384994092,0.16687981202245605,0.6007095009256744,PRUNED
60,1.2462113530456957,2026-02-26 10:30:56.340295,2026-02-26 10:30:56.920914,0 days 00:00:00.580619,0.8013789748089334,0.40103694605926027,0.014325422942372292,0.09874646797935027,5,8,7,5345,3.58689636742549,1.1888225908613599,0.8956200545444426,PRUNED
61,1.446792183434157,2026-02-26 10:30:56.945811,2026-02-26 10:30:57.437786,0 days 00:00:00.491975,0.7351847439576674,0.46552239664053957,0.0016206507825591776,0.23816737788988657,5,9,10,2985,6.335031321785844,2.0107471659080622,0.6469405585836563,COMPLETE
62,1.4420791568748077,2026-02-26 10:30:57.464798,2026-02-26 10:30:57.963031,0 days 00:00:00.498233,0.7216457335334429,0.4442395540843936,0.002202055311385926,0.24601526202710952,4,9,11,3234,3.6612681568881618,1.8792251915926614,0.6702429573303458,COMPLETE
63,1.2596767446876738,2026-02-26 10:30:57.991967,2026-02-26 10:30:58.667469,0 days 00:00:00.675502,0.783115023290262,0.7987732721908002,0.028700787887621218,0.2063956084824284,5,10,9,2647,1.0749794028935655,3.8791577901445136,0.6886729379414913,PRUNED
64,1.4438203378357295,2026-02-26 10:30:58.692909,2026-02-26 10:30:59.302586,0 days 00:00:00.609677,0.7689608928109108,0.4696849514085738,0.007480817219019704,0.19004367239270978,6,9,12,3506,0.0020086839135317253,2.209053955466352,0.9472988755968577,COMPLETE
65,1.275791141493457,2026-02-26 10:30:59.330730,2026-02-26 10:30:59.798263,0 days 00:00:00.467533,0.7013196967740911,0.4206561684092499,0.0033069944894407047,0.22744140420218695,1,8,9,3013,0.2615828431109124,0.04942831999135275,0.7613906461756894,PRUNED
66,1.2852077837331208,2026-02-26 10:30:59.822161,2026-02-26 10:31:00.506550,0 days 00:00:00.684389,0.9142678703177431,0.7513597418704101,0.0012795698136396543,0.2058636085502752,6,9,10,2304,0.0026178239675319903,0.8360179977289386,0.6223771822825752,PRUNED
67,1.2793942946340204,2026-02-26 10:31:00.532231,2026-02-26 10:31:01.249299,0 days 00:00:00.717068,0.9742318880284666,0.5045905101500736,0.0016720855984392168,0.23449754200184522,7,10,4,4194,0.0013337906528331812,3.414477445803609,0.72078675902154,PRUNED
68,1.2559079708035321,2026-02-26 10:31:01.275006,2026-02-26 10:31:01.919322,0 days 00:00:00.644316,0.7179591876807757,0.7254331465726025,0.00495527055264642,0.17998162506087226,4,8,8,4974,0.7796155415805848,5.679688048975603,0.6451675511328173,PRUNED
69,1.5223433361833856,2026-02-26 10:31:01.945780,2026-02-26 10:31:03.136089,0 days 00:00:01.190309,0.5323691182787437,0.5801371053271225,0.010722996033783154,0.02249224585585945,5,9,10,4650,0.10519961150860485,0.3485301535490607,0.6873724599639205,COMPLETE
70,1.2521423848806346,2026-02-26 10:31:03.165301,2026-02-26 10:31:03.613656,0 days 00:00:00.448355,0.6733692804319258,0.4562515256218562,0.002008905613416259,0.16101836469970476,6,7,11,2642,0.007412701808093166,1.3635664276659447,0.6623432744144422,PRUNED
71,1.4442124100437475,2026-02-26 10:31:03.639463,2026-02-26 10:31:04.142931,0 days 00:00:00.503468,0.7377298825768512,0.43670616596021483,0.002019185088831612,0.24951683759938081,4,9,11,3196,4.34350987245995,1.8296322575775943,0.6687161144742741,COMPLETE
72,1.2549602982862575,2026-02-26 10:31:04.171627,2026-02-26 10:31:04.552904,0 days 00:00:00.381277,0.7246840384428215,0.48703676674158064,0.003025249693751993,0.2342782792623905,5,9,12,3229,9.889796910325476,0.6243384433195542,0.6532648159383107,PRUNED
73,1.2425845221489709,2026-02-26 10:31:04.578588,2026-02-26 10:31:05.021543,0 days 00:00:00.442955,0.6945985876555556,0.42835879972579716,0.0012929857219093927,0.21257336469910862,3,10,5,2987,6.615517916410332,2.6581623226974145,0.7905464625061724,PRUNED
74,1.334030787524325,2026-02-26 10:31:05.046693,2026-02-26 10:31:05.841887,0 days 00:00:00.795194,0.7544293194693323,0.7853724429437221,0.0023126284858396187,0.194278729031648,4,9,3,3575,1.8732145206900417,0.912024077273344,0.6984618790178406,PRUNED
75,1.2530244295004707,2026-02-26 10:31:05.867716,2026-02-26 10:31:06.408653,0 days 00:00:00.540937,0.6327936617249674,0.8089390631131551,0.004266182424018665,0.23798714228134588,4,8,11,3329,2.8290584348974885,1.8411301727079226,0.6757145174481305,PRUNED
76,1.3070150786174637,2026-02-26 10:31:06.445243,2026-02-26 10:31:07.085727,0 days 00:00:00.640484,0.6581231510734198,0.8575131780392397,0.006358514915629472,0.21222081778679744,4,9,9,3760,3.3971739977376334,0.1166885740411624,0.8539068458171699,PRUNED
77,1.4440608496141105,2026-02-26 10:31:07.110440,2026-02-26 10:31:07.599006,0 days 00:00:00.488566,0.7135530572505282,0.4574545928291554,0.10740692501893483,0.21950873557342174,5,8,6,2904,5.399717746198599,4.510369802916315,0.6357033456296837,COMPLETE
78,1.3584564950234956,2026-02-26 10:31:07.627739,2026-02-26 10:31:08.282040,0 days 00:00:00.654301,0.8005559285195454,0.8827018254062484,0.02946932524806078,0.2493693071820094,7,6,2,2457,0.012652190355567883,7.613093082043909,0.6125285848005608,PRUNED
79,1.2413015180474423,2026-02-26 10:31:08.305111,2026-02-26 10:31:09.013986,0 days 00:00:00.708875,0.6831539225797403,0.5318779249439938,0.0034016315533471385,0.05797787723520321,6,10,12,4358,0.032966339527776584,0.059794294508398085,0.7154660850217611,PRUNED
80,1.2387183843081795,2026-02-26 10:31:09.040936,2026-02-26 10:31:09.517684,0 days 00:00:00.476748,0.7705871440891271,0.4426239655716996,0.01048620099201952,0.19801123386688804,2,8,11,5758,7.486696860280341,3.2783045640885238,0.8270092816870854,PRUNED
81,1.2884059321499024,2026-02-26 10:31:09.543929,2026-02-26 10:31:10.109728,0 days 00:00:00.565799,0.8963567257753098,0.4720555550566114,0.007363106190199514,0.18951966004854795,6,9,12,3542,0.0024542611652406568,2.319107635395124,0.9430310219168475,PRUNED
82,1.2456882813164967,2026-02-26 10:31:10.137958,2026-02-26 10:31:10.673264,0 days 00:00:00.535306,0.7723765133595734,0.49479856769312797,0.0048939464229265164,0.1729111345648942,5,9,11,3383,0.001998043196013189,1.1842067854834102,0.967789332078157,PRUNED
83,1.2749545084770006,2026-02-26 10:31:10.698167,2026-02-26 10:31:11.196192,0 days 00:00:00.498025,0.727416626155541,0.4748698939402269,0.0025167009475528654,0.23074958389558572,10,9,12,2740,0.003342797208082216,2.108737850340955,0.9674945036487133,PRUNED
84,1.273163314273656,2026-02-26 10:31:11.219576,2026-02-26 10:31:11.648860,0 days 00:00:00.429284,0.5851667326639136,0.41614076570498054,0.008610395523683312,0.21726304599947133,5,9,12,3491,0.0049759221653874275,4.221231102317093,0.9913649970320101,PRUNED
85,1.2457318736049616,2026-02-26 10:31:11.673872,2026-02-26 10:31:12.311452,0 days 00:00:00.637580,0.7427284350149392,0.5547704300906997,0.0012863979287311175,0.1888501438498093,8,10,10,4048,0.0013537487382246354,1.6069252054967424,0.953327823807037,PRUNED
86,1.289684274402305,2026-02-26 10:31:12.335249,2026-02-26 10:31:12.861796,0 days 00:00:00.526547,0.8420346808884343,0.512855721816518,0.022318464207500405,0.23637183037765921,6,9,8,3103,0.5717190336707596,2.7559875357646333,0.664107933032664,PRUNED
87,1.3831767398250085,2026-02-26 10:31:12.887113,2026-02-26 10:31:14.072982,0 days 00:00:01.185869,0.9283501827635801,0.9846076307592495,0.01272827756783613,0.1469715302856464,7,8,3,4826,0.0019095513737111256,0.022399434619336783,0.9161332321810313,PRUNED
88,1.2669690877968514,2026-02-26 10:31:14.097785,2026-02-26 10:31:14.695674,0 days 00:00:00.597889,0.61769995014539,0.8286662760252959,0.01686128098092121,0.20316398938029623,3,9,11,3842,0.0031667314046552367,5.358034526167609,0.9998491734493935,PRUNED
89,1.4261879159507695,2026-02-26 10:31:14.723165,2026-02-26 10:31:15.190700,0 days 00:00:00.467535,0.7614198863981231,0.7642484191616401,2.96650998865862,0.18115366055653648,5,8,11,5172,0.0011008805564734245,1.3744242019401078,0.6287272097746596,COMPLETE
90,1.2727633850456985,2026-02-26 10:31:15.218938,2026-02-26 10:31:15.586947,0 days 00:00:00.368009,0.871922226040335,0.7602156701671883,2.6330660603196447,0.22189135028115867,5,7,10,5481,0.0010090017649914689,0.6899348764059381,0.6251515440475415,PRUNED
91,1.2536382959201655,2026-02-26 10:31:15.612679,2026-02-26 10:31:16.010672,0 days 00:00:00.397993,0.7657840451846685,0.7715953693822413,1.593319349841739,0.18148426247715854,6,8,11,5065,0.00120186111270403,1.3432808435261627,0.6486296834116339,PRUNED
92,1.2583819043265962,2026-02-26 10:31:16.034566,2026-02-26 10:31:16.509547,0 days 00:00:00.474981,0.8177984978196342,0.7445018914416662,0.6883637418717413,0.23627805552213865,6,9,12,4480,0.0017807670997868881,2.350611827894282,0.6352326753599554,PRUNED
93,1.2445348562866447,2026-02-26 10:31:16.535045,2026-02-26 10:31:17.407093,0 days 00:00:00.872048,0.7082132550897816,0.8087535510260884,0.4089585772342394,0.030222122635959865,4,6,10,5191,3.859862487930853,3.6093647594596643,0.6084542493968909,PRUNED
94,1.2599111884271461,2026-02-26 10:31:17.433546,2026-02-26 10:31:17.775671,0 days 00:00:00.342125,0.6915663459644668,0.4568235647386822,4.249783103231152,0.16609164130099205,5,9,11,3263,0.004329904213832122,1.794649132905176,0.6394102356875401,PRUNED
95,1.3071551921417575,2026-02-26 10:31:17.800561,2026-02-26 10:31:18.421683,0 days 00:00:00.621122,0.6431546545349652,0.7897776330695656,0.005912134770394877,0.12936446409628427,5,8,11,5549,0.0015523026315284378,1.0022788244687857,0.9797942631297278,PRUNED
96,1.331557307803492,2026-02-26 10:31:18.446152,2026-02-26 10:31:19.015753,0 days 00:00:00.569601,0.749995145273246,0.7195764552445464,0.27005353632811696,0.20647041478723385,6,7,7,4915,0.002212671105239153,2.9409727693212075,0.6605106214004409,PRUNED
97,1.2511381861437532,2026-02-26 10:31:19.040624,2026-02-26 10:31:19.386027,0 days 00:00:00.345403,0.6742223624069164,0.429492248291739,1.0115992674309902,0.24699939118374892,1,9,1,4705,7.972733514086739,6.221592276646204,0.7691509639053651,PRUNED
98,1.2751604638399865,2026-02-26 10:31:19.410242,2026-02-26 10:31:20.011633,0 days 00:00:00.601391,0.7301889425410011,0.6951677963433434,0.051002717274417075,0.22139435880400166,4,10,9,3636,2.4657214501921145,8.437478725499204,0.6819247751360186,PRUNED
99,1.432885755206471,2026-02-26 10:31:20.036242,2026-02-26 10:31:20.572528,0 days 00:00:00.536286,0.6622723190877287,0.6441889874504019,0.0034598588097363827,0.18842536327480963,5,5,10,5214,0.0066721536482319335,0.19140964425978949,0.62042521107109,COMPLETE
100,1.4510656831010298,2026-02-26 10:31:20.600358,2026-02-26 10:31:21.136138,0 days 00:00:00.535780,0.6654496403353423,0.661116153059166,0.001527179638959293,0.15746405330810406,5,5,10,5309,0.006635136578825414,0.2187457195105857,0.6191356488394538,COMPLETE
101,1.4552295582600956,2026-02-26 10:31:21.165159,2026-02-26 10:31:21.636232,0 days 00:00:00.471073,0.7011947110597528,0.48943625862410783,0.0034375647950065005,0.1843087658499489,4,4,10,5938,0.0041829592733248835,0.012575042875303009,0.6283936456306526,COMPLETE
102,1.2608153078074533,2026-02-26 10:31:21.664112,2026-02-26 10:31:22.039710,0 days 00:00:00.375598,0.6824387220536309,0.638862136495974,0.0021260450221603413,0.19591054361453464,5,4,9,5636,0.0031727529984481016,0.14922605133352126,0.6429629524127146,PRUNED
103,1.4448861228004337,2026-02-26 10:31:22.064840,2026-02-26 10:31:22.498851,0 days 00:00:00.434011,0.6414218231039038,0.4439367793461631,0.003953573598664964,0.21260628967196155,5,5,11,5240,0.014880206381103482,1.5035782690323094,0.6535996179895956,COMPLETE
104,1.2384820147140163,2026-02-26 10:31:22.525625,2026-02-26 10:31:22.974531,0 days 00:00:00.448906,0.7926724275614927,0.4110230913023531,0.0028271706075477963,0.22922151567852236,6,7,10,4566,0.008700630454322284,0.0704131901673045,0.8920593032421823,PRUNED
105,1.2602223747317138,2026-02-26 10:31:23.010883,2026-02-26 10:31:23.592057,0 days 00:00:00.581174,0.712469311842876,0.46458092799360584,0.004951817782011729,0.16995593871148423,5,9,2,5428,5.327541400260849,0.47334309949027364,0.6057603611857716,PRUNED
106,1.2518347098944695,2026-02-26 10:31:23.617462,2026-02-26 10:31:24.014083,0 days 00:00:00.396621,0.620766482166298,0.850837081263947,0.0019163859062735873,0.23936440972565312,6,3,12,5812,1.4957343686794615,2.0427299303636244,0.6676527756384878,PRUNED
107,1.3228996111873812,2026-02-26 10:31:24.041254,2026-02-26 10:31:24.813046,0 days 00:00:00.771792,0.6548880170269503,0.8126759596431417,0.0383024116582821,0.11651848769906821,4,9,5,3054,0.023560548193855238,0.04245416543329031,0.628862132944873,PRUNED
108,1.268156172114531,2026-02-26 10:31:24.839234,2026-02-26 10:31:25.425884,0 days 00:00:00.586650,0.7458151003875544,0.7356101224560172,0.007607863785967508,0.20100196847318744,3,9,9,5062,3.290064848768785,2.4911057047230667,0.6166429520622226,PRUNED
109,1.2650100936884483,2026-02-26 10:31:25.450785,2026-02-26 10:31:26.151781,0 days 00:00:00.700996,0.7229968593152241,0.779754408051605,0.0713568447999039,0.13914310780748337,7,8,11,2774,0.0056112034624371315,0.10010434945982744,0.7336139565643668,PRUNED
110,1.2914781548335708,2026-02-26 10:31:26.181041,2026-02-26 10:31:26.799833,0 days 00:00:00.618792,0.5993969319097915,0.7575906255057201,0.0024889606457342644,0.22337074679723748,5,6,3,2898,4.2465501364300176,1.1705251915978834,0.6965367632224926,PRUNED
111,1.262206447176181,2026-02-26 10:31:26.823845,2026-02-26 10:31:27.216699,0 days 00:00:00.392854,0.7133781440628855,0.4498879178362758,0.17253869904601302,0.2183608677152726,5,8,6,2581,4.843193846022192,4.39103133037552,0.6381108648604136,PRUNED
112,1.4206629645241229,2026-02-26 10:31:27.239981,2026-02-26 10:31:27.788713,0 days 00:00:00.548732,0.7585761835691458,0.5221188789804629,0.0011219742357027333,0.24706413901834176,4,8,5,2969,5.488468304843989,3.470411619003025,0.6470407245744598,COMPLETE
113,1.2367434631438707,2026-02-26 10:31:27.814878,2026-02-26 10:31:28.267972,0 days 00:00:00.453094,0.7574255154603056,0.48472606653085143,0.0011201930271632604,0.24506591651910023,4,8,4,3233,6.740873056079556,3.477575257433048,0.6520987376247078,PRUNED
114,1.2799263404984182,2026-02-26 10:31:28.291690,2026-02-26 10:31:28.851930,0 days 00:00:00.560240,0.6989793704158316,0.5252233312205745,0.003559107149147027,0.23184406980507366,4,9,5,3452,0.002550844941744111,3.016926740461369,0.6449546715205984,PRUNED
115,1.2713795671900352,2026-02-26 10:31:28.878435,2026-02-26 10:31:29.520679,0 days 00:00:00.642244,0.985775692920205,0.6116395216667015,0.0015182666024695615,0.20868003627332304,5,8,7,2942,2.108391687207823,1.9315864296944274,0.6787648350667066,PRUNED
116,1.2433648566432434,2026-02-26 10:31:29.545187,2026-02-26 10:31:30.082775,0 days 00:00:00.537588,0.7757702411745641,0.5023302300637246,0.0018250663961257396,0.24861180164223406,0,7,4,3161,0.061533687708437416,5.165445766857217,0.6585540961407081,PRUNED
117,1.239660123138728,2026-02-26 10:31:30.108516,2026-02-26 10:31:30.695328,0 days 00:00:00.586812,0.7340748594163451,0.5847252871886068,0.0012892028295633643,0.08345577405992342,3,9,6,2295,7.907931613835628,1.684685941953856,0.6274671520937456,PRUNED
118,1.2369228557402983,2026-02-26 10:31:30.720700,2026-02-26 10:31:31.219415,0 days 00:00:00.498715,0.6712601164123208,0.4285912284045718,0.0026311731042366233,0.18918526703732946,4,9,8,2725,0.13508063697992356,3.80731262746137,0.6009881605303737,PRUNED
119,1.4172013717958154,2026-02-26 10:31:31.245082,2026-02-26 10:31:31.823447,0 days 00:00:00.578365,0.5522501931282466,0.4648745705684691,0.002226954231203431,0.23298496095498747,6,9,12,1780,0.0011948986659971405,0.7939597059219441,0.813391288041634,COMPLETE
120,1.2359236707514747,2026-02-26 10:31:31.852406,2026-02-26 10:31:32.585457,0 days 00:00:00.733051,0.5311367446166142,0.6788132732667271,0.0010638705373865452,0.04382488967598608,5,8,10,1196,0.001215999408983801,1.336821174628877,0.808743791639934,PRUNED
121,1.2568033662435867,2026-02-26 10:31:32.619541,2026-02-26 10:31:33.082665,0 days 00:00:00.463124,0.5543931741204334,0.47750015842746496,0.002047726808479828,0.2371709413584192,6,9,12,4286,0.0015812432049515104,0.8573659296606911,0.9297241382388459,PRUNED
122,1.2355669940675893,2026-02-26 10:31:33.106979,2026-02-26 10:31:33.533260,0 days 00:00:00.426281,0.5477630773272383,0.4691819658007615,0.0016118375469699872,0.24988827009386833,6,9,12,1633,0.0022100379110546672,2.9026725885712734,0.8615960817122403,PRUNED
123,1.438564212289858,2026-02-26 10:31:33.558670,2026-02-26 10:31:34.142038,0 days 00:00:00.583368,0.759710217631424,0.4386710379126596,0.002941171047041029,0.22445056391354645,6,9,12,1982,0.2807264555757244,2.2867953126559764,0.6703500949200947,COMPLETE
124,1.4311364652302223,2026-02-26 10:31:34.171091,2026-02-26 10:31:34.667691,0 days 00:00:00.496600,0.5822165681015803,0.4017197094329144,0.0030174648561156316,0.226131277072789,5,9,11,2014,0.22563204958279023,2.2735365116984205,0.6498256168626753,COMPLETE
