number,value,datetime_start,datetime_complete,duration,params_colsample_bynode,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
125,1.4463969644169918,2026-02-26 10:31:34.698671,2026-02-26 10:31:35.197098,0 days 00:00:00.498427,0.57657615348758,0.42030512559598804,0.0028463670537667964,0.22597786623090774,7,9,11,1949,0.2131930596242535,0.2787496251788627,0.6358801515523169,COMPLETE
126,1.4523798622362671,2026-02-26 10:31:35.225671,2026-02-26 10:31:35.703339,0 days 00:00:00.477668,0.5234071160876141,0.40482031439871513,0.12003677898494107,0.21482292003504935,6,10,12,1824,0.09004375481162998,1.4638107186695766,0.656305454400692,COMPLETE
127,1.2342747113346222,2026-02-26 10:31:35.737083,2026-02-26 10:31:36.191037,0 days 00:00:00.453954,0.5873457855974676,0.4368427294001236,0.0046170742224543255,0.19889087793452667,5,9,11,2113,0.3101689450374678,2.4298187016076582,0.6451186466973113,PRUNED
128,1.4309481531271977,2026-02-26 10:31:36.224250,2026-02-26 10:31:36.766988,0 days 00:00:00.542738,0.5662573218417728,0.40204558548721825,0.0038334011939971805,0.22838186645026726,6,8,5,1446,0.48918967581100153,0.35519531421886724,0.7559427490194317,COMPLETE
129,1.3114521346487256,2026-02-26 10:31:36.795303,2026-02-26 10:31:37.258876,0 days 00:00:00.463573,0.608415034978469,0.4220037530498451,0.0038276119183252746,0.2078433703836785,6,8,5,1283,0.4945446020257834,0.32978047245086106,0.7561634605903749,PRUNED
130,1.2460251555064883,2026-02-26 10:31:37.283771,2026-02-26 10:31:37.708437,0 days 00:00:00.424666,0.5701822598103806,0.4046832494087599,0.0890566508420288,0.2235407109166535,6,8,6,1445,0.31195264140326845,0.5866590407395449,0.7547997097950844,PRUNED
131,1.2432261420752029,2026-02-26 10:31:37.734586,2026-02-26 10:31:38.253929,0 days 00:00:00.519343,0.5449086355957451,0.8294911434480452,0.0013820891914295484,0.23534910220608588,6,7,12,1656,0.5228693934853476,0.3995236109676064,0.7695453938212143,PRUNED
132,1.2703048442693388,2026-02-26 10:31:38.278638,2026-02-26 10:31:38.756381,0 days 00:00:00.477743,0.5599394946250684,0.4001725678153312,0.0031591510776653228,0.2296992042596295,5,9,5,1950,0.4197597763541722,0.11028781861211494,0.7808497804440001,PRUNED
133,1.2474136397593958,2026-02-26 10:31:38.781240,2026-02-26 10:31:39.297089,0 days 00:00:00.515849,0.5712678612337084,0.4511605880729821,0.002370176752370735,0.21893304561743762,2,8,4,1450,0.23890015886521784,0.20980679632653837,0.7949137223014698,PRUNED
134,1.458941486982902,2026-02-26 10:31:39.323507,2026-02-26 10:31:39.884754,0 days 00:00:00.561247,0.6368969433437929,0.43265171396926666,0.001738007118372565,0.17998448276383341,7,9,10,1784,0.5882228338812923,0.18633030286142332,0.6209956155642864,COMPLETE
135,1.2729138967714722,2026-02-26 10:31:39.912706,2026-02-26 10:31:40.311364,0 days 00:00:00.398658,0.5790611982977371,0.4603948425653352,0.51919818851839,0.20161104184310152,6,8,5,1832,0.14392728105133326,0.7402348760818256,0.6623128925296032,PRUNED
136,1.2562120866508948,2026-02-26 10:31:40.336808,2026-02-26 10:31:40.922868,0 days 00:00:00.586060,0.5005723657337993,0.800026088100695,0.003033393873745466,0.2387260003747478,5,9,7,2259,0.17816801542258112,0.1384721451901125,0.8216589567186172,PRUNED
137,1.24787779285626,2026-02-26 10:31:40.947517,2026-02-26 10:31:41.385466,0 days 00:00:00.437949,0.5981122050769926,0.41755191621665166,0.0056271224874589855,0.21225965912866868,5,9,9,1517,0.3751561643396932,1.0761772139155492,0.648986664864227,PRUNED
138,1.2585889385338638,2026-02-26 10:31:41.410184,2026-02-26 10:31:41.758753,0 days 00:00:00.348569,0.9559294762431371,0.4397895708987993,3.4051190977940045,0.22841240997143422,6,7,10,2044,0.283996977405445,2.2864229706083523,0.7793555296253928,PRUNED
139,1.2658499494497713,2026-02-26 10:31:41.783884,2026-02-26 10:31:42.277222,0 days 00:00:00.493338,0.5232945281023319,0.5469275064672953,0.004308783558569029,0.24073424976709576,5,9,4,1049,0.8377885109994437,3.283302861323188,0.6313639487060003,PRUNED
140,1.2439979933072725,2026-02-26 10:31:42.301332,2026-02-26 10:31:42.780817,0 days 00:00:00.479485,0.8093681368193195,0.7714438182391884,0.0021464007340018477,0.2494268100883257,5,5,11,1591,0.0010094294524834223,4.337414109377585,0.6747908570661673,PRUNED
141,1.4449968218621234,2026-02-26 10:31:42.805515,2026-02-26 10:31:43.340162,0 days 00:00:00.534647,0.7430982235444188,0.4465579402208551,0.002363808599282448,0.2276881142489093,4,9,11,662,5.502597376611098,1.8796472563796136,0.669371240535522,COMPLETE
142,1.2400920950623766,2026-02-26 10:31:43.369667,2026-02-26 10:31:43.979318,0 days 00:00:00.609651,0.7595469781784626,0.7105554573200425,0.0018099716436299476,0.23839509845021772,4,9,11,3088,1.1025788729454074,1.5520896950462317,0.7411397882831524,PRUNED
143,1.4634378272651187,2026-02-26 10:31:44.004385,2026-02-26 10:31:44.555000,0 days 00:00:00.550615,0.7244658222943542,0.4137708051598535,0.00330542970883937,0.21462037486618635,5,9,11,2421,3.374151423535684,2.771409682148513,0.7095520711364511,COMPLETE
144,1.2697490641178808,2026-02-26 10:31:44.583503,2026-02-26 10:31:44.959598,0 days 00:00:00.376095,0.6862442875176576,0.42563632248401156,1.7964730872160561,0.20075318146556564,4,9,2,3320,6.301808705532662,1.9322898784800755,0.8426804603592243,PRUNED
145,1.2285294175619754,2026-02-26 10:31:44.984118,2026-02-26 10:31:45.400832,0 days 00:00:00.416714,0.6250051009109013,0.4583554691991863,0.0027541172019941995,0.2214660063777108,7,6,12,5660,0.1806121044705462,1.2941101654526108,0.6430559691191161,PRUNED
146,1.4440339973816623,2026-02-26 10:31:45.425091,2026-02-26 10:31:46.008637,0 days 00:00:00.583546,0.6969699744843901,0.4361639240857682,0.02594465551318776,0.2410843723866881,5,8,10,3000,0.0013761588308330583,0.07604710828039866,0.6125350798305679,COMPLETE
147,1.4468098773390377,2026-02-26 10:31:46.037215,2026-02-26 10:31:46.594208,0 days 00:00:00.556993,0.6094735500155474,0.48356613177824476,0.0014457161010883197,0.20801983379734593,6,10,12,4099,4.187156038437593,1.0796352011969839,0.6862004707272805,COMPLETE
148,1.2482882692885835,2026-02-26 10:31:46.621116,2026-02-26 10:31:47.112153,0 days 00:00:00.491037,0.7790390662223365,0.49582243387616953,0.0038492231701091387,0.1937399204697354,5,8,11,5356,0.6920741218612766,2.3137814726467556,0.6527458196100236,PRUNED
149,1.4479854258691702,2026-02-26 10:31:47.158286,2026-02-26 10:31:47.653566,0 days 00:00:00.495280,0.7327874867525697,0.41315231750157444,0.0010222476519151397,0.24869527768688693,4,9,8,2530,8.684589225195635,3.873563702711898,0.6371071876858732,COMPLETE
150,1.2808187426174178,2026-02-26 10:31:47.682952,2026-02-26 10:31:48.278099,0 days 00:00:00.595147,0.7528755824140443,0.5139954684833281,0.002171291475717589,0.22985309678869867,1,9,3,4930,2.6919799674316196,1.6544559548000808,0.6679273852926394,PRUNED
151,1.2693507120296628,2026-02-26 10:31:48.302281,2026-02-26 10:31:48.812196,0 days 00:00:00.509915,0.7087806222383904,0.47443133588534775,0.006898674684988267,0.18229496122288383,6,9,12,4814,0.001993809528866972,2.221528618644884,0.9610584079698989,PRUNED
152,1.5093061281459348,2026-02-26 10:31:48.838001,2026-02-26 10:31:49.584214,0 days 00:00:00.746213,0.7415932287313718,0.44922838304174134,0.009604578749650055,0.06492474447701749,6,9,12,2850,0.0017662422176611744,2.654864011379064,0.6242525054243317,COMPLETE
153,1.441824521871976,2026-02-26 10:31:49.615081,2026-02-26 10:31:50.220082,0 days 00:00:00.605001,0.7637607835403463,0.4654197748577131,0.005323620087636111,0.21624812700949736,5,9,11,2202,0.0011940664701927184,2.992566472697258,0.8014377614753677,COMPLETE
154,1.4450623578556399,2026-02-26 10:31:50.248615,2026-02-26 10:31:50.810827,0 days 00:00:00.562212,0.6657610881603053,0.46735586119169764,0.00532623016105211,0.2157439908713694,5,9,11,1890,0.0013486770182909978,3.5156808852091874,0.7978677864874912,COMPLETE
155,1.255181596508318,2026-02-26 10:31:50.839952,2026-02-26 10:31:51.341038,0 days 00:00:00.501086,0.7644153305135009,0.45765023808322186,0.0025411894966094325,0.23282352012207358,5,10,10,2262,0.001136577850413428,5.4276664622322635,0.7871054297016031,PRUNED
156,1.440177944682163,2026-02-26 10:31:51.367986,2026-02-26 10:31:51.962439,0 days 00:00:00.594453,0.7901031249304736,0.439753751237593,0.0044551718667040306,0.24925442644142604,5,9,11,2159,0.002869025357966672,2.6703037612680545,0.8036412413495628,COMPLETE
157,1.2294798589687417,2026-02-26 10:31:51.991293,2026-02-26 10:31:52.497430,0 days 00:00:00.506137,0.7809527262435245,0.40064658443394857,0.004525479352016767,0.22176588429494284,5,8,10,1697,0.0030339576106008085,3.0880155060159526,0.8132897966242848,PRUNED
158,1.230958597561404,2026-02-26 10:31:52.524880,2026-02-26 10:31:52.879824,0 days 00:00:00.354944,0.7528466730286918,0.426473894011294,1.2624224473242316,0.20405256338056812,5,9,11,2150,0.004078333685685418,4.104692555790185,0.8364526643011537,PRUNED
159,1.276861062521246,2026-02-26 10:31:52.904528,2026-02-26 10:31:53.552428,0 days 00:00:00.647900,0.7874429199586528,0.8196037673745183,0.012533787654419558,0.23642836567147824,5,9,11,2107,0.005042193353386007,2.6910743205385503,0.8189805122771594,PRUNED
160,1.2933086933645874,2026-02-26 10:31:53.577977,2026-02-26 10:31:54.262171,0 days 00:00:00.684194,0.7647222462473243,0.8444342038378646,0.0038467642565571166,0.1917351793684407,5,9,11,1753,0.009070196431023669,0.08909071303605377,0.8056385368530548,PRUNED
161,1.2720652313501424,2026-02-26 10:31:54.291804,2026-02-26 10:31:54.741563,0 days 00:00:00.449759,0.7288141107639468,0.43890034691421886,0.003207875976222933,0.24602357120924853,4,9,11,2054,0.002669891271813128,1.976054698270617,0.8016640504122501,PRUNED
162,1.425803840986236,2026-02-26 10:31:54.767558,2026-02-26 10:31:55.404820,0 days 00:00:00.637262,0.7166008889977227,0.4481174102294478,0.002058573661916339,0.24782540694640454,5,9,10,3181,0.0016220474136096385,1.7751818255070582,0.6578376338941385,COMPLETE
163,1.437225598062607,2026-02-26 10:31:55.434138,2026-02-26 10:31:56.003336,0 days 00:00:00.569198,0.7174544481392182,0.45425028623939856,0.00577410270298993,0.23011092389330012,5,9,9,3168,0.0034094690161040916,1.5384009252333997,0.6577405515609199,COMPLETE
164,1.259744514924135,2026-02-26 10:31:56.031614,2026-02-26 10:31:56.532819,0 days 00:00:00.501205,0.7130114480295845,0.4808767433870118,0.0017714495190456318,0.24953301405681416,6,8,9,3176,0.003360412367031688,1.5128170218209447,0.6544053646167802,PRUNED
165,1.2490368707250783,2026-02-26 10:31:56.565524,2026-02-26 10:31:57.066400,0 days 00:00:00.500876,0.6767405839317323,0.451283987370849,0.002609645578385003,0.22772093861411977,5,9,8,3378,0.0016826940264536194,0.9517372256643795,0.6606073869076715,PRUNED
166,1.430297447049578,2026-02-26 10:31:57.099541,2026-02-26 10:31:57.855008,0 days 00:00:00.755467,0.6930909695743721,0.43196490428637396,0.0354586855208411,0.23382829125419957,5,9,9,2971,0.0027218156216655557,1.2842592031422284,0.6411575924154305,COMPLETE
167,1.2365086465675077,2026-02-26 10:31:57.893918,2026-02-26 10:31:58.337574,0 days 00:00:00.443656,0.6905154495798784,0.4159028927358983,0.04134337543459005,0.23363503961464618,6,8,9,3024,0.0023825029571878232,1.247684438380821,0.6453290327003126,PRUNED
168,1.3098369353815533,2026-02-26 10:31:58.371781,2026-02-26 10:31:59.012982,0 days 00:00:00.641201,0.6928845897436238,0.8022283346766608,0.03560147463216843,0.21224701254379116,5,9,9,2673,0.006281878488846799,1.6828493607315922,0.6357092520972528,PRUNED
169,1.2617094792005483,2026-02-26 10:31:59.039801,2026-02-26 10:31:59.610952,0 days 00:00:00.571151,0.6544599559027552,0.7440283854869822,0.057868236598402026,0.22399563954259072,6,10,10,3163,0.004516145073890141,0.24739581347398346,0.6419813515782121,PRUNED
170,1.2850770354605652,2026-02-26 10:31:59.636352,2026-02-26 10:32:00.082229,0 days 00:00:00.445877,0.7076984879460282,0.4289657348594951,0.02039275669985054,0.23713012104176126,5,7,8,2902,0.003748552062666753,0.7461652079443677,0.6280194220216467,PRUNED
171,1.4480741483993416,2026-02-26 10:32:00.121821,2026-02-26 10:32:00.557598,0 days 00:00:00.435777,0.7198463990674943,0.44275776765848934,5.817411463684852,0.2375874929380603,5,9,9,2796,0.0027368323014853656,2.142371160397123,0.6500222901287562,COMPLETE
172,1.2532613634831362,2026-02-26 10:32:00.598295,2026-02-26 10:32:01.037153,0 days 00:00:00.438858,0.5488193216236215,0.43692717721376423,0.04624765244769974,0.22505294628471148,5,9,10,3266,0.0020721772344524836,1.277428036031436,0.6627259519706321,PRUNED
173,1.2599929220341453,2026-02-26 10:32:01.071744,2026-02-26 10:32:01.665822,0 days 00:00:00.594078,0.7019945501336305,0.7822519058343709,0.05965062999477204,0.24781110702204193,5,9,10,3074,0.007540648729135205,1.726884160320279,0.6346466777110743,PRUNED
174,1.2312279082196167,2026-02-26 10:32:01.699981,2026-02-26 10:32:02.181375,0 days 00:00:00.481394,0.7483853516144608,0.45666372079087414,0.032747664118884995,0.2116569268442604,5,9,9,2981,0.00275944689938647,0.002740304548686538,0.6185585289351485,PRUNED
175,1.2513436054365707,2026-02-26 10:32:02.227739,2026-02-26 10:32:02.668434,0 days 00:00:00.440695,0.7368687630927626,0.4192438019186144,0.003441104171613428,0.23369157997180495,8,9,10,4433,0.04251621015252409,2.5380985089139867,0.6560086345300408,PRUNED
176,1.2873669589182075,2026-02-26 10:32:02.697964,2026-02-26 10:32:03.177023,0 days 00:00:00.479059,0.6798077715494094,0.47547038913206935,0.0020070155486071276,0.2489408697323269,3,9,9,5146,0.35402597457657914,1.0122537949280856,0.6420370266169306,PRUNED
177,1.23763014030541,2026-02-26 10:32:03.202937,2026-02-26 10:32:03.530228,0 days 00:00:00.327291,0.720596067228266,0.4300108657501262,0.001241852863392234,0.21995755531929836,5,3,8,2935,0.001498787043740419,1.933814609835783,0.6763104869125596,PRUNED
178,1.246944482005198,2026-02-26 10:32:03.556626,2026-02-26 10:32:04.032792,0 days 00:00:00.476166,0.5886737170463463,0.49225561411258856,0.017030112032826453,0.23758830912808293,6,9,7,4605,0.011184586790001606,0.428009132515199,0.7766666637831819,PRUNED
179,1.4557944795610933,2026-02-26 10:32:04.058371,2026-02-26 10:32:04.632850,0 days 00:00:00.574479,0.5555067880053199,0.4470499737291249,0.00427121390142476,0.2011469446332636,5,9,10,1286,0.0017212070999642862,1.4817667790763498,0.6518606997163127,COMPLETE
180,1.3182694629755058,2026-02-26 10:32:04.663197,2026-02-26 10:32:05.322344,0 days 00:00:00.659147,0.887906804266752,0.40870674493728076,0.0062081696083777175,0.24943421440037405,5,8,1,3409,0.0038788458297772193,2.311348373991635,0.7247659419207624,PRUNED
181,1.266870451118915,2026-02-26 10:32:05.353455,2026-02-26 10:32:05.919788,0 days 00:00:00.566333,0.7924409351394929,0.46654512912578316,0.004988364619007713,0.21999383471241038,5,9,5,1933,0.0011295532834591582,3.496092462890762,0.7935329756179049,PRUNED
182,1.4466163577565625,2026-02-26 10:32:05.946437,2026-02-26 10:32:06.564055,0 days 00:00:00.617618,0.7322477595971314,0.46152225823377135,0.0032629507402141752,0.21060382069983505,6,9,10,3147,0.0012813911876402963,2.9075029251457423,0.6278003604721337,COMPLETE
183,1.442653300387053,2026-02-26 10:32:06.628213,2026-02-26 10:32:07.240647,0 days 00:00:00.612434,0.8408703834759209,0.4704503158302483,0.002985631329541146,0.22561383112174319,5,9,11,5529,0.0020418200610624513,3.2110522688251963,0.647772287963641,COMPLETE
184,1.2264567343829285,2026-02-26 10:32:07.277487,2026-02-26 10:32:07.782728,0 days 00:00:00.505241,0.7588273190940359,0.45342117639637247,0.003815076054544402,0.2315265509853521,5,9,10,2002,0.001008911180123701,4.716165478540882,0.6617302768024345,PRUNED
185,1.4204121138596406,2026-02-26 10:32:07.811068,2026-02-26 10:32:08.309664,0 days 00:00:00.498596,0.7726138998282159,0.6349519534703061,0.005730095189879357,0.2075107519565609,5,4,11,2355,0.001494063740991843,0.16006525616387018,0.8121180071847814,COMPLETE
186,1.2326553279569223,2026-02-26 10:32:08.351920,2026-02-26 10:32:08.760049,0 days 00:00:00.408129,0.5391993422238585,0.7209169255807085,0.008524825816038284,0.17446131095487932,6,4,12,2347,0.0016032509949603692,0.16503647405222296,0.8122474675660541,PRUNED
187,1.3222003755550684,2026-02-26 10:32:08.797566,2026-02-26 10:32:09.177809,0 days 00:00:00.380243,0.6626205184412342,0.6323306397984565,0.025134611526503273,0.19756973835760783,6,4,8,3276,0.0031713949865276006,0.19760870358872157,0.6384168518747166,PRUNED
188,1.307825396547831,2026-02-26 10:32:09.204430,2026-02-26 10:32:09.722677,0 days 00:00:00.518247,0.7007079447324462,0.4259464987944009,0.0015933521425041976,0.2058995535304065,4,9,6,2530,0.12354701456572444,0.14068951111845876,0.6696328495434201,PRUNED
189,1.2384403983063306,2026-02-26 10:32:09.748978,2026-02-26 10:32:10.183810,0 days 00:00:00.434832,0.7400010059206612,0.6568468180267731,0.0021485823436446184,0.23881475802278715,0,5,11,5835,0.2356718470592594,0.11230822537537474,0.8281869268167243,PRUNED
190,1.25805692992969,2026-02-26 10:32:10.219486,2026-02-26 10:32:10.574246,0 days 00:00:00.354760,0.769763593442201,0.6877718785661924,0.07609247610617098,0.2495046878773139,5,3,3,2866,5.2238708812653805,0.06453323029472942,0.6233075857602794,PRUNED
191,1.424311528564881,2026-02-26 10:32:10.610998,2026-02-26 10:32:11.201346,0 days 00:00:00.590348,0.563641862810555,0.6202395242678803,0.005584269621136246,0.21651247513252664,5,9,11,1889,0.0014594318037944262,2.5586498317584274,0.8160921599293148,COMPLETE
192,1.313852260281734,2026-02-26 10:32:11.243032,2026-02-26 10:32:11.629440,0 days 00:00:00.386408,0.5724553348530407,0.6409151426828394,0.006028086442890174,0.22545532331078647,5,4,4,1935,0.0022605256938493115,2.110769964711227,0.8146649341644835,PRUNED
193,1.4352204526717007,2026-02-26 10:32:11.671269,2026-02-26 10:32:12.169656,0 days 00:00:00.498387,0.5642944270834975,0.668715614203578,0.004516270251198545,0.18808885340167977,5,5,11,2177,0.0015560535464081012,0.29855896629058726,0.8750219799807202,COMPLETE
194,1.2284453756108977,2026-02-26 10:32:12.205726,2026-02-26 10:32:12.675863,0 days 00:00:00.470137,0.568071702459861,0.6196639207872452,0.00695639775553747,0.19505904124982956,5,6,10,3044,0.0014833809073227743,0.31815301602498414,0.8254118970202778,PRUNED
195,1.257288756390856,2026-02-26 10:32:12.701272,2026-02-26 10:32:13.122736,0 days 00:00:00.421464,0.5573556905325056,0.6640678247939741,0.002684728059496806,0.1834302624850471,5,5,11,1834,0.0017409368125921936,0.27119672461682726,0.8734174811539844,PRUNED
196,1.4330040696721105,2026-02-26 10:32:13.149871,2026-02-26 10:32:13.625925,0 days 00:00:00.476054,0.5646388250460551,0.6075854121206945,0.005094485684159366,0.2117143991908967,9,4,12,5049,0.0013967738356355226,1.613208155872966,0.8410984580479502,COMPLETE
197,1.2694216052201566,2026-02-26 10:32:13.655542,2026-02-26 10:32:14.021088,0 days 00:00:00.365546,0.5658234775335248,0.6400342589738275,0.004232459779184091,0.1880022137154744,4,4,12,5192,0.0013595331797101073,0.22779342995704113,0.8279587603994198,PRUNED
198,1.2629119130516129,2026-02-26 10:32:14.046037,2026-02-26 10:32:14.420612,0 days 00:00:00.374575,0.5464520097145491,0.6070230556737832,0.005348137033817565,0.16155278466805717,10,4,12,5289,0.00187411462260478,0.15570979974284577,0.8867723914299553,PRUNED
199,1.2610440719079081,2026-02-26 10:32:14.447423,2026-02-26 10:32:14.816541,0 days 00:00:00.369118,0.5849222275669107,0.5809597018599549,0.00768150750607086,0.20501935382549877,9,4,12,4717,0.0014221607102274595,0.5305783396575308,0.8449585319943168,PRUNED
200,1.2312239850927003,2026-02-26 10:32:14.843801,2026-02-26 10:32:15.226865,0 days 00:00:00.383064,0.5384044287017261,0.619119068288021,0.0038149194009602645,0.17006654949661026,7,4,12,2028,0.0012357668428802325,1.3388823347112344,0.9008316827649091,PRUNED
201,1.2615960493750653,2026-02-26 10:32:15.252110,2026-02-26 10:32:15.672520,0 days 00:00:00.420410,0.5609240198775718,0.6700751079182008,0.002847187688145213,0.2167030664184207,8,5,11,4946,0.08231899527098957,1.6995204462032658,0.6494166814988428,PRUNED
202,1.2702863483475078,2026-02-26 10:32:15.698196,2026-02-26 10:32:16.140850,0 days 00:00:00.442654,0.5811927706249853,0.6548697149547678,0.004846997358727682,0.23120568006070222,5,6,10,5034,0.0022757421901981787,1.1467377252903024,0.8182493145322348,PRUNED
203,1.4254028328114476,2026-02-26 10:32:16.175635,2026-02-26 10:32:16.666320,0 days 00:00:00.490685,0.5756779342479654,0.5922741243873564,0.002323068771415409,0.21187631999064344,10,4,11,3110,0.0017040217243419267,1.8192521717569656,0.8547678834593917,COMPLETE
204,1.27435315984538,2026-02-26 10:32:16.703392,2026-02-26 10:32:17.097085,0 days 00:00:00.393693,0.6000397118716366,0.6492892644683128,0.0033816573193657935,0.20911919377677446,10,5,11,5995,0.0016705584585965509,0.3737750890550386,0.8565785005136894,PRUNED
205,1.271934946781571,2026-02-26 10:32:17.125664,2026-02-26 10:32:17.488337,0 days 00:00:00.362673,0.576152492766786,0.6263156439391354,0.005679139461382838,0.19587199779272693,10,4,11,1613,0.8801407718146576,1.518873796458997,0.8506253121014767,PRUNED
206,1.2432406657396053,2026-02-26 10:32:17.521218,2026-02-26 10:32:17.901470,0 days 00:00:00.380252,0.5622519104538509,0.627720295421045,0.002418255609103864,0.2157039365087243,10,4,12,3174,0.0010126523633932068,2.2581589187862723,0.8640557376177259,PRUNED
207,1.2341742216890115,2026-02-26 10:32:17.926393,2026-02-26 10:32:18.308822,0 days 00:00:00.382429,0.5506216465999594,0.6123490334027238,0.0036109311310522333,0.1861774029404732,9,4,11,2749,0.0019013788074976777,0.093153744940034,0.8316245417827023,PRUNED
208,1.2631624954684153,2026-02-26 10:32:18.345832,2026-02-26 10:32:18.709135,0 days 00:00:00.363303,0.5892365997676862,0.5951488481678449,0.00296224903067104,0.22331321998986323,3,4,11,1751,0.0014330786835685843,1.8250356365796896,0.8354273690169491,PRUNED
209,1.2355510685365865,2026-02-26 10:32:18.735965,2026-02-26 10:32:19.101748,0 days 00:00:00.365783,0.5693960055611753,0.5890904202580375,0.006111630793775128,0.20541798122217328,2,4,12,2196,0.0025113588144769967,0.8183273958700594,0.8781443790574835,PRUNED
210,1.2833707125951075,2026-02-26 10:32:19.127801,2026-02-26 10:32:19.554703,0 days 00:00:00.426902,0.6860249814008812,0.6014116472372328,0.012306561887626924,0.23554904769124607,5,5,7,2959,0.4722073722919903,2.5634071504337874,0.915123286716428,PRUNED
211,1.2723720166579393,2026-02-26 10:32:19.592605,2026-02-26 10:32:20.074630,0 days 00:00:00.482025,0.5265218469002193,0.6327606716628875,0.001993119914474907,0.22755072620606678,9,9,6,3041,6.77086528406232,2.001224528897401,0.8472387005252846,PRUNED
212,1.249420050176109,2026-02-26 10:32:20.108193,2026-02-26 10:32:20.606792,0 days 00:00:00.498599,0.7134518851283904,0.6113610468780581,0.0023349749439518577,0.23791078462459755,5,9,11,3104,4.549625239147929,1.397106423919704,0.6321427415638612,PRUNED
213,1.2576651670686645,2026-02-26 10:32:20.632736,2026-02-26 10:32:21.238519,0 days 00:00:00.605783,0.7235920213011175,0.5563633335536189,0.3159441964245488,0.10751257241412678,9,9,10,2845,0.631396488235695,1.7747263724901503,0.6568587742083639,PRUNED
214,1.2402089421181404,2026-02-26 10:32:21.275005,2026-02-26 10:32:21.738726,0 days 00:00:00.463721,0.5780261633777449,0.5421042578406472,0.0017250857404860827,0.21583125456291344,8,7,11,5383,0.0012484566095327077,2.217345024372628,0.6405152100565781,PRUNED
215,1.2454770798381425,2026-02-26 10:32:21.766122,2026-02-26 10:32:22.327983,0 days 00:00:00.561861,0.9307799473640499,0.6507017411670678,0.0013787880724023763,0.23629366645046537,5,8,11,5077,0.0015564667986444462,1.450713041800263,0.6463604668961762,PRUNED
216,1.2734745190456063,2026-02-26 10:32:22.356121,2026-02-26 10:32:22.829739,0 days 00:00:00.473618,0.7471914798362281,0.6750727195687454,0.6430021112970679,0.22269809294785067,5,9,9,3291,0.021915182552433392,1.0425507365414335,0.8566494560926015,PRUNED
217,1.256620863280165,2026-02-26 10:32:22.871618,2026-02-26 10:32:23.390809,0 days 00:00:00.519191,0.5609165525061586,0.5671044344343834,0.004429343845607205,0.1956234757783494,5,9,10,3145,0.002026126013477206,2.5886014970222537,0.6586389289379977,PRUNED
218,1.2962526994953294,2026-02-26 10:32:23.416958,2026-02-26 10:32:23.754343,0 days 00:00:00.337385,0.5397428443244153,0.6484199715337813,0.0025513447844114005,0.24983206832794727,5,3,8,1481,0.0011682619660392825,3.6202068241251877,0.9346135366814989,PRUNED
219,1.2338838599039383,2026-02-26 10:32:23.780291,2026-02-26 10:32:24.733514,0 days 00:00:00.953223,0.6700833976898047,0.7966979530599658,0.002001203790832077,0.033610211263128895,5,8,12,3258,0.0022949316780601645,1.7337490613260274,0.6327227584591549,PRUNED
220,1.2494312867880653,2026-02-26 10:32:24.764311,2026-02-26 10:32:25.294062,0 days 00:00:00.529751,0.5948925942673904,0.6842851607317078,0.003064766950332168,0.2284983253484796,5,9,10,1844,0.0017483913555634849,0.12446122361059574,0.6105106184354171,PRUNED
221,1.252029679962595,2026-02-26 10:32:25.319553,2026-02-26 10:32:25.961281,0 days 00:00:00.641728,0.7755051093426839,0.7041182988614431,0.00408386938745037,0.2396806883464815,5,9,11,2212,0.0031210482868981545,2.9741798909469632,0.801507319134902,PRUNED
222,1.2786718698649286,2026-02-26 10:32:25.994166,2026-02-26 10:32:26.483342,0 days 00:00:00.489176,0.7520937406077829,0.44093360655067965,0.00465658504872618,0.23973692487915438,5,9,11,2400,0.003564101464107113,2.496024561763565,0.8069341411136252,PRUNED
223,1.438596629861697,2026-02-26 10:32:26.526647,2026-02-26 10:32:27.090555,0 days 00:00:00.563908,0.7303808665636277,0.4000495630249783,0.006898877385241212,0.24847678878659268,5,9,11,2075,0.002732101269997991,1.9265036155172175,0.7927786813938181,COMPLETE
224,1.2499421159405315,2026-02-26 10:32:27.119533,2026-02-26 10:32:27.538891,0 days 00:00:00.419358,0.7305025951065567,0.4049138794106442,0.009207182225343707,0.2149418554835929,4,9,11,2091,5.939906628353954,2.0756562780932146,0.7706120348722462,PRUNED
225,1.2952019869075293,2026-02-26 10:32:27.572956,2026-02-26 10:32:28.167410,0 days 00:00:00.594454,0.713517021220288,0.8296443386429596,0.0073780530111058965,0.2498244803424669,5,9,12,2008,0.004973462070160367,1.5894047321540035,0.783054274661418,PRUNED
226,1.2489458355352765,2026-02-26 10:32:28.194127,2026-02-26 10:32:28.882754,0 days 00:00:00.688627,0.7235477013727744,0.41292568481630865,0.006357954979444234,0.0915931368202506,5,9,4,1900,0.00245752726174708,0.3000074178531105,0.7586515088928664,PRUNED
227,1.2727816128198475,2026-02-26 10:32:28.925189,2026-02-26 10:32:29.383453,0 days 00:00:00.458264,0.7400083504257379,0.42064679954084955,0.004912860168544849,0.22821378829907452,5,8,11,4839,0.3350767262939095,1.2965855264472157,0.7948368913205858,PRUNED
