number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
238,0.29238199202466786,2026-02-26 12:52:11.851052,2026-02-26 12:52:35.018253,0 days 00:00:23.167201,0.6355092329585388,0.004556829463383582,0.1920997191204344,10,9,1,1853,0.055318432757742016,1.3920862725574634,13.409796692755268,0.7416208433420286,COMPLETE
239,0.13838262549293448,2026-02-26 12:52:35.055768,2026-02-26 12:52:56.805343,0 days 00:00:21.749575,0.6634200442990767,0.006496309358770259,0.18550472166654722,10,9,1,1897,0.0899002371273283,1.030800345571711,12.418319227081788,0.7536512269508465,PRUNED
240,0.1390959119670813,2026-02-26 12:52:56.846893,2026-02-26 12:53:20.793253,0 days 00:00:23.946360,0.6888882292777424,0.004319345648223393,0.17725402874459228,10,9,1,1936,0.07389974929024118,0.8330938415063072,12.861802305813825,0.7723039692271053,PRUNED
241,0.13724387509664726,2026-02-26 12:53:20.833000,2026-02-26 12:53:49.671311,0 days 00:00:28.838311,0.6820477333655113,0.0017476032319514833,0.17244696050674463,10,9,1,1979,0.3281136631074558,0.4936487532403894,12.01651055577138,0.7653074608770496,PRUNED
242,0.14851468076836746,2026-02-26 12:53:49.713997,2026-02-26 12:54:07.148993,0 days 00:00:17.434996,0.6734209575255683,0.0057238707083934765,0.1908954689246557,10,9,1,1968,0.10412810187721559,0.5731884714283192,12.404549451894315,0.7605878649596647,PRUNED
243,0.13530072641171767,2026-02-26 12:54:07.194623,2026-02-26 12:54:25.314133,0 days 00:00:18.119510,0.7003163586366494,0.00814021554341704,0.18056173470524384,10,9,1,2000,0.12148909005880994,0.6606657344482854,12.029293619545141,0.7798381586586987,PRUNED
244,0.28106973848724504,2026-02-26 12:54:25.341909,2026-02-26 12:54:51.173096,0 days 00:00:25.831187,0.6579253722333173,0.003834541173046486,0.19224880298999264,10,9,1,1942,0.14430555645161383,0.43643328992872,12.420893875862188,0.7659408849472091,COMPLETE
245,0.14565552302191057,2026-02-26 12:54:51.219005,2026-02-26 12:55:08.416100,0 days 00:00:17.197095,0.6825057011537127,0.006729109407678237,0.17497711038201264,10,9,1,2000,0.1057220231875485,0.9419102453230451,12.862591242570888,0.7592128633765247,PRUNED
246,0.1421312211984455,2026-02-26 12:55:08.467566,2026-02-26 12:55:34.201414,0 days 00:00:25.733848,0.6966653900396206,0.007082332419874579,0.1868169456460637,10,9,1,1910,0.5050242569796013,1.2235867752547838,12.006201063310712,0.7520470941784649,PRUNED
247,0.13583076092757124,2026-02-26 12:55:34.248610,2026-02-26 12:55:59.945909,0 days 00:00:25.697299,0.673028944264866,0.005309905687641609,0.18183047980219472,10,9,1,1967,0.2504763278752879,0.5548697725477946,12.430397327325618,0.7705157472904298,PRUNED
248,0.1346886694431076,2026-02-26 12:55:59.997083,2026-02-26 12:56:17.333426,0 days 00:00:17.336343,0.7022374766175261,0.0032679732174362834,0.19411116927539146,10,9,1,1869,0.17687156794517706,0.7929359350361167,12.867804663581648,0.7817442414168551,PRUNED
249,0.13538860136920947,2026-02-26 12:56:17.361272,2026-02-26 12:56:38.999879,0 days 00:00:21.638607,0.6483186566062369,0.00923238893641066,0.17191653635464227,10,9,1,1927,0.08679413992132651,1.0484954942244742,12.43936893185174,0.7498811561441014,PRUNED
250,0.13470249956243904,2026-02-26 12:56:39.058046,2026-02-26 12:57:00.696445,0 days 00:00:21.638399,0.6836253774928405,0.005817262348573335,0.1991303968830302,10,9,1,1888,0.07163232701033614,1.4992545203813892,12.032642857567197,0.7615990450817519,PRUNED
251,0.13380178235914975,2026-02-26 12:57:00.733268,2026-02-26 12:57:26.667999,0 days 00:00:25.934731,0.664251804138741,0.0027218281973591936,0.18609058740800247,10,9,1,1961,0.06313860551435091,0.7256502752856493,13.294445113603228,0.7727191669593656,PRUNED
252,0.27489049396338533,2026-02-26 12:57:26.694650,2026-02-26 12:57:49.102398,0 days 00:00:22.407748,0.7071793097168696,0.004618744753952361,0.19978129549891785,10,10,1,1839,0.09097606775874859,0.9157416609452944,12.642143764052175,0.7413418224963267,COMPLETE
253,0.13983053431989945,2026-02-26 12:57:49.134293,2026-02-26 12:58:07.787542,0 days 00:00:18.653249,0.7077896633080565,0.0038572829362056027,0.19458696467346934,10,10,1,1840,0.04979516060394963,0.9153486391242216,12.756478197747414,0.7368113871709709,PRUNED
254,0.1459848384508478,2026-02-26 12:58:07.815329,2026-02-26 12:58:29.751015,0 days 00:00:21.935686,0.7128460860123081,0.004419915505782907,0.1996214045701553,10,10,1,1826,0.09511051275031761,1.187468616862947,13.66583966631747,0.7424615983266347,PRUNED
255,0.28287269805679566,2026-02-26 12:58:29.777926,2026-02-26 12:58:48.064253,0 days 00:00:18.286327,0.693286538385617,0.004814664459597726,0.18765990341522035,10,10,1,1773,0.04014663402431175,0.9205799585120461,12.992461572538069,0.7470851952344424,COMPLETE
256,0.14586292536407072,2026-02-26 12:58:48.109206,2026-02-26 12:59:05.194794,0 days 00:00:17.085588,0.7193075918975956,0.0032069008133275368,0.19298337598287435,10,10,1,1881,0.07614630873453784,1.1306574045913917,12.452091980545783,0.7535577104085567,PRUNED
257,0.13912385062487306,2026-02-26 12:59:05.222055,2026-02-26 12:59:23.495067,0 days 00:00:18.273012,0.70321543426223,0.0036586040625830618,0.19990129899027997,9,10,1,1920,0.13220927131416382,0.7722585251986572,13.259289927309187,0.7949379635491253,PRUNED
258,0.2809133832391746,2026-02-26 12:59:23.529560,2026-02-26 12:59:42.019464,0 days 00:00:18.489904,0.6551023729042807,0.002476097751642492,0.1814054167707652,10,10,1,1851,0.062358090197391795,1.5962765362196396,12.461072892061884,0.7860918813634024,COMPLETE
259,0.2847287974342657,2026-02-26 12:59:42.051282,2026-02-26 13:00:08.132694,0 days 00:00:26.081412,0.6327310809812235,0.004833155729303451,0.18721806382551107,10,9,1,1931,0.11659156162730118,0.6382684398884427,12.719198332929006,0.7568956085964672,COMPLETE
260,0.14748674092245298,2026-02-26 13:00:08.170345,2026-02-26 13:00:38.167119,0 days 00:00:29.996774,0.689265973003946,0.0019411785328311583,0.19262677828803892,9,10,1,1783,0.08138202351817411,1.331680870609628,23.727631122039202,0.7360328342505,PRUNED
261,0.2782706235887839,2026-02-26 13:00:38.194472,2026-02-26 13:00:57.642060,0 days 00:00:19.447588,0.7179619977776202,0.005238344997631483,0.18033035193644342,10,9,1,1885,0.034364346173603615,0.9536142480408656,12.372402674251303,0.7443958100760137,COMPLETE
262,0.14483275312249094,2026-02-26 13:00:57.684111,2026-02-26 13:01:15.370123,0 days 00:00:17.686012,0.7241470593340168,0.0038538395296235633,0.17943826410898545,10,10,1,1875,0.026337539727808303,0.891102779552555,13.12384695716565,0.7454139943247703,PRUNED
263,0.1345427167931668,2026-02-26 13:01:15.402905,2026-02-26 13:01:36.693949,0 days 00:00:21.291044,0.6695615896620849,0.00281282281033462,0.16536373983127492,3,9,1,1814,0.0028362098139336433,0.023450179596483347,12.359633670014428,0.7771411892761548,PRUNED
