fold,n_valid,accuracy,precision,recall,f1,roc_auc,pr_auc,logloss
0,4160,0.979326923076923,1.0,0.044444444444444446,0.0851063829787234,0.8326917826917827,0.26884901871464395,0.08638046020165133
1,4160,0.9576923076923077,0.24285714285714285,0.12142857142857143,0.1619047619047619,0.7576687988628287,0.1290157364676166,0.14576782986179057
2,4062,0.9793205317577548,0.0,0.0,0.0,0.8604706840000959,0.12672730580291877,0.0852565872859789
3,3752,0.9762793176972282,0.0,0.0,0.0,0.8406997395761441,0.22801656748511787,0.09369139482708169
4,3749,0.9703921045612163,0.0,0.0,0.0,0.7862601468978598,0.17154031535092473,0.12335537572570739
